,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
16,16,52,46.0,42,46,43.1,39,100,90.3,77,20,6.0,0,30.3,30.2,30.2,0.00
17,17,50,45.7,39,41,38.5,34,93,76.3,63,18,12.0,0,30.2,30.1,30.0,0.00
18,18,48,45.0,43,41,39.4,38,93,81.2,71,17,9.6,0,30.0,29.9,29.8,0.00
19,19,46,41.8,35,41,37.0,33,93,83.5,71,23,9.6,0,29.9,29.8,29.7,0.00
20,20,50,41.8,33,43,33.3,0,93,85.1,63,12,4.4,0,30.1,30.1,30.0,0.00
21,21,50,41.8,35,41,37.5,33,100,85.7,68,13,3.5,0,30.3,30.2,30.1,0.00
22,22,52,44.6,37,45,40.8,35,100,87.2,62,23,9.0,0,30.3,30.2,30.1,0.00
23,23,48,44.3,39,40,37.7,35,93,78.1,66,17,9.0,0,30.4,30.3,30.2,0.00
24,24,50,41.7,34,40,31.2,0,89,77.8,52,10,3.7,0,30.4,30.3,30.2,0.00
25,25,50,43.9,36,44,39.5,33,100,85.3,71,15,6.9,0,30.4,30.3,30.2,0.00
26,26,53,41.2,33,38,29.9,0,97,79.1,43,14,4.8,0,30.3,30.3,30.2,0.00
27,27,50,45.0,36,49,40.5,33,100,84.8,66,20,8.7,0,30.3,30.3,30.3,0.00
28,28,52,50.3,48,52,49.9,48,100,98.8,94,17,9.7,0,30.5,30.4,30.3,0.00
1,1,54,47.6,0,50,46.4,0,100,94.1,0,12,4.4,0,30.5,30.4,30.3,0.00
2,2,50,48.4,46,49,47.0,45,100,95.1,93,12,4.0,0,30.3,30.2,30.1,0.00
3,3,53,47.9,45,47,44.9,40,100,89.4,69,14,5.8,0,30.1,30.1,30.0,0.00
4,4,50,46.0,39,44,40.3,37,93,80.8,66,20,11.5,0,30.1,30.0,29.9,0.00
5,5,51,46.1,43,45,42.6,37,97,87.9,59,25,9.8,0,29.9,29.7,29.6,0.00
6,6,49,45.5,42,45,41.5,39,93,85.8,76,22,14.4,5,29.9,29.8,29.5,0.00
7,7,52,44.9,39,42,39.8,36,93,83.0,63,14,6.0,0,29.9,29.9,29.9,0.00
8,8,52,44.6,36,44,38.0,0,93,82.0,69,24,9.4,0,30.1,30.0,29.9,0.00
9,9,54,46.5,37,46,41.2,35,93,82.5,66,13,6.4,0,30.4,30.3,30.1,0.00
10,10,55,44.0,37,46,40.7,36,100,89.0,62,15,4.1,0,30.4,30.4,30.3,0.00
11,11,52,47.2,43,47,45.1,39,100,92.7,80,12,4.8,0,30.3,30.3,30.2,0.00
12,12,52,47.3,46,48,45.6,44,100,92.9,82,12,4.9,0,30.2,30.2,30.2,0.00
13,13,50,46.6,44,48,45.4,43,100,95.0,87,7,3.7,0,30.2,30.1,30.1,0.00
14,14,57,46.1,0,47,44.0,0,100,90.7,0,10,2.0,0,30.2,30.1,30.1,0.00
15,15,54,47.5,42,50,45.5,39,100,93.0,77,10,4.1,0,30.2,30.2,30.2,0.00
16,16,54,48.7,45,48,46.0,44,100,90.9,77,10,4.9,0,30.2,30.2,30.1,0.00
17,17,52,46.7,41,43,40.1,37,93,78.0,63,21,11.1,0,30.3,30.2,30.2,0.00
18,18,51,44.9,36,43,38.8,34,97,80.2,61,13,4.1,0,30.2,30.1,30.1,0.00
19,19,54,49.3,44,50,44.6,40,93,84.2,66,21,10.9,0,30.1,29.9,29.8,0.00
20,20,54,50.2,44,50,47.2,38,100,90.3,71,26,16.6,3,30.2,29.9,29.8,0.00
21,21,51,44.1,35,40,35.4,0,97,75.9,61,24,11.7,0,30.3,30.3,30.2,0.00
22,22,51,45.0,37,38,30.0,0,74,66.0,59,25,14.2,6,30.3,30.3,30.2,0.00
23,23,52,45.3,37,41,30.5,0,86,69.9,58,17,9.6,3,30.2,30.2,30.1,0.00
24,24,52,45.9,39,43,40.0,36,93,80.4,68,10,5.4,0,30.1,30.1,30.0,0.00
25,25,52,46.9,42,45,42.8,39,93,85.5,71,12,5.9,0,30.0,30.0,29.9,0.00
26,26,54,48.4,43,46,43.5,40,93,83.4,69,8,2.5,0,30.0,29.9,29.9,0.00
27,27,57,51.3,48,52,48.2,46,96,89.8,81,13,5.7,0,29.9,29.9,29.9,0.00
28,28,56,52.7,51,54,50.5,48,100,92.6,75,8,3.8,0,30.1,30.0,29.9,0.00
29,29,64,55.5,50,52,49.5,46,96,81.4,60,13,4.2,0,30.1,30.1,30.0,0.00
30,30,62,54.4,50,52,49.2,46,96,83.0,67,17,7.5,0,30.0,30.0,29.9,0.00
31,31,56,52.6,51,54,51.1,50,100,95.2,90,15,4.2,0,30.0,30.0,29.9,0.00
1,1,56,52.0,50,52,50.1,48,100,93.9,84,9,4.2,0,30.2,30.1,30.0,0.00
2,2,53,49.0,46,50,47.4,45,100,94.5,86,13,5.8,0,30.2,30.1,30.1,0.00
3,3,52,47.8,46,50,46.6,45,100,95.8,87,9,3.0,0,30.1,30.1,29.9,0.00
4,4,55,53.3,50,54,51.6,48,100,94.6,88,32,17.7,5,30.0,29.9,29.7,0.00
5,5,55,52.9,51,52,51.1,50,100,94.1,88,24,16.0,12,30.1,30.0,30.0,0.00
6,6,55,52.8,52,54,51.3,48,100,95.0,82,23,14.7,9,30.1,30.0,29.9,0.00
7,7,54,49.1,42,52,46.3,39,100,90.2,82,26,11.2,0,30.0,29.9,29.9,0.00
8,8,54,46.9,38,45,41.3,35,93,81.5,69,25,12.1,3,30.2,30.1,30.0,0.00
9,9,57,50.7,44,49,44.6,40,90,80.0,69,14,7.6,0,30.3,30.2,30.2,0.00
10,10,55,50.5,44,52,47.8,42,100,90.8,77,13,5.5,0,30.3,30.3,30.2,0.00
11,11,54,49.7,46,46,44.3,43,93,82.1,69,28,15.1,5,30.2,30.1,30.0,0.00
12,12,54,48.5,44,47,44.6,42,100,86.4,77,12,5.6,0,30.0,30.0,30.0,0.00
13,13,53,47.9,44,46,41.9,38,100,79.9,63,21,13.0,0,30.1,30.1,30.0,0.00
14,14,50,44.7,37,41,38.4,34,89,78.9,64,14,6.5,0,30.1,30.0,29.9,0.00
15,15,50,45.3,37,41,38.4,33,89,76.9,66,24,11.8,0,30.1,30.0,29.9,0.00
16,16,54,47.8,39,44,38.1,0,83,73.3,61,26,14.1,5,30.3,30.2,30.1,0.00
17,17,54,48.0,40,45,41.6,36,89,78.9,69,25,13.2,0,30.4,30.4,30.3,0.00
18,18,54,49.0,44,46,43.8,41,93,83.0,69,21,11.2,0,30.4,30.3,30.3,0.00
19,19,56,45.5,0,52,43.8,0,100,87.5,0,12,5.1,0,30.4,30.3,30.3,0.00
20,20,54,47.6,44,48,45.9,44,100,94.2,77,24,9.4,0,30.3,30.2,30.1,0.00
21,21,54,47.2,41,46,44.3,39,100,90.3,72,24,9.1,0,30.2,30.1,30.1,0.00
22,22,65,50.5,42,47,44.5,40,100,82.2,43,23,11.2,0,30.1,30.1,30.0,0.00
23,23,66,56.0,47,43,35.1,0,80,53.1,26,23,14.2,6,30.0,30.0,29.9,0.00
24,24,64,53.6,45,45,41.6,28,100,67.0,29,20,11.3,0,30.0,29.9,29.8,0.00
25,25,52,48.2,44,46,45.2,43,100,89.8,80,18,8.1,0,30.1,30.0,29.9,0.00
26,26,50,48.3,46,47,45.4,45,96,89.9,83,8,3.5,0,30.3,30.2,30.1,0.00
27,27,52,46.8,44,47,45.3,44,100,94.4,80,15,5.7,0,30.3,30.2,30.2,0.00
28,28,56,49.4,46,49,46.1,43,100,88.7,75,18,8.5,0,30.2,30.1,30.1,0.00
29,29,56,49.3,46,49,45.5,40,100,87.4,66,26,15.3,8,30.1,30.1,30.0,0.00
30,30,53,48.4,45,41,39.5,37,80,71.5,57,30,20.9,14,30.2,30.1,30.0,0.00
1,1,56,51.4,45,43,40.0,35,79,65.3,52,21,12.8,5,30.2,30.1,30.1,0.00
2,2,72,53.8,45,45,37.5,0,83,62.4,23,14,7.2,0,30.1,30.1,30.1,0.00
3,3,58,47.8,40,47,43.2,39,100,84.9,65,20,8.0,0,30.1,30.0,29.9,0.00
4,4,88,68.3,46,47,38.7,0,79,41.4,12,16,9.9,5,29.9,29.7,29.5,0.00
5,5,69,53.3,46,52,46.8,35,100,81.3,29,23,8.8,0,29.8,29.7,29.5,0.00
6,6,59,53.3,46,53,49.6,45,100,87.9,75,8,3.9,0,29.9,29.9,29.8,0.00
7,7,57,52.0,48,53,50.3,48,100,94.1,80,7,3.0,0,30.1,30.0,29.9,0.00
8,8,57,52.9,51,51,49.0,48,93,86.5,77,9,4.1,0,30.1,30.1,30.0,0.00
9,9,55,51.5,50,50,48.5,48,94,89.3,82,10,5.9,3,30.2,30.1,30.1,0.00
10,10,53,51.2,50,50,48.5,46,96,90.9,86,8,4.5,0,30.2,30.2,30.2,0.00
11,11,59,52.0,45,54,49.8,45,100,92.6,75,9,4.0,0,30.2,30.1,30.1,0.00
12,12,63,55.8,50,58,53.5,48,100,92.6,77,8,2.4,0,30.2,30.1,30.1,0.00
13,13,59,54.5,52,54,53.3,50,100,95.3,81,12,4.3,0,30.2,30.1,30.1,0.00
14,14,58,50.8,46,52,48.1,45,100,91.1,72,20,6.8,0,30.1,30.1,30.1,0.00
15,15,58,52.8,47,51,47.5,46,100,83.0,65,9,6.0,0,30.1,30.1,30.0,0.00
16,16,57,53.4,48,55,51.8,48,100,94.5,80,10,4.9,0,30.0,30.0,30.0,0.00
17,17,59,37.0,0,54,34.6,0,100,61.6,0,9,2.0,0,30.1,30.0,30.0,0.00
18,18,56,52.4,47,53,48.3,45,100,86.2,72,10,4.2,0,30.3,30.2,30.1,0.00
19,19,58,52.7,47,51,47.7,45,100,83.5,70,26,15.6,0,30.3,30.2,30.1,0.00
20,20,57,51.0,47,51,47.8,45,100,89.2,80,14,5.3,0,30.1,30.1,30.0,0.00
21,21,54,49.8,44,52,47.0,40,100,90.9,71,23,13.3,0,30.1,30.0,29.9,0.00
22,22,52,47.0,42,47,43.2,40,93,86.6,74,10,4.8,0,30.1,30.1,30.0,0.00
23,23,56,48.0,39,48,43.6,37,100,85.5,72,15,2.9,0,30.1,30.0,30.0,0.00
24,24,55,50.3,48,48,46.9,45,100,88.5,74,12,4.8,0,30.1,30.1,30.1,0.00
25,25,55,50.0,42,51,46.5,41,100,88.3,74,14,5.7,0,30.1,30.0,30.0,0.00
26,26,57,52.9,51,54,51.8,50,100,96.4,81,14,5.9,0,30.1,30.1,30.0,0.00
27,27,54,53.3,51,54,53.2,51,100,99.8,94,22,15.1,5,30.0,29.9,29.9,0.00
28,28,59,53.6,51,55,52.6,51,100,96.8,83,23,6.8,0,30.0,29.9,29.9,0.00
29,29,57,53.6,50,54,52.5,49,100,95.9,86,18,7.8,0,30.1,30.0,29.8,0.00
30,30,60,49.4,43,52,47.0,43,100,92.4,75,16,6.4,0,30.1,30.1,30.1,0.00
31,31,59,51.6,44,52,47.6,43,100,86.9,70,18,7.1,0,30.2,30.1,30.1,0.00
1,1,59,52.2,45,52,49.3,43,100,90.0,78,15,6.6,0,30.1,30.1,30.0,0.00
2,2,58,53.2,50,52,50.0,47,100,89.5,77,32,11.7,0,30.0,29.9,29.8,0.00
3,3,58,53.6,49,50,47.9,46,90,80.9,72,24,16.9,0,29.8,29.8,29.8,0.00
4,4,54,51.2,45,50,48.2,45,100,90.0,82,20,8.1,0,29.9,29.9,29.8,0.00
5,5,54,50.7,48,50,49.3,48,100,95.1,86,17,6.5,0,30.0,29.9,29.9,0.00
6,6,56,52.0,50,52,49.7,48,100,92.3,80,15,6.2,0,30.0,29.9,29.9,0.00
7,7,62,54.6,49,52,49.5,44,100,84.5,52,23,10.6,0,30.0,29.9,29.9,0.00
8,8,61,55.2,50,51,48.7,45,96,79.9,63,23,15.8,7,29.9,29.8,29.8,0.00
9,9,59,53.8,49,49,47.1,45,86,78.4,69,23,16.7,5,29.8,29.8,29.7,0.00
10,10,58,52.3,50,49,47.8,46,96,84.9,72,17,9.0,0,30.0,29.9,29.8,0.00
11,11,57,53.0,48,50,47.8,46,93,82.7,72,25,12.1,0,30.1,30.0,30.0,0.00
12,12,57,48.5,42,50,46.0,41,100,91.8,74,21,6.1,0,30.1,30.1,30.1,0.00
13,13,57,48.7,39,52,46.6,39,100,93.0,77,14,4.6,0,30.3,30.2,30.1,0.00
14,14,59,48.7,43,50,46.3,43,100,92.0,72,17,6.5,0,30.2,30.1,29.9,0.00
15,15,57,53.0,49,54,50.6,48,100,91.7,86,14,3.6,0,30.0,30.0,29.9,0.00
16,16,59,54.2,51,52,50.2,48,100,87.1,77,10,2.8,0,30.1,30.1,30.0,0.00
17,17,59,53.5,50,54,52.6,50,100,96.7,81,13,7.8,0,30.1,30.1,30.0,0.00
18,18,59,54.7,52,55,53.3,52,100,94.6,83,13,6.6,0,30.0,30.0,30.0,0.00
19,19,60,55.0,49,57,53.4,48,100,94.2,78,14,6.7,0,30.1,30.1,30.0,0.00
20,20,61,53.8,48,55,50.3,46,97,88.5,75,9,4.6,0,30.1,30.1,30.1,0.00
21,21,62,53.3,46,55,51.1,45,100,92.8,75,16,4.6,0,30.1,30.1,30.0,0.00
22,22,59,54.9,52,55,53.1,50,100,93.5,83,10,6.4,0,30.0,30.0,29.9,0.00
23,23,63,56.5,54,60,55.6,54,100,96.9,82,17,7.5,0,29.9,29.8,29.7,0.00
24,24,57,54.9,54,56,54.3,53,100,97.6,89,13,8.6,3,29.8,29.7,29.7,0.00
25,25,59,56.8,55,58,56.0,55,100,97.4,93,16,10.5,3,29.9,29.8,29.7,0.00
26,26,66,59.2,55,61,58.0,55,100,96.1,84,13,8.5,3,30.0,29.9,29.9,0.00
27,27,65,58.7,54,61,57.2,54,100,95.3,84,10,5.4,0,30.1,30.1,30.0,0.00
28,28,68,56.9,52,60,55.4,52,100,95.0,70,10,2.9,0,30.1,30.1,30.0,0.00
29,29,72,60.7,54,62,56.9,52,100,87.9,68,9,3.9,0,30.0,30.0,29.9,0.00
30,30,64,60.5,56,61,58.3,56,100,92.8,82,10,5.7,0,29.9,29.9,29.9,0.00
1,1,64,58.7,55,61,57.6,55,100,96.2,86,13,5.4,0,30.0,29.9,29.9,0.00
2,2,63,58.5,57,59,57.0,55,100,95.3,82,14,6.9,0,30.0,29.9,29.9,0.00
3,3,64,57.8,54,59,55.8,52,100,93.5,78,18,5.8,0,29.9,29.9,29.9,0.00
4,4,62,56.8,52,56,52.0,50,96,84.6,72,21,10.8,0,29.9,29.9,29.8,0.00
5,5,60,53.7,48,52,49.6,48,100,86.7,72,32,15.0,0,29.9,29.8,29.7,0.00
6,6,59,53.3,48,54,50.9,46,100,92.0,78,16,5.4,0,29.8,29.8,29.7,0.00
7,7,57,52.4,48,54,51.1,48,100,95.7,86,12,3.8,0,29.9,29.8,29.8,0.00
8,8,55,52.9,49,54,51.7,48,100,95.8,88,14,5.6,0,29.9,29.9,29.9,0.00
9,9,56,51.3,46,54,50.0,46,100,95.5,86,9,4.2,0,30.0,30.0,29.9,0.00
10,10,57,52.0,46,54,50.9,46,100,96.1,83,16,6.5,0,30.0,29.9,29.9,0.00
11,11,58,53.9,51,53,51.5,49,100,91.9,81,17,7.8,0,29.9,29.9,29.9,0.00
12,12,60,53.6,48,52,50.1,48,100,88.2,69,17,7.3,0,30.0,29.9,29.9,0.00
13,13,60,53.1,48,54,50.5,48,100,91.6,72,15,4.4,0,29.9,29.9,29.9,0.00
14,14,59,54.2,47,54,50.8,46,100,88.7,78,8,3.9,0,29.9,29.9,29.9,0.00
15,15,56,52.2,49,54,50.8,48,100,95.3,86,15,6.0,0,29.9,29.8,29.8,0.00
16,16,58,53.9,51,54,51.9,51,100,93.2,78,8,3.9,0,30.0,29.9,29.8,0.00
17,17,60,55.4,50,54,51.8,49,96,87.9,80,10,5.1,0,30.1,30.1,30.0,0.00
18,18,58,53.4,51,54,51.9,50,100,94.8,83,16,6.3,0,30.1,30.1,30.0,0.00
19,19,58,54.4,52,54,52.4,51,100,93.0,82,15,7.2,0,30.0,30.0,29.9,0.00
20,20,58,53.3,50,54,51.6,48,100,94.1,81,12,4.0,0,29.9,29.9,29.8,0.00
21,21,55,52.1,51,52,51.5,50,100,97.8,83,12,4.4,0,29.8,29.8,29.8,0.00
22,22,56,51.6,48,53,50.6,48,100,96.8,87,10,4.8,0,29.9,29.9,29.8,0.00
23,23,55,51.3,46,52,48.5,0,100,92.2,0,12,4.2,0,30.0,30.0,29.9,0.00
24,24,61,53.4,48,54,51.8,48,100,94.8,75,7,2.8,0,30.0,29.9,29.9,0.00
25,25,61,56.2,54,56,52.9,50,100,89.1,75,10,3.7,0,30.0,29.9,29.9,0.00
26,26,60,54.7,51,52,51.5,50,100,89.7,75,12,5.0,0,30.0,30.0,30.0,0.00
27,27,63,56.0,50,54,51.9,50,100,86.7,68,24,9.2,0,30.0,29.9,29.8,0.00
28,28,61,53.9,46,52,50.1,46,100,88.0,72,21,7.2,0,29.9,29.9,29.8,0.00
29,29,58,54.2,52,52,50.9,50,96,88.8,75,13,6.6,0,30.0,29.9,29.8,0.00
30,30,58,54.4,52,52,51.3,50,97,89.5,81,8,4.2,0,30.1,30.1,30.0,0.00
31,31,58,54.9,53,53,51.8,51,96,89.9,81,9,3.4,0,30.1,30.1,30.1,0.00
1,1,61,55.9,53,55,54.1,53,100,93.0,81,10,4.0,0,30.1,30.1,30.1,0.00
2,2,62,55.5,53,54,53.3,52,100,92.7,72,16,5.8,0,30.1,30.0,29.9,0.00
3,3,56,54.2,53,54,53.0,52,100,95.9,87,14,5.0,0,30.0,29.9,29.9,0.00
4,4,56,53.0,51,54,52.4,51,100,98.0,86,8,3.1,0,29.9,29.9,29.9,0.00
5,5,56,52.6,50,54,51.7,50,100,97.0,84,10,2.7,0,30.0,29.9,29.9,0.00
6,6,56,51.7,50,52,50.2,48,100,94.9,77,14,6.2,0,30.0,29.9,29.9,0.00
7,7,58,55.4,52,54,52.3,50,100,89.1,80,8,3.0,0,30.1,30.0,30.0,0.00
8,8,61,54.6,51,54,52.5,51,100,93.3,77,15,4.8,0,30.0,30.0,29.9,0.00
9,9,58,54.6,52,54,53.2,52,100,95.0,82,10,3.9,0,29.9,29.9,29.9,0.00
10,10,61,55.4,53,55,54.2,53,100,95.9,82,8,3.0,0,30.0,30.0,29.9,0.00
11,11,61,56.4,55,56,54.6,53,100,93.8,77,9,2.6,0,30.0,30.0,30.0,0.00
12,12,62,57.8,55,54,53.7,53,96,86.2,75,9,5.3,0,30.0,30.0,30.0,0.00
13,13,60,56.5,54,55,53.5,52,100,89.4,78,9,3.2,0,30.0,30.0,29.9,0.00
14,14,70,58.4,52,59,54.5,51,100,88.2,55,9,5.4,0,30.0,30.0,29.9,0.00
15,15,71,65.1,61,63,60.8,58,100,86.3,73,8,3.7,0,29.9,29.9,29.9,0.00
16,16,68,61.0,57,61,59.5,57,100,95.0,75,9,3.0,0,30.0,30.0,29.9,0.00
17,17,67,59.1,54,61,56.6,54,100,91.9,75,14,4.0,0,30.0,30.0,30.0,0.00
18,18,66,59.3,55,58,56.1,53,100,90.1,70,20,6.6,0,30.0,29.9,29.8,0.00
19,19,65,54.9,48,55,51.7,48,100,90.1,65,25,7.7,0,29.9,29.9,29.8,0.00
20,20,63,53.8,48,54,51.0,46,100,90.5,72,21,6.3,0,29.9,29.8,29.8,0.00
21,21,61,55.7,51,55,53.8,50,100,92.9,77,12,6.0,0,29.9,29.9,29.8,0.00
22,22,57,54.5,52,55,53.8,52,100,97.4,87,8,3.1,0,29.9,29.9,29.9,0.00
23,23,63,55.5,52,56,53.5,52,100,93.3,75,8,3.1,0,29.9,29.9,29.9,0.00
24,24,60,55.5,54,55,54.6,53,100,96.3,83,8,3.0,0,29.9,29.9,29.8,0.00
25,25,64,55.6,54,58,54.8,54,100,97.3,77,12,5.6,0,29.9,29.9,29.8,0.00
26,26,65,56.5,52,56,53.7,52,100,91.0,65,14,7.1,0,30.0,29.9,29.9,0.00
27,27,67,60.1,51,59,54.9,49,93,83.4,68,10,4.9,0,29.9,29.9,29.8,0.00
28,28,69,63.3,59,63,59.6,57,100,88.3,70,12,6.3,0,29.9,29.9,29.8,0.00
29,29,68,63.4,60,63,61.0,59,100,92.1,76,15,9.8,0,30.1,29.9,29.9,0.00
30,30,67,61.9,57,63,59.8,56,100,92.7,81,8,4.5,0,30.1,30.0,30.0,0.00
31,31,63,57.8,55,58,56.7,55,100,96.4,82,12,3.7,0,30.0,29.9,29.9,0.00
1,1,69,60.4,53,63,57.0,53,100,89.8,61,16,8.1,0,29.9,29.9,29.9,0.00
2,2,69,62.4,60,63,60.8,59,100,95.0,73,14,7.9,0,29.9,29.9,29.9,0.00
3,3,68,61.5,52,61,57.3,51,100,87.0,70,9,3.8,0,30.0,29.9,29.9,0.00
4,4,68,60.5,55,59,57.0,54,100,88.5,73,10,2.9,0,30.0,30.0,29.9,0.00
5,5,66,61.0,55,59,56.3,54,94,85.0,70,10,4.7,0,30.1,30.0,30.0,0.00
6,6,67,59.2,53,59,55.5,53,100,88.4,73,25,8.9,0,30.1,30.0,29.9,0.00
7,7,63,56.2,50,58,54.4,50,100,94.2,78,16,3.9,0,29.9,29.9,29.8,0.00
8,8,64,57.5,54,57,55.4,53,100,92.9,78,16,5.8,0,29.9,29.8,29.7,0.00
9,9,66,58.4,50,57,54.0,50,100,86.4,70,18,8.2,0,29.8,29.7,29.7,0.00
10,10,65,56.0,48,59,53.6,48,100,92.4,75,20,7.1,0,29.8,29.7,29.6,0.00
11,11,66,60.4,57,59,57.7,57,100,91.4,73,12,4.3,0,29.9,29.9,29.8,0.00
12,12,61,58.4,57,58,57.0,56,100,95.5,83,8,3.0,0,30.0,29.9,29.9,0.00
13,13,61,57.6,57,57,56.5,55,100,96.4,81,9,2.2,0,29.9,29.9,29.8,0.00
14,14,61,58.2,57,58,56.8,55,100,95.2,82,14,7.9,0,29.8,29.8,29.8,0.00
15,15,65,58.2,55,59,56.4,53,100,94.1,68,10,4.2,0,29.9,29.8,29.8,0.00
16,16,64,58.6,51,58,55.4,50,100,89.7,75,10,5.4,0,29.9,29.9,29.8,0.00
17,17,65,57.5,52,57,55.3,51,100,92.8,65,18,9.3,0,30.0,29.9,29.8,0.00
18,18,62,52.4,46,55,50.0,46,100,92.3,65,12,3.0,0,30.0,30.0,29.9,0.00
19,19,60,53.6,48,55,52.5,48,100,95.7,78,8,3.6,0,29.9,29.9,29.8,0.00
