,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
4,4,56,40.8,30,41,30.2,0,100,81.3,51,5,1.1,0,30.0,29.9,29.9,0.00
5,5,62,46.9,35,43,34.0,0,89,69.5,35,8,2.6,0,29.9,29.9,29.7,0.00
6,6,51,47.4,44,46,43.6,41,93,86.3,77,16,6.8,0,29.8,29.8,29.8,0.00
7,7,50,45.8,40,43,41.0,37,93,83.6,66,10,4.2,0,29.9,29.9,29.8,0.00
8,8,57,45.3,35,42,38.4,33,93,78.3,53,5,1.0,0,29.9,29.9,29.8,0.00
9,9,59,48.4,40,46,41.7,37,93,78.6,60,26,4.4,0,29.8,29.7,29.6,0.00
10,10,51,44.1,37,40,26.4,0,83,66.1,50,17,10.3,5,29.8,29.7,29.7,0.00
11,11,50,40.1,31,31,28.4,0,88,68.3,46,9,2.3,0,29.9,29.8,29.8,0.00
12,12,49,39.4,31,33,26.6,0,87,68.6,48,7,2.5,0,29.9,29.8,29.8,0.00
13,13,49,38.5,30,30,28.3,26,89,68.9,44,8,2.3,0,29.9,29.8,29.8,0.00
14,14,47,37.3,28,30,27.6,25,89,69.8,46,7,1.2,0,30.1,30.0,29.9,0.00
15,15,54,40.1,30,30,27.1,21,88,63.7,28,3,0.7,0,30.1,30.1,30.1,0.00
16,16,58,43.1,31,33,23.0,0,85,62.5,32,5,0.8,0,30.1,30.0,29.9,0.00
17,17,63,45.7,32,37,32.2,0,87,66.2,33,5,0.5,0,29.9,29.9,29.8,0.00
18,18,66,47.3,35,40,34.8,0,86,68.5,32,3,0.6,0,29.9,29.9,29.8,0.00
19,19,64,47.0,34,40,33.8,0,86,69.4,38,5,0.9,0,29.9,29.9,29.8,0.00
20,20,64,46.9,35,41,31.5,0,89,71.0,38,5,1.7,0,29.9,29.9,29.8,0.00
21,21,67,49.8,37,42,36.0,0,89,65.5,31,6,1.7,0,29.9,29.8,29.8,0.00
22,22,66,50.1,38,42,37.5,0,89,67.8,40,7,2.3,0,29.8,29.8,29.7,0.00
23,23,66,54.3,43,45,39.9,36,82,60.3,34,17,4.2,0,29.7,29.7,29.6,0.00
24,24,61,54.4,50,52,49.7,45,96,84.7,68,8,5.2,0,29.8,29.8,29.7,0.00
25,25,57,55.0,53,54,53.2,51,96,92.7,87,6,2.6,0,29.9,29.8,29.7,0.00
26,26,61,56.4,50,54,52.0,40,100,85.0,66,14,4.1,0,29.7,29.6,29.6,0.00
27,27,56,48.2,42,40,36.0,33,80,63.5,45,18,9.3,0,29.8,29.7,29.6,0.00
28,28,55,44.8,35,36,24.2,0,89,66.7,42,10,2.4,0,29.9,29.8,29.8,0.00
29,29,55,45.4,36,37,33.9,0,86,69.5,49,6,1.5,0,30.0,29.9,29.9,0.00
30,30,62,49.0,38,39,37.3,34,86,66.3,43,5,0.7,0,30.0,30.0,29.9,0.00
31,31,67,52.1,40,44,40.2,36,89,66.4,39,6,1.5,0,29.9,29.9,29.8,0.00
1,1,67,52.9,40,45,42.3,37,89,70.0,42,6,1.0,0,29.9,29.9,29.8,0.00
2,2,63,54.6,47,49,45.8,42,86,73.1,54,6,2.2,0,29.9,29.9,29.9,0.00
3,3,66,51.8,43,47,44.6,41,93,77.9,47,7,2.3,0,29.9,29.8,29.8,0.00
4,4,66,51.2,41,48,43.5,38,100,77.2,47,7,1.7,0,29.8,29.8,29.7,0.00
5,5,64,52.4,43,49,44.7,41,93,75.9,54,18,6.4,0,29.7,29.7,29.6,0.00
6,6,52,46.2,41,45,42.3,38,96,86.4,74,8,3.6,0,29.9,29.8,29.7,0.00
7,7,57,44.3,36,45,39.5,34,96,84.2,51,13,1.9,0,29.8,29.8,29.6,0.00
8,8,53,46.0,41,44,39.6,37,93,78.8,57,16,6.3,0,29.6,29.6,29.6,0.00
9,9,54,44.7,37,39,36.1,33,93,74.0,47,7,2.6,0,29.8,29.7,29.6,0.00
10,10,55,45.7,36,36,29.9,0,82,65.0,43,8,3.0,0,29.8,29.7,29.7,0.00
11,11,60,48.0,36,36,30.9,0,81,60.0,35,5,1.8,0,29.9,29.8,29.7,0.00
12,12,61,49.6,39,36,26.8,0,76,56.8,31,9,2.3,0,30.0,30.0,29.9,0.00
13,13,65,50.5,37,39,36.0,33,86,61.0,33,6,1.4,0,30.0,29.9,29.9,0.00
14,14,67,52.9,40,43,38.8,35,86,61.8,36,7,1.5,0,29.9,29.9,29.8,0.00
15,15,73,55.7,42,44,40.8,37,86,61.3,27,3,0.6,0,29.9,29.9,29.9,0.00
16,16,73,56.2,42,47,41.3,34,85,61.3,24,5,1.2,0,29.9,29.8,29.7,0.00
17,17,67,54.2,41,44,40.3,35,86,62.3,37,7,2.6,0,29.7,29.6,29.6,0.00
18,18,68,52.7,41,46,39.9,36,87,64.5,32,20,6.0,0,29.7,29.6,29.5,0.00
19,19,52,44.4,39,39,36.9,34,93,76.0,54,18,8.1,0,29.6,29.5,29.4,0.00
20,20,50,43.4,39,37,35.7,34,93,75.3,54,14,4.8,0,29.7,29.6,29.5,0.00
21,21,56,48.0,39,38,36.0,34,86,64.5,44,9,2.2,0,29.8,29.8,29.7,0.00
22,22,60,50.2,40,39,37.1,34,83,62.9,39,7,1.7,0,29.9,29.9,29.8,0.00
23,23,60,50.0,41,42,36.1,28,86,60.9,38,16,6.3,0,29.9,29.8,29.7,0.00
24,24,60,48.6,37,36,30.0,0,77,56.3,33,8,3.1,0,29.9,29.8,29.8,0.00
25,25,67,52.0,39,38,32.3,0,79,55.7,27,7,2.9,0,29.9,29.9,29.8,0.00
26,26,63,51.0,39,41,38.7,35,86,64.8,43,9,3.0,0,29.9,29.8,29.8,0.00
27,27,68,54.5,41,40,37.4,33,82,56.3,27,7,1.4,0,30.0,29.9,29.9,0.00
28,28,70,57.0,44,43,38.6,36,76,53.4,30,8,1.2,0,30.1,30.0,30.0,0.00
1,1,75,59.9,45,46,41.9,39,80,54.8,27,5,1.3,0,30.1,30.0,29.9,0.00
2,2,81,65.0,49,49,41.9,34,77,47.9,18,10,2.7,0,29.9,29.8,29.7,0.00
3,3,69,63.0,55,50,45.9,41,72,54.5,42,10,5.8,0,29.7,29.7,29.6,0.00
4,4,70,58.2,46,47,44.8,41,89,64.0,35,8,3.3,0,29.8,29.7,29.7,0.00
5,5,74,60.8,48,45,39.2,0,83,51.3,26,16,6.4,0,29.7,29.6,29.5,0.00
6,6,63,56.1,51,45,42.1,39,71,60.2,43,17,8.9,0,29.8,29.7,29.6,0.00
7,7,61,53.7,49,47,42.5,38,83,67.4,42,10,4.5,0,29.6,29.6,29.5,0.00
8,8,54,50.6,48,46,45.0,43,87,81.1,71,14,9.1,3,29.7,29.5,29.4,0.00
9,9,61,53.1,48,45,42.4,40,87,68.2,47,10,4.6,0,30.0,29.9,29.7,0.00
10,10,68,57.3,46,43,41.6,40,80,58.2,37,7,2.3,0,30.0,29.9,29.9,0.00
11,11,74,59.4,47,48,43.5,40,80,58.5,33,8,1.9,0,29.9,29.8,29.7,0.00
12,12,78,63.4,50,50,46.7,44,80,57.8,32,7,1.8,0,29.8,29.8,29.7,0.00
13,13,85,67.3,51,52,48.4,45,83,55.3,26,5,1.5,0,29.8,29.8,29.7,0.00
14,14,83,68.2,54,54,51.3,46,77,57.7,29,10,4.8,0,29.8,29.7,29.7,0.00
15,15,79,66.2,55,55,50.5,47,77,58.3,36,14,5.1,0,29.7,29.7,29.6,0.00
16,16,80,65.5,53,53,47.5,39,84,56.2,28,14,5.4,0,29.7,29.6,29.6,0.00
17,17,77,63.5,51,43,38.6,29,74,43.4,18,16,8.7,0,29.7,29.7,29.6,0.00
18,18,73,61.3,47,46,40.3,37,71,48.5,27,8,2.4,0,29.8,29.7,29.7,0.00
19,19,80,65.5,51,50,43.7,38,80,49.7,22,21,5.7,0,29.8,29.7,29.7,0.00
20,20,76,65.0,58,52,48.7,41,81,58.0,30,14,6.8,0,29.8,29.7,29.7,0.00
21,21,70,59.6,52,52,45.7,41,87,62.4,38,17,12.0,8,29.7,29.6,29.6,0.00
22,22,68,56.3,46,41,32.3,16,66,44.2,15,15,8.4,0,29.7,29.6,29.6,0.00
23,23,69,56.8,42,41,30.0,0,63,42.4,24,8,4.3,0,29.8,29.7,29.7,0.00
24,24,77,61.8,47,40,35.7,0,74,44.1,20,10,3.0,0,29.7,29.7,29.6,0.00
25,25,78,64.4,50,43,41.2,39,74,46.0,25,7,2.1,0,29.6,29.6,29.5,0.00
26,26,77,63.2,50,46,42.2,36,80,50.9,23,10,5.7,0,29.6,29.6,29.5,0.00
27,27,77,63.5,51,51,45.8,42,80,55.8,29,15,5.4,0,29.6,29.6,29.6,0.00
28,28,74,63.7,54,51,49.5,48,80,61.5,40,9,3.6,0,29.7,29.7,29.6,0.00
29,29,82,67.8,53,52,48.0,43,80,53.1,26,7,3.2,0,29.7,29.7,29.6,0.00
30,30,85,70.8,58,49,46.1,42,70,44.3,24,15,5.0,0,29.7,29.6,29.6,0.00
31,31,74,64.7,58,56,49.5,36,90,61.5,26,16,7.1,0,29.7,29.7,29.6,0.00
1,1,74,62.3,52,51,47.5,44,89,61.7,34,13,6.1,0,29.8,29.7,29.7,0.00
2,2,73,62.2,51,52,48.8,45,94,64.8,37,12,5.8,0,29.8,29.8,29.7,0.00
3,3,82,67.8,55,53,49.5,47,84,55.5,29,6,2.2,0,29.8,29.7,29.6,0.00
4,4,77,65.1,57,56,51.5,45,87,63.1,37,15,7.3,0,29.8,29.7,29.6,0.00
5,5,72,62.7,55,55,50.6,46,94,66.8,42,15,11.0,7,29.8,29.8,29.7,0.00
6,6,75,62.8,52,52,48.9,43,86,63.0,33,15,10.4,5,29.8,29.8,29.7,0.00
7,7,77,64.2,53,51,47.8,44,83,58.1,32,21,10.0,3,29.8,29.6,29.5,0.00
8,8,68,56.3,48,46,38.3,0,87,59.3,28,24,15.6,3,29.5,29.5,29.4,0.00
9,9,74,59.8,44,39,31.5,0,73,41.8,19,15,4.4,0,29.7,29.6,29.5,0.00
10,10,80,67.0,53,42,37.8,34,59,36.9,20,9,3.9,0,29.8,29.7,29.7,0.00
11,11,79,68.1,55,51,46.3,41,69,46.7,30,16,9.2,0,29.7,29.5,29.4,0.00
12,12,83,69.6,55,50,46.8,43,74,47.1,25,10,4.8,0,29.5,29.5,29.4,0.00
13,13,84,70.0,55,49,45.0,35,74,44.8,17,15,6.9,0,29.5,29.4,29.4,0.00
14,14,78,65.1,53,46,36.3,0,69,43.2,16,16,10.7,6,29.5,29.4,29.4,0.00
15,15,70,59.1,50,45,35.7,0,77,49.1,23,25,12.4,3,29.5,29.5,29.4,0.00
16,16,67,56.0,45,37,30.6,0,71,44.4,22,15,7.2,0,29.7,29.6,29.5,0.00
17,17,71,57.8,43,31,26.3,18,61,33.9,13,16,6.8,0,29.8,29.8,29.7,0.00
18,18,76,62.9,48,33,22.7,0,54,29.5,12,7,3.5,0,29.9,29.9,29.8,0.00
19,19,82,69.0,53,43,30.8,0,52,30.8,16,13,4.3,0,29.9,29.8,29.6,0.00
20,20,84,70.9,55,45,42.6,40,67,38.6,22,13,4.6,0,29.7,29.6,29.6,0.00
21,21,88,73.5,57,46,43.0,39,62,36.4,18,10,3.4,0,29.7,29.6,29.5,0.00
22,22,91,75.4,59,47,44.7,38,62,36.7,18,15,5.5,0,29.6,29.5,29.4,0.00
23,23,86,73.0,60,46,40.3,38,49,32.0,20,9,5.8,0,29.6,29.5,29.4,0.00
24,24,89,73.2,58,48,41.7,35,56,35.6,15,15,6.5,0,29.5,29.4,29.4,0.00
25,25,81,68.5,58,50,47.3,45,70,48.3,30,18,5.6,0,29.7,29.6,29.5,0.00
26,26,85,70.8,55,50,44.9,36,77,44.6,19,12,6.3,0,29.8,29.8,29.7,0.00
27,27,90,76.0,61,54,48.2,44,67,40.5,22,12,4.8,0,29.8,29.7,29.6,0.00
28,28,93,78.5,63,54,48.3,36,70,39.5,13,14,6.0,0,29.6,29.6,29.5,0.00
29,29,94,79.8,65,54,47.9,40,65,36.2,16,17,5.4,0,29.5,29.4,29.3,0.00
30,30,88,75.8,64,50,40.8,0,60,33.2,14,18,11.5,3,29.4,29.4,29.4,0.00
1,1,89,74.4,60,49,28.2,0,43,24.0,12,10,4.5,0,29.7,29.6,29.4,0.00
2,2,92,78.1,63,48,39.2,0,56,31.4,11,10,5.1,0,29.8,29.7,29.7,0.00
3,3,95,80.0,64,46,37.5,0,52,26.3,10,12,5.8,0,29.7,29.5,29.4,0.00
4,4,93,79.2,64,44,39.1,35,48,25.8,13,12,4.5,0,29.4,29.3,29.2,0.00
5,5,76,68.6,60,45,41.4,31,50,37.8,26,17,12.2,5,29.5,29.4,29.3,0.00
6,6,76,69.2,63,49,43.9,41,56,40.9,29,16,7.5,0,29.6,29.5,29.5,0.00
7,7,70,63.1,57,54,51.3,45,89,66.9,44,10,5.6,0,29.7,29.6,29.6,0.00
8,8,78,67.7,59,56,51.6,47,83,59.2,36,13,4.4,0,29.7,29.7,29.6,0.00
9,9,81,70.7,57,54,50.2,48,75,50.1,33,13,7.5,3,29.7,29.7,29.7,0.00
10,10,88,75.8,61,58,53.5,51,72,47.9,28,9,5.9,0,29.8,29.7,29.7,0.00
11,11,97,83.1,68,59,56.5,50,73,43.2,21,12,6.1,0,29.7,29.7,29.6,0.00
12,12,102,85.4,70,59,53.0,43,60,35.7,14,16,8.8,0,29.7,29.6,29.6,0.00
13,13,99,83.7,68,54,47.5,43,45,30.3,15,15,6.9,0,29.7,29.6,29.5,0.00
14,14,92,79.6,68,60,50.5,44,59,38.7,19,15,9.0,0,29.6,29.5,29.5,0.00
15,15,91,75.0,61,48,45.3,35,58,37.8,15,17,9.6,3,29.6,29.6,29.5,0.00
16,16,75,67.9,59,49,46.9,45,64,47.8,37,17,11.7,6,29.6,29.6,29.6,0.00
17,17,81,68.9,55,46,40.5,30,72,39.5,17,17,12.5,7,29.6,29.6,29.6,0.00
18,18,83,69.4,53,44,36.8,0,64,35.8,13,15,10.6,5,29.7,29.7,29.6,0.00
19,19,87,74.2,61,48,43.4,35,62,36.8,18,15,8.7,0,29.7,29.6,29.6,0.00
20,20,77,75.5,74,39,38.0,37,26,26.0,26,6,6.0,6,29.6,29.5,29.5,0.00
21,21,90,76.8,63,45,36.1,0,45,26.6,11,22,9.7,0,29.6,29.5,29.4,0.00
22,22,73,63.2,53,40,27.7,11,61,30.4,10,24,14.1,9,29.6,29.5,29.5,0.00
23,23,76,63.6,49,40,30.8,0,59,35.7,15,14,9.4,0,29.6,29.6,29.5,0.00
24,24,82,68.5,54,42,35.9,0,62,35.5,15,14,5.9,0,29.6,29.6,29.5,0.00
25,25,83,69.3,54,44,32.4,0,55,33.2,14,15,8.8,0,29.6,29.6,29.6,0.00
26,26,81,69.3,55,48,45.5,41,69,44.5,28,17,13.8,9,29.7,29.7,29.6,0.00
27,27,78,67.0,55,52,46.6,41,72,50.2,27,20,13.8,9,29.7,29.7,29.6,0.00
28,28,83,71.2,61,54,51.2,47,72,51.5,28,24,14.6,7,29.6,29.6,29.5,0.00
29,29,85,73.7,62,54,48.8,35,67,44.1,18,21,13.4,6,29.6,29.5,29.4,0.00
30,30,89,74.2,59,50,44.1,31,64,38.1,13,20,10.2,0,29.6,29.5,29.5,0.00
31,31,92,77.0,60,46,41.1,0,53,31.9,14,13,7.0,0,29.6,29.6,29.5,0.00
1,1,99,83.8,67,54,47.1,42,45,29.8,14,10,4.1,0,29.5,29.4,29.4,0.00
2,2,102,86.2,71,56,50.2,43,57,32.1,13,13,6.5,0,29.4,29.3,29.2,0.00
3,3,94,81.1,68,57,51.2,49,52,36.9,22,13,6.1,0,29.4,29.4,29.3,0.00
4,4,92,80.0,67,57,51.0,48,53,37.9,23,14,9.6,5,29.5,29.5,29.4,0.00
5,5,93,79.5,64,58,52.3,50,63,41.3,24,13,8.4,5,29.6,29.5,29.4,0.00
6,6,98,82.5,67,61,55.6,50,63,42.3,20,12,7.9,3,29.5,29.5,29.4,0.00
7,7,101,87.3,72,64,59.6,56,61,41.4,23,12,6.0,0,29.4,29.4,29.3,0.00
8,8,108,92.7,77,65,61.1,57,66,38.0,19,13,5.0,0,29.4,29.3,29.2,0.00
9,9,98,85.3,72,59,56.0,52,57,38.6,22,21,9.0,0,29.4,29.4,29.3,0.00
10,10,86,73.1,62,54,51.3,44,72,49.0,23,18,9.1,0,29.6,29.5,29.4,0.00
11,11,94,77.3,61,57,53.0,49,75,46.5,21,14,7.6,0,29.6,29.5,29.4,0.00
12,12,96,81.5,67,56,48.4,35,63,35.7,14,17,9.7,0,29.6,29.5,29.5,0.00
13,13,89,75.8,60,41,38.5,33,47,28.0,14,18,11.6,6,29.7,29.6,29.6,0.00
14,14,91,77.1,62,46,41.6,29,53,31.0,12,14,6.1,0,29.6,29.5,29.4,0.00
15,15,96,80.3,63,50,39.4,0,52,28.2,9,16,7.3,0,29.5,29.5,29.4,0.00
16,16,94,78.7,63,48,44.1,38,56,32.5,15,21,10.8,0,29.6,29.6,29.6,0.00
17,17,94,78.5,65,52,45.5,36,51,33.5,14,20,11.3,0,29.7,29.6,29.5,0.00
18,18,85,72.5,61,52,46.4,38,70,43.2,19,23,13.9,8,29.6,29.6,29.5,0.00
19,19,83,69.6,56,46,40.6,0,69,41.0,16,20,13.3,5,29.6,29.6,29.5,0.00
20,20,89,74.3,59,47,42.5,33,62,35.5,15,18,10.8,0,29.6,29.5,29.5,0.00
21,21,92,76.8,60,47,42.4,31,57,32.3,11,20,10.5,5,29.6,29.5,29.5,0.00
22,22,94,80.4,63,48,43.4,39,50,29.0,15,14,7.4,0,29.5,29.5,29.4,0.00
23,23,87,75.9,63,59,48.6,38,61,39.6,24,20,13.5,6,29.5,29.4,29.4,0.00
24,24,82,74.7,67,59,58.1,56,73,57.0,42,12,6.7,0,29.5,29.5,29.4,0.00
25,25,93,80.5,69,64,59.0,57,78,50.6,30,14,8.6,0,29.6,29.6,29.5,0.00
26,26,97,83.0,68,64,61.2,57,81,51.5,26,15,10.1,6,29.6,29.6,29.5,0.00
27,27,100,86.1,71,62,59.3,55,66,42.5,25,14,9.1,0,29.7,29.6,29.6,0.00
28,28,104,90.5,76,61,57.9,47,52,35.3,16,13,7.1,0,29.6,29.6,29.5,0.00
29,29,107,93.7,78,62,58.6,55,50,32.6,18,14,7.3,0,29.5,29.4,29.4,0.00
30,30,109,94.8,80,63,57.4,47,48,30.7,14,16,7.3,0,29.4,29.4,29.3,0.00
1,1,108,93.5,80,67,59.2,54,47,33.0,18,16,7.0,0,29.4,29.4,29.3,0.00
2,2,108,95.2,79,66,56.6,50,64,30.0,15,12,5.8,0,29.5,29.5,29.4,0.00
3,3,106,92.2,79,64,59.5,53,50,34.6,21,12,5.4,0,29.5,29.4,29.3,0.00
4,4,107,94.0,80,67,63.4,58,62,38.5,22,10,5.2,0,29.4,29.3,29.3,0.00
5,5,103,90.1,77,58,49.0,44,43,26.4,14,15,9.1,3,29.4,29.3,29.3,0.00
6,6,101,83.7,67,58,50.5,36,61,36.1,11,10,5.7,0,29.4,29.4,29.3,0.00
7,7,103,86.0,69,57,52.2,37,61,35.8,11,12,4.5,0,29.4,29.4,29.3,0.00
8,8,106,88.1,69,56,43.7,0,63,29.4,6,12,5.5,0,29.5,29.5,29.4,0.00
9,9,108,89.3,70,57,48.2,34,44,27.6,8,12,5.7,0,29.6,29.6,29.5,0.00
10,10,101,89.0,76,61,54.2,42,56,33.7,13,13,5.1,0,29.6,29.5,29.4,0.00
11,11,99,86.6,74,51,43.6,37,39,23.7,12,14,8.3,3,29.5,29.5,29.4,0.00
12,12,99,83.1,67,54,48.5,41,59,34.0,14,13,6.4,0,29.5,29.5,29.4,0.00
13,13,102,85.8,68,57,48.5,33,61,32.9,9,10,6.4,0,29.6,29.5,29.5,0.00
14,14,102,86.5,70,52,47.8,35,51,29.7,10,12,6.9,0,29.6,29.5,29.4,0.00
15,15,98,84.0,70,53,47.6,39,47,30.8,13,17,7.8,0,29.5,29.4,29.4,0.00
16,16,95,78.6,64,55,49.7,43,65,40.4,17,16,7.7,0,29.6,29.5,29.4,0.00
17,17,95,78.1,62,54,51.7,44,72,44.1,17,14,7.5,0,29.7,29.6,29.6,0.00
18,18,99,83.8,67,54,48.2,37,61,33.4,13,15,6.7,0,29.6,29.6,29.5,0.00
19,19,101,86.7,71,55,48.6,40,51,29.6,12,12,6.4,0,29.5,29.5,29.4,0.00
20,20,105,89.5,75,58,53.5,37,53,32.7,10,9,4.6,0,29.4,29.4,29.3,0.00
21,21,105,91.3,77,58,52.5,45,48,28.8,14,10,5.7,0,29.4,29.4,29.3,0.00
22,22,95,85.3,76,63,55.1,50,48,36.1,22,15,8.2,0,29.5,29.5,29.4,0.00
23,23,99,86.2,78,63,57.6,48,60,39.8,23,15,8.0,0,29.6,29.6,29.5,0.00
24,24,102,87.2,72,57,49.8,44,43,28.5,17,15,6.5,0,29.6,29.5,29.4,0.00
25,25,102,90.0,78,63,53.7,47,43,30.0,18,14,7.6,0,29.6,29.5,29.5,0.00
26,26,103,89.7,75,60,55.4,50,48,32.9,17,15,8.2,0,29.6,29.6,29.5,0.00
27,27,102,88.5,76,58,50.5,43,45,29.5,14,13,8.1,3,29.6,29.5,29.4,0.00
28,28,101,86.8,73,59,53.7,44,57,35.2,15,15,7.1,0,29.4,29.4,29.4,0.00
29,29,98,83.3,70,57,53.4,49,59,38.1,19,15,7.0,0,29.6,29.5,29.4,0.00
30,30,95,81.0,66,57,53.8,47,68,42.3,21,13,7.6,0,29.7,29.6,29.6,0.00
31,31,97,82.2,68,56,50.0,42,59,36.2,15,16,7.8,0,29.7,29.6,29.5,0.00
1,1,94,79.6,65,47,42.8,35,47,29.8,13,15,10.7,3,29.6,29.6,29.5,0.00
2,2,94,79.0,63,51,42.3,0,58,32.5,11,12,5.5,0,29.6,29.5,29.5,0.00
3,3,97,82.1,66,53,46.5,39,61,32.8,13,9,5.2,0,29.6,29.5,29.5,0.00
4,4,98,81.9,66,54,49.5,42,65,36.7,15,14,6.5,0,29.6,29.5,29.5,0.00
5,5,96,81.0,66,53,50.8,47,60,37.6,19,15,7.8,0,29.6,29.6,29.5,0.00
6,6,94,79.8,65,56,50.1,45,63,38.5,19,16,8.3,0,29.6,29.6,29.5,0.00
7,7,89,75.2,63,56,53.0,46,72,49.3,22,15,9.4,3,29.7,29.6,29.6,0.00
8,8,89,75.9,62,56,51.7,46,72,46.3,23,14,7.4,0,29.6,29.6,29.5,0.00
9,9,92,77.1,62,56,51.0,43,72,44.3,18,15,8.2,0,29.6,29.5,29.5,0.00
10,10,92,78.3,64,57,50.9,40,70,43.0,16,14,9.3,0,29.6,29.6,29.5,0.00
11,11,95,80.3,65,57,51.8,43,70,41.2,18,13,8.5,3,29.6,29.6,29.5,0.00
12,12,97,82.3,66,54,49.1,45,63,34.9,17,13,7.3,0,29.6,29.5,29.5,0.00
13,13,99,83.7,67,53,49.8,43,59,34.1,15,13,6.9,0,29.6,29.5,29.5,0.00
14,14,101,85.4,69,53,47.3,39,51,29.7,12,14,7.3,0,29.6,29.5,29.4,0.00
15,15,102,84.8,68,57,48.9,39,56,33.5,11,13,6.1,0,29.6,29.5,29.5,0.00
16,16,103,86.6,70,60,53.4,38,65,37.1,11,15,8.0,0,29.6,29.5,29.5,0.00
17,17,102,87.2,74,58,51.6,37,50,32.6,11,20,8.8,0,29.6,29.5,29.4,0.00
18,18,102,87.0,75,61,55.5,50,50,36.2,18,10,5.5,0,29.5,29.4,29.4,0.00
19,19,109,92.9,76,63,57.7,51,62,34.2,15,25,9.1,0,29.5,29.4,29.4,0.00
