,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
15,15,53,47.6,39,49,45.8,38,100,94.0,80,18,7.4,0,30.0,30.0,30.0,0.00
16,16,54,47.0,43,47,44.6,39,100,91.5,69,14,4.6,0,30.1,30.0,29.9,0.00
17,17,51,45.1,39,46,41.0,36,100,86.1,66,20,7.2,0,30.1,30.0,30.0,0.00
18,18,48,41.3,32,42,34.7,0,100,88.3,77,9,2.2,0,30.0,29.9,29.9,0.00
19,19,58,49.3,40,50,43.4,34,97,81.7,44,18,6.1,0,29.9,29.8,29.7,0.00
20,20,52,49.6,41,52,48.0,39,100,94.6,82,15,8.7,3,30.0,29.8,29.7,0.00
21,21,51,43.4,33,38,34.3,0,100,76.0,52,24,9.6,0,30.1,30.1,30.0,0.00
22,22,51,43.6,36,36,30.6,0,93,68.2,54,22,11.6,0,30.1,30.1,30.1,0.00
23,23,50,40.3,30,40,33.7,0,100,82.5,61,20,6.2,0,30.0,30.0,30.0,0.00
24,24,50,42.3,35,44,38.2,34,100,86.3,59,15,4.7,0,30.0,29.9,29.9,0.00
25,25,51,43.1,33,45,37.5,0,100,91.3,71,9,2.5,0,29.9,29.8,29.8,0.00
26,26,53,45.5,39,46,42.6,39,100,90.3,63,6,1.8,0,29.8,29.8,29.7,0.00
27,27,57,49.8,46,53,47.9,46,100,93.8,80,10,3.1,0,29.8,29.7,29.7,0.00
28,28,54,50.9,48,52,49.1,46,100,94.0,88,8,3.0,0,29.9,29.8,29.8,0.00
29,29,59,51.0,42,51,48.6,42,100,92.3,75,7,2.7,0,29.9,29.9,29.8,0.00
30,30,54,50.6,48,51,49.1,48,100,94.9,86,12,4.3,0,29.9,29.8,29.8,0.00
31,31,52,50.6,48,52,50.6,48,100,100.0,100,14,5.5,0,29.8,29.8,29.7,0.00
1,1,55,49.6,46,54,49.2,46,100,98.7,86,8,2.8,0,30.0,29.9,29.8,0.00
2,2,50,47.8,46,49,47.5,46,100,99.2,93,10,3.1,0,30.0,30.0,29.9,0.00
3,3,51,46.8,43,49,46.3,43,100,98.6,89,10,2.7,0,29.9,29.9,29.7,0.00
4,4,57,54.2,48,56,52.5,48,100,94.2,80,22,11.5,0,29.8,29.7,29.6,0.00
5,5,56,52.9,51,54,51.5,49,100,95.1,83,18,8.4,0,29.9,29.9,29.8,0.00
6,6,56,52.9,51,52,50.7,47,100,92.6,74,13,6.2,0,29.9,29.9,29.8,0.00
7,7,52,48.7,42,52,46.6,39,100,92.6,80,15,7.3,0,29.9,29.8,29.6,0.00
8,8,54,46.6,38,43,40.2,36,96,79.1,62,23,11.2,0,30.0,29.9,29.8,0.00
9,9,55,46.2,35,48,42.5,35,100,87.7,67,17,6.6,0,30.1,30.1,30.0,0.00
10,10,54,48.0,39,50,46.3,38,100,94.3,83,18,7.4,0,30.1,30.1,30.0,0.00
11,11,57,49.5,46,48,45.4,43,100,86.4,59,21,7.0,0,30.1,29.9,29.8,0.00
12,12,52,48.3,45,46,44.1,43,93,85.7,76,18,6.1,0,29.8,29.8,29.8,0.00
13,13,53,47.8,45,47,40.6,37,100,77.4,57,22,10.9,0,29.9,29.9,29.8,0.00
14,14,49,43.8,36,40,37.6,35,97,79.7,63,14,4.0,0,29.9,29.8,29.7,0.00
15,15,51,44.6,36,40,38.1,35,97,79.1,63,21,11.2,0,29.9,29.8,29.8,0.00
16,16,54,45.8,32,43,35.6,0,96,75.8,54,25,11.2,0,30.1,30.0,29.9,0.00
17,17,56,46.0,33,43,37.9,0,97,79.3,57,20,7.7,0,30.2,30.2,30.1,0.00
18,18,54,46.1,38,46,42.2,36,100,86.7,69,21,6.6,0,30.2,30.2,30.1,0.00
19,19,55,49.2,46,50,46.8,44,100,91.8,83,20,7.3,0,30.2,30.1,30.1,0.00
20,20,57,47.3,43,48,45.3,43,100,93.3,72,20,6.2,0,30.1,30.1,30.0,0.00
21,21,64,50.8,45,47,45.4,44,100,83.3,50,18,8.1,0,30.0,30.0,29.9,0.00
22,22,68,49.2,44,49,45.4,42,100,89.1,39,17,3.5,0,30.0,29.9,29.8,0.00
23,23,76,60.5,45,42,33.1,26,90,41.0,17,18,9.5,0,29.8,29.7,29.7,0.00
24,24,75,54.8,39,48,39.5,0,97,69.0,22,15,6.6,0,29.7,29.7,29.6,0.00
25,25,52,48.9,45,46,45.1,44,100,87.0,77,17,6.8,0,30.0,29.9,29.7,0.00
26,26,50,48.1,46,47,46.2,45,100,93.3,87,7,3.1,0,30.1,30.0,29.9,0.00
27,27,54,46.3,41,47,45.2,39,100,96.3,77,14,4.4,0,30.1,30.0,30.0,0.00
28,28,58,49.7,45,49,45.3,43,97,85.3,72,20,7.5,0,30.0,30.0,29.9,0.00
29,29,60,47.3,42,49,44.0,40,100,89.3,62,23,5.2,0,29.9,29.9,29.9,0.00
30,30,59,46.9,35,42,37.2,34,100,73.0,42,23,6.6,0,29.9,29.9,29.9,0.00
1,1,71,54.4,34,54,38.6,30,100,62.0,22,22,7.0,0,29.9,29.9,29.9,0.00
2,2,73,54.9,43,45,40.3,31,90,63.4,22,15,4.7,0,30.0,29.9,29.9,0.00
3,3,67,50.9,40,49,44.5,39,100,80.6,52,10,4.7,0,29.9,29.8,29.7,0.00
4,4,87,66.9,43,49,36.1,0,97,44.6,12,22,8.5,0,29.7,29.5,29.3,0.00
5,5,59,50.7,45,50,47.2,44,100,88.4,67,15,6.7,0,29.6,29.4,29.4,0.00
6,6,62,53.5,45,54,50.8,44,100,91.3,65,14,3.3,0,29.8,29.7,29.6,0.00
7,7,57,52.3,50,55,51.4,50,100,97.0,84,10,2.5,0,29.9,29.8,29.8,0.00
8,8,54,50.6,48,50,48.9,47,100,93.9,82,9,3.9,0,29.9,29.9,29.9,0.00
9,9,53,50.4,48,49,48.6,48,100,93.4,86,10,5.3,0,30.0,30.0,29.9,0.00
10,10,54,50.2,48,49,48.1,48,100,93.3,80,13,5.8,0,30.1,30.0,30.0,0.00
11,11,57,49.6,46,52,48.9,46,100,97.7,81,8,3.7,0,30.0,29.9,29.9,0.00
12,12,61,54.3,47,56,52.6,46,100,94.4,77,9,3.4,0,30.0,29.9,29.9,0.00
13,13,61,53.2,48,54,51.9,48,100,95.4,78,16,5.7,0,30.0,29.9,29.9,0.00
14,14,58,50.7,43,50,46.2,42,100,85.5,62,20,7.8,0,30.0,29.9,29.9,0.00
15,15,59,51.0,43,50,45.9,42,100,83.8,55,12,3.0,0,29.9,29.9,29.9,0.00
16,16,59,53.8,50,54,52.0,48,100,93.9,80,9,3.0,0,29.9,29.8,29.8,0.00
17,17,58,51.6,45,52,49.4,44,100,92.7,75,15,3.1,0,29.9,29.9,29.8,0.00
18,18,59,50.7,41,50,45.9,41,100,84.8,55,12,5.3,0,30.1,30.0,29.9,0.00
19,19,63,53.4,47,50,47.7,46,100,82.4,58,21,9.4,0,30.1,30.0,30.0,0.00
20,20,57,50.4,45,50,47.9,45,100,91.5,72,23,5.2,0,30.0,29.9,29.9,0.00
21,21,53,48.8,42,49,46.2,39,100,91.3,62,16,8.2,0,30.0,29.9,29.8,0.00
22,22,54,46.6,37,44,41.3,36,100,82.5,66,16,6.0,0,30.0,29.9,29.9,0.00
23,23,55,48.4,37,47,43.7,37,100,84.7,71,15,7.0,0,29.9,29.9,29.8,0.00
24,24,56,49.7,46,47,44.6,41,96,83.2,60,16,6.7,0,29.9,29.9,29.9,0.00
25,25,56,51.1,41,50,46.0,40,96,83.1,69,10,3.4,0,29.9,29.9,29.8,0.00
26,26,58,53.4,51,54,51.6,48,100,94.2,77,10,5.7,0,29.9,29.9,29.8,0.00
27,27,59,55.3,52,58,54.3,50,100,96.8,89,16,9.0,0,29.9,29.8,29.7,0.00
28,28,59,54.7,52,55,53.2,48,100,95.0,80,8,4.0,0,29.8,29.8,29.7,0.00
29,29,58,53.9,52,54,51.6,47,100,92.4,77,15,8.5,0,29.9,29.8,29.7,0.00
30,30,59,53.8,48,51,47.8,46,93,80.5,69,21,9.7,0,30.0,29.9,29.9,0.00
31,31,60,52.0,44,51,46.9,43,97,83.4,67,24,8.4,0,30.0,30.0,30.0,0.00
1,1,62,52.9,45,52,48.6,43,96,86.2,60,21,7.0,0,30.0,29.9,29.8,0.00
2,2,61,53.6,50,52,51.3,48,100,92.5,72,21,7.8,0,29.8,29.7,29.6,0.00
3,3,64,51.8,48,52,49.4,47,100,92.5,63,9,2.7,0,29.6,29.6,29.6,0.00
4,4,54,50.0,45,50,48.2,45,100,93.6,82,13,5.2,0,29.8,29.7,29.6,0.00
5,5,55,50.4,48,52,49.6,48,100,97.1,86,7,2.2,0,29.8,29.8,29.7,0.00
6,6,55,51.3,48,52,49.4,48,100,93.5,82,10,5.8,0,29.8,29.8,29.8,0.00
7,7,65,52.0,48,52,49.4,44,100,92.5,47,18,5.8,0,29.8,29.8,29.7,0.00
8,8,71,55.3,50,56,50.9,48,100,86.8,52,10,3.3,0,29.7,29.6,29.6,0.00
9,9,60,53.8,46,50,48.1,45,97,81.6,69,15,6.8,0,29.7,29.7,29.6,0.00
10,10,55,51.6,49,49,46.9,46,93,84.1,75,15,7.9,0,29.8,29.7,29.6,0.00
11,11,59,51.7,46,49,46.9,46,100,84.4,67,18,7.6,0,29.9,29.9,29.8,0.00
12,12,58,51.4,45,49,47.0,45,100,85.3,70,22,8.2,0,30.0,29.9,29.9,0.00
13,13,57,51.9,46,50,47.8,46,100,86.7,72,23,9.2,0,30.1,30.0,30.0,0.00
14,14,57,48.5,41,50,46.7,41,100,93.9,77,20,4.3,0,30.0,29.9,29.8,0.00
15,15,57,52.4,48,53,50.5,48,100,93.4,81,14,5.7,0,29.9,29.8,29.7,0.00
16,16,58,53.2,50,52,50.4,49,100,90.3,81,9,4.8,0,30.0,29.9,29.9,0.00
17,17,63,53.0,48,55,31.1,0,100,57.2,0,9,3.0,0,29.9,29.9,29.9,0.00
18,18,60,54.0,50,54,52.1,50,100,93.6,72,8,3.1,0,29.9,29.9,29.8,0.00
19,19,61,54.8,48,54,51.3,46,100,88.7,72,12,3.7,0,29.9,29.9,29.8,0.00
20,20,61,53.4,44,52,48.3,43,97,83.4,69,18,8.4,0,29.9,29.9,29.9,0.00
21,21,62,53.9,46,52,49.5,45,96,85.4,70,21,6.9,0,29.9,29.9,29.9,0.00
22,22,61,55.3,48,54,51.6,46,97,87.2,75,8,3.4,0,29.9,29.8,29.7,0.00
23,23,66,56.8,53,59,54.6,52,100,93.0,73,18,4.5,0,29.7,29.6,29.6,0.00
24,24,66,55.7,53,55,53.3,52,100,92.3,65,8,2.1,0,29.6,29.6,29.5,0.00
25,25,64,59.9,55,59,56.3,54,100,88.6,75,14,5.0,0,29.7,29.6,29.5,0.00
26,26,66,59.8,57,60,57.7,57,100,93.0,78,8,2.7,0,29.8,29.8,29.7,0.00
27,27,66,58.2,54,61,56.4,54,100,94.3,75,9,3.3,0,29.9,29.9,29.8,0.00
28,28,69,58.3,52,59,55.1,52,100,89.7,61,18,3.7,0,29.9,29.9,29.9,0.00
29,29,67,60.3,52,58,55.6,51,100,85.2,70,9,4.0,0,29.9,29.8,29.8,0.00
30,30,63,58.6,55,58,56.8,55,100,94.4,82,12,4.1,0,29.8,29.8,29.7,0.00
1,1,63,58.4,55,58,56.1,54,100,92.8,81,10,3.8,0,29.8,29.8,29.7,0.00
2,2,63,58.6,55,57,56.1,55,100,92.2,81,13,4.3,0,29.8,29.8,29.8,0.00
3,3,63,57.2,55,56,54.5,52,100,91.2,78,9,2.5,0,29.8,29.8,29.7,0.00
4,4,63,56.0,50,54,51.7,48,100,86.2,67,21,5.7,0,29.8,29.8,29.7,0.00
5,5,64,56.3,52,52,50.9,49,94,82.8,63,23,7.6,0,29.7,29.6,29.6,0.00
6,6,60,54.5,52,52,50.2,48,94,85.6,69,13,5.7,0,29.6,29.6,29.6,0.00
7,7,58,53.6,51,52,51.1,50,100,91.7,80,12,4.0,0,29.7,29.6,29.6,0.00
8,8,59,53.7,51,53,51.4,49,100,92.5,75,10,3.7,0,29.8,29.7,29.7,0.00
9,9,60,51.7,48,54,50.3,48,100,95.3,75,8,2.8,0,29.8,29.8,29.7,0.00
10,10,57,51.1,46,54,49.5,46,100,94.2,82,9,4.0,0,29.8,29.8,29.7,0.00
11,11,58,53.2,49,52,49.4,47,96,87.3,72,12,5.8,0,29.8,29.8,29.7,0.00
12,12,59,52.9,48,50,48.1,46,93,84.0,67,22,6.8,0,29.8,29.8,29.7,0.00
13,13,60,52.4,44,51,47.7,43,97,84.7,69,8,4.3,0,29.8,29.8,29.8,0.00
14,14,59,51.2,44,52,48.7,42,100,91.6,75,7,2.0,0,29.8,29.8,29.7,0.00
15,15,59,52.7,48,52,50.0,48,100,91.2,72,13,5.9,0,29.7,29.6,29.6,0.00
16,16,61,54.8,51,52,50.8,49,97,86.8,72,15,7.8,0,29.8,29.7,29.6,0.00
17,17,61,55.2,50,54,51.7,48,100,88.7,72,18,6.9,0,29.9,29.9,29.8,0.00
18,18,58,53.9,48,52,50.3,46,97,87.7,81,10,4.8,0,29.9,29.9,29.9,0.00
19,19,57,53.5,52,52,50.7,50,100,90.6,80,8,4.5,0,29.8,29.8,29.8,0.00
20,20,57,53.1,51,52,50.5,50,100,91.4,81,39,5.7,0,29.8,29.7,29.6,0.00
21,21,56,52.1,50,52,50.2,48,100,93.6,80,10,4.1,0,29.7,29.6,29.6,0.00
22,22,57,51.4,48,52,49.5,48,100,93.7,77,10,4.8,0,29.8,29.7,29.6,0.00
23,23,54,49.4,46,52,48.4,45,100,96.2,86,20,3.4,0,29.8,29.8,29.7,0.00
24,24,60,53.1,50,52,50.5,48,100,91.3,72,6,1.7,0,29.8,29.8,29.8,0.00
25,25,59,52.8,50,54,50.7,48,100,93.2,75,7,2.5,0,29.8,29.8,29.7,0.00
26,26,58,53.1,49,52,50.2,47,100,90.3,78,9,4.4,0,29.9,29.8,29.8,0.00
27,27,61,52.0,48,52,50.2,48,100,94.2,70,12,2.2,0,29.8,29.8,29.7,0.00
28,28,60,53.4,50,52,49.5,48,96,87.1,72,12,4.8,0,29.7,29.7,29.6,0.00
29,29,59,53.8,51,51,49.9,49,96,86.8,72,10,4.2,0,29.9,29.8,29.7,0.00
30,30,58,53.4,51,52,51.0,49,100,91.8,75,9,3.9,0,29.9,29.9,29.9,0.00
31,31,63,55.2,51,53,51.4,49,100,88.1,67,13,3.8,0,29.9,29.9,29.9,0.00
1,1,62,56.5,53,54,52.8,51,100,87.8,75,13,7.3,0,29.9,29.9,29.9,0.00
2,2,59,53.6,51,54,52.2,50,100,95.2,78,16,5.3,0,29.9,29.9,29.8,0.00
3,3,57,53.6,52,52,52.0,51,100,94.5,82,8,3.2,0,29.8,29.8,29.8,0.00
4,4,59,53.9,52,54,51.7,51,100,92.6,78,9,5.3,0,29.8,29.8,29.7,0.00
5,5,58,52.2,50,52,50.7,50,100,94.9,78,10,4.5,0,29.8,29.8,29.7,0.00
6,6,57,50.7,48,52,49.4,48,100,95.4,80,8,2.8,0,29.8,29.8,29.7,0.00
7,7,59,55.2,49,54,52.0,47,100,89.1,77,13,6.2,0,29.9,29.9,29.8,0.00
8,8,61,54.0,46,54,51.4,45,100,91.5,72,8,3.0,0,29.9,29.8,29.8,0.00
9,9,61,54.3,51,54,52.8,51,100,94.7,77,13,4.6,0,29.8,29.7,29.7,0.00
10,10,61,55.6,52,55,53.7,52,100,92.8,77,8,5.0,0,29.9,29.8,29.8,0.00
11,11,61,56.4,53,54,53.5,52,100,90.0,77,12,4.8,0,29.9,29.8,29.8,0.00
12,12,61,55.5,50,54,53.3,49,100,92.7,77,14,4.5,0,29.9,29.8,29.8,0.00
13,13,59,54.7,49,54,52.4,47,100,92.0,82,9,2.4,0,29.9,29.8,29.8,0.00
14,14,71,53.5,46,61,51.4,45,100,93.3,56,8,2.5,0,29.8,29.8,29.8,0.00
15,15,70,63.1,57,62,60.3,55,100,90.9,73,8,2.4,0,29.8,29.8,29.7,0.00
16,16,66,61.8,56,63,60.0,53,100,94.0,73,13,3.3,0,29.9,29.8,29.8,0.00
17,17,69,60.1,52,59,55.5,51,100,85.8,68,20,7.8,0,29.9,29.8,29.8,0.00
18,18,66,58.5,54,58,56.0,53,100,92.0,68,13,4.3,0,29.8,29.8,29.7,0.00
19,19,68,58.6,51,56,53.0,50,97,83.0,61,17,4.5,0,29.7,29.7,29.7,0.00
