,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
36,6,52,42.0,37,42,39.5,37,100,91.3,66,3,0.9,0,29.6,29.5,29.4,0.00
37,7,61,47.8,37,47,41.8,35,97,81.3,60,9,3.3,0,29.6,29.6,29.5,0.00
38,8,63,44.2,35,45,40.0,34,100,87.6,46,5,0.5,0,29.6,29.5,29.4,0.00
39,9,50,44.3,35,45,40.4,33,100,86.6,63,17,3.9,0,29.5,29.4,29.3,0.00
40,10,48,38.8,31,34,29.0,0,93,73.4,50,16,5.7,0,29.5,29.5,29.4,0.00
41,11,50,38.8,30,34,29.4,0,92,74.1,52,10,3.0,0,29.6,29.5,29.5,0.00
42,12,49,35.9,26,31,27.2,24,92,73.6,41,3,0.4,0,29.6,29.5,29.5,0.00
43,13,48,34.1,24,27,25.1,21,92,72.3,37,5,0.2,0,29.6,29.6,29.5,0.00
44,14,54,35.9,24,28,24.0,14,91,67.5,22,6,0.6,0,29.7,29.7,29.6,0.00
45,15,58,38.9,27,34,24.4,0,92,70.6,29,3,0.1,0,29.8,29.8,29.7,0.00
46,16,62,40.6,28,39,27.6,0,93,74.3,37,5,0.3,0,29.8,29.7,29.6,0.00
47,17,65,41.3,28,37,27.6,0,92,72.5,31,3,0.1,0,29.6,29.6,29.5,0.00
48,18,65,41.6,28,33,23.1,0,92,68.3,24,3,0.3,0,29.6,29.5,29.5,0.00
49,19,62,41.0,26,31,18.9,0,92,68.7,26,6,0.5,0,29.6,29.6,29.5,0.00
50,20,64,41.0,27,36,22.8,0,92,68.5,28,0,0.0,0,29.6,29.6,29.4,0.00
51,21,66,42.0,28,33,21.7,0,92,67.0,24,6,0.6,0,29.5,29.5,29.4,0.00
52,22,60,42.1,28,40,29.5,0,92,71.7,30,0,0.0,0,29.5,29.4,29.3,0.00
53,23,52,47.4,43,47,44.5,37,100,90.4,69,7,1.8,0,29.4,29.4,29.3,0.00
54,24,59,48.9,46,52,47.3,45,100,93.9,75,0,0.0,0,29.5,29.5,29.4,0.00
55,25,60,52.7,48,53,50.1,48,100,91.6,72,3,0.1,0,29.5,29.5,29.4,0.00
56,26,54,48.1,40,48,39.4,31,96,73.4,51,16,5.6,0,29.4,29.4,29.3,0.00
57,27,53,42.6,32,35,28.8,0,92,70.5,43,18,6.8,0,29.5,29.5,29.4,0.00
58,28,54,45.0,37,37,35.4,34,89,70.4,51,17,7.3,0,29.7,29.6,29.5,0.00
59,29,61,48.4,40,41,37.4,34,89,67.2,46,9,5.0,0,29.7,29.7,29.6,0.00
60,30,66,46.2,32,44,37.7,31,96,75.7,36,3,0.5,0,29.7,29.6,29.6,0.00
61,31,66,44.6,32,42,34.4,0,96,75.2,33,3,0.4,0,29.6,29.6,29.5,0.00
62,1,66,46.0,31,42,35.0,0,96,72.8,34,5,0.5,0,29.6,29.5,29.4,0.00
63,2,66,47.4,35,45,39.2,33,93,76.0,43,12,1.0,0,29.6,29.6,29.5,0.00
64,3,64,49.9,41,44,40.7,37,86,72.3,40,6,2.2,0,29.6,29.5,29.5,0.00
65,4,67,48.1,36,43,38.9,34,93,73.9,39,6,0.8,0,29.5,29.4,29.4,0.00
66,5,57,47.0,39,45,40.3,36,93,78.3,62,14,4.0,0,29.5,29.4,29.4,0.00
67,6,56,43.4,31,38,33.8,0,96,74.9,47,9,2.1,0,29.5,29.5,29.4,0.00
68,7,50,43.7,39,43,37.5,33,93,79.8,52,12,2.2,0,29.5,29.4,29.3,0.00
69,8,55,41.3,31,36,31.0,0,96,75.7,45,13,3.4,0,29.4,29.3,29.3,0.00
70,9,59,41.1,29,35,25.5,0,92,68.8,25,5,0.3,0,29.4,29.4,29.3,0.00
71,10,65,43.9,29,38,29.8,0,92,68.6,27,5,0.7,0,29.5,29.4,29.3,0.00
72,11,67,45.0,30,38,33.2,28,92,69.2,26,3,0.1,0,29.6,29.5,29.4,0.00
73,12,66,46.4,32,38,35.0,30,92,68.9,32,7,0.6,0,29.7,29.6,29.6,0.00
74,13,69,47.9,33,44,32.5,0,92,71.8,36,3,0.4,0,29.7,29.6,29.5,0.00
75,14,76,52.0,37,41,38.7,35,96,66.4,23,3,0.5,0,29.6,29.5,29.5,0.00
76,15,75,50.9,34,40,32.2,0,89,61.4,18,6,0.4,0,29.6,29.6,29.5,0.00
77,16,72,50.1,36,40,35.3,0,93,65.1,24,8,0.8,0,29.6,29.5,29.4,0.00
78,17,65,47.3,32,40,35.9,30,96,68.5,37,7,1.1,0,29.4,29.4,29.3,0.00
79,18,54,43.3,32,38,34.5,30,92,72.6,51,12,3.4,0,29.4,29.3,29.3,0.00
80,19,45,40.3,32,38,31.2,0,93,81.2,68,12,4.4,0,29.3,29.2,29.1,0.00
81,20,56,40.8,28,36,28.1,0,96,74.0,44,12,3.3,0,29.4,29.4,29.2,0.00
82,21,58,44.8,33,36,30.0,0,89,66.4,30,14,3.0,0,29.5,29.5,29.4,0.00
83,22,63,47.2,34,40,32.4,0,89,67.7,35,13,3.6,0,29.6,29.6,29.5,0.00
84,23,55,46.7,36,41,28.3,0,87,61.6,30,18,6.7,0,29.6,29.6,29.5,0.00
85,24,65,45.0,30,36,27.3,0,92,64.2,26,8,0.6,0,29.6,29.6,29.5,0.00
86,25,64,48.5,36,38,28.6,0,89,58.2,13,13,4.7,0,29.6,29.6,29.5,0.00
87,26,69,46.6,30,33,27.7,0,88,56.9,22,6,0.7,0,29.6,29.6,29.5,0.00
88,27,67,50.0,32,48,35.3,29,89,61.7,31,14,3.7,0,29.7,29.6,29.6,0.00
89,28,68,56.0,48,49,47.4,46,93,75.2,49,10,2.2,0,29.8,29.7,29.7,0.00
90,1,73,49.6,38,46,41.7,37,100,78.7,34,8,0.6,0,29.8,29.7,29.6,0.00
91,2,68,55.4,43,50,45.1,40,90,70.8,42,5,1.5,0,29.6,29.5,29.4,0.00
92,3,67,55.3,44,47,43.5,39,90,66.9,40,13,2.5,0,29.4,29.4,29.3,0.00
93,4,64,46.9,37,44,39.2,35,100,77.1,44,13,2.2,0,29.5,29.4,29.3,0.00
94,5,50,45.7,41,45,41.3,36,93,84.3,71,16,9.0,0,29.4,29.2,29.0,0.00
95,6,53,45.5,36,45,38.4,34,93,77.1,57,12,5.5,0,29.4,29.3,29.0,0.00
96,7,54,41.4,36,39,34.8,0,100,81.7,41,8,1.1,0,29.3,29.3,29.2,0.00
97,8,59,45.3,33,39,32.4,0,92,70.3,41,18,3.7,0,29.4,29.3,29.2,0.00
98,9,68,49.9,34,38,32.5,0,92,62.4,28,9,2.7,0,29.7,29.6,29.4,0.00
99,10,73,52.5,34,41,33.6,0,92,60.6,24,6,0.7,0,29.7,29.6,29.6,0.00
100,11,74,55.5,39,45,41.0,36,89,63.0,32,12,1.8,0,29.6,29.5,29.4,0.00
101,12,77,57.2,41,50,44.5,38,89,66.3,32,8,1.2,0,29.5,29.4,29.4,0.00
102,13,79,57.4,41,50,44.0,38,89,66.3,26,6,1.4,0,29.5,29.5,29.4,0.00
103,14,72,57.0,45,47,39.7,27,93,59.4,20,10,2.1,0,29.5,29.5,29.4,0.00
104,15,74,55.8,43,46,42.6,39,86,64.5,34,15,2.6,0,29.5,29.4,29.4,0.00
105,16,71,55.3,41,44,39.5,35,93,60.8,27,18,6.5,0,29.5,29.4,29.4,0.00
106,17,67,52.5,39,40,37.2,33,89,59.8,30,10,2.9,0,29.5,29.4,29.4,0.00
107,18,70,53.6,38,39,32.5,0,89,55.3,25,9,1.5,0,29.5,29.4,29.4,0.00
108,19,54,48.5,42,49,41.7,35,93,78.0,56,8,1.7,0,29.5,29.4,29.4,0.00
109,20,59,50.9,46,54,47.0,39,100,86.2,74,14,6.1,0,29.5,29.4,29.4,0.00
110,21,61,48.6,38,41,37.5,33,93,68.2,35,12,4.7,0,29.5,29.5,29.4,0.00
111,22,62,47.5,34,36,31.2,0,89,61.4,29,9,2.4,0,29.5,29.5,29.4,0.00
112,23,69,50.3,34,36,27.1,0,92,59.0,29,13,2.8,0,29.5,29.4,29.4,0.00
113,24,73,54.0,38,42,38.3,35,89,59.8,28,12,1.8,0,29.4,29.4,29.3,0.00
114,25,62,48.7,36,43,38.9,34,93,71.0,46,10,2.4,0,29.3,29.3,29.3,0.00
115,26,69,51.8,40,46,40.9,37,89,69.7,37,7,1.5,0,29.3,29.3,29.2,0.00
116,27,62,54.0,48,50,47.0,44,94,78.0,60,12,3.1,0,29.3,29.3,29.3,0.00
117,28,62,54.6,48,50,47.8,46,93,78.5,58,12,2.8,0,29.4,29.4,29.3,0.00
118,29,76,54.7,43,51,45.3,39,100,76.0,32,9,1.7,0,29.5,29.4,29.3,0.00
119,30,67,58.9,53,53,50.8,46,93,75.9,54,14,4.3,0,29.4,29.4,29.3,0.00
120,31,64,54.6,50,52,50.1,47,94,85.8,56,14,4.1,0,29.4,29.4,29.3,0.00
121,1,66,54.8,48,49,47.7,46,94,78.9,48,8,1.9,0,29.5,29.4,29.4,0.00
122,2,72,54.4,43,49,45.5,41,93,75.1,40,10,1.6,0,29.5,29.5,29.4,0.00
123,3,76,59.1,44,53,47.0,41,93,67.1,41,12,3.8,0,29.5,29.4,29.3,0.00
124,4,64,54.6,48,54,49.2,45,94,82.9,60,13,6.2,0,29.4,29.4,29.3,0.00
125,5,63,55.8,52,52,48.9,46,94,78.9,59,8,2.0,0,29.5,29.5,29.4,0.00
126,6,66,56.0,52,52,48.2,42,94,77.2,43,12,2.0,0,29.5,29.5,29.4,0.00
127,7,62,52.9,46,52,47.5,39,100,83.5,55,21,2.8,0,29.5,29.4,29.1,0.00
128,8,64,51.6,42,40,35.2,30,80,56.3,31,18,11.0,0,29.4,29.3,29.2,0.00
129,9,74,55.6,39,44,39.1,35,89,59.8,26,12,3.5,0,29.5,29.5,29.4,0.00
130,10,80,62.5,45,49,46.0,42,90,58.9,29,15,5.2,0,29.6,29.5,29.4,0.00
131,11,70,55.8,0,44,40.6,0,86,55.5,0,15,6.1,0,29.4,29.3,29.2,0.00
132,12,77,57.7,41,47,41.0,36,89,58.3,29,13,3.6,0,29.3,29.2,29.2,0.00
133,13,67,55.3,45,41,38.3,33,86,55.7,31,14,7.1,0,29.3,29.3,29.2,0.00
134,14,65,52.9,43,41,35.2,22,77,54.3,22,15,8.3,3,29.3,29.3,29.2,0.00
135,15,55,48.3,41,40,29.2,0,77,58.8,40,23,10.2,0,29.4,29.3,29.2,0.00
136,16,65,49.8,34,38,26.6,0,85,57.1,30,14,4.2,0,29.6,29.4,29.4,0.00
137,17,69,53.0,36,39,34.1,24,89,55.2,21,13,2.8,0,29.6,29.6,29.5,0.00
138,18,77,58.1,39,45,40.1,36,89,56.7,24,10,2.1,0,29.6,29.6,29.5,0.00
139,19,79,62.3,45,47,43.6,41,90,55.1,26,15,5.4,0,29.6,29.5,29.5,0.00
140,20,79,61.4,43,44,41.5,38,86,52.4,25,15,2.8,0,29.5,29.4,29.3,0.00
141,21,86,64.9,45,49,44.3,39,86,53.5,19,10,2.1,0,29.4,29.3,29.3,0.00
142,22,89,67.1,48,51,42.0,23,86,49.3,9,13,1.5,0,29.3,29.3,29.2,0.00
143,23,85,63.3,43,43,31.9,0,86,45.2,12,12,1.9,0,29.3,29.2,29.2,0.00
144,24,87,63.2,42,47,36.5,21,85,47.8,9,8,2.6,0,29.3,29.2,29.1,0.00
145,25,78,56.1,46,50,45.9,43,93,71.3,37,9,3.8,0,29.4,29.4,29.3,0.00
146,26,85,61.9,44,51,44.7,40,90,59.0,26,14,1.9,0,29.5,29.5,29.4,0.00
147,27,89,65.1,43,45,40.0,27,82,47.8,11,12,2.5,0,29.6,29.5,29.4,0.00
148,28,89,67.7,47,47,43.0,39,86,47.6,18,10,2.2,0,29.4,29.3,29.2,0.00
149,29,84,66.8,50,48,45.9,44,86,51.3,25,15,5.3,0,29.3,29.2,29.2,0.00
150,30,81,65.3,47,44,35.4,0,83,42.2,17,10,4.9,0,29.3,29.2,29.2,0.00
151,1,88,66.7,42,37,26.4,0,74,30.1,6,7,2.0,0,29.4,29.3,29.3,0.00
152,2,92,67.8,44,38,28.9,0,76,34.5,6,12,2.3,0,29.5,29.5,29.4,0.00
153,3,94,68.9,46,46,36.4,0,76,39.2,12,10,1.6,0,29.4,29.3,29.1,0.00
154,4,90,68.6,48,45,36.6,0,80,42.4,8,17,3.0,0,29.1,29.0,28.8,0.00
155,5,64,57.6,53,47,46.3,45,80,66.8,52,16,10.6,3,29.2,29.0,28.9,0.00
156,6,66,58.4,53,55,49.8,47,83,73.6,56,9,3.0,0,29.3,29.2,29.2,0.00
157,7,72,60.9,52,50,49.0,47,93,67.1,43,10,3.3,0,29.4,29.3,29.3,0.00
158,8,74,61.0,50,53,48.6,44,89,66.4,44,12,3.5,0,29.4,29.4,29.4,0.00
159,9,83,65.4,51,53,48.6,46,83,57.4,32,13,3.4,0,29.5,29.4,29.4,0.00
160,10,89,68.0,51,56,49.5,46,83,56.4,26,10,2.1,0,29.5,29.4,29.4,0.00
161,11,93,72.2,54,56,51.0,46,83,52.6,22,12,3.1,0,29.4,29.4,29.3,0.00
162,12,86,68.8,50,54,47.0,35,86,50.7,22,12,3.1,0,29.5,29.4,29.4,0.00
163,13,85,67.6,52,51,47.2,43,77,50.8,28,13,5.2,0,29.4,29.4,29.3,0.00
164,14,84,67.1,55,48,43.6,35,75,47.1,21,15,7.0,0,29.3,29.3,29.3,0.00
165,15,77,61.8,52,47,41.7,37,69,50.3,27,17,7.8,0,29.4,29.4,29.3,0.00
166,16,70,60.5,52,49,45.8,41,74,59.4,41,13,7.2,0,29.4,29.3,29.3,0.00
167,17,72,58.6,46,44,41.5,33,86,57.0,26,12,5.0,0,29.4,29.3,29.3,0.00
168,18,75,60.7,46,47,43.3,38,83,56.6,29,16,6.6,0,29.5,29.4,29.4,0.00
169,19,83,64.5,46,47,43.0,35,86,51.9,18,12,3.0,0,29.5,29.4,29.3,0.00
170,20,90,68.5,47,47,40.8,29,90,44.9,16,12,3.3,0,29.4,29.3,29.2,0.00
171,21,67,59.4,49,44,36.5,0,64,45.6,30,18,13.4,6,29.4,29.3,29.3,0.00
172,22,62,53.5,45,38,31.5,0,66,47.0,29,20,11.5,5,29.4,29.3,29.3,0.00
173,23,69,55.4,44,40,36.9,33,74,52.5,29,12,6.6,0,29.4,29.3,29.3,0.00
174,24,72,56.6,42,41,39.0,37,85,55.6,28,13,6.1,0,29.4,29.3,29.3,0.00
175,25,74,58.6,44,46,40.6,34,82,55.6,23,13,6.4,0,29.4,29.3,29.3,0.00
176,26,71,60.9,51,49,44.3,39,83,57.5,31,15,6.7,0,29.5,29.4,29.4,0.00
177,27,61,56.9,49,57,52.0,43,94,84.2,74,7,3.8,0,29.4,29.4,29.3,0.00
178,28,75,60.4,55,54,52.2,45,94,76.2,43,14,2.4,0,29.3,29.3,29.3,0.00
179,29,73,60.7,53,52,47.5,44,88,64.3,38,15,7.1,0,29.3,29.3,29.3,0.00
180,30,78,61.3,47,45,42.8,38,83,55.3,24,13,5.5,0,29.4,29.3,29.3,0.00
181,31,87,67.6,48,46,43.6,42,80,47.3,22,12,4.1,0,29.4,29.4,29.3,0.00
182,1,90,71.6,52,47,44.0,40,77,41.3,19,14,5.5,0,29.3,29.2,29.2,0.00
183,2,88,71.3,53,52,48.5,44,74,47.3,28,9,3.9,0,29.2,29.1,29.0,0.00
184,3,89,70.7,52,56,51.8,46,89,55.3,25,14,4.9,0,29.2,29.1,29.0,0.00
185,4,86,66.3,50,56,51.3,47,89,62.2,35,10,6.4,3,29.3,29.2,29.2,0.00
186,5,94,66.8,52,59,52.1,48,89,64.2,31,9,3.9,0,29.3,29.3,29.2,0.00
187,6,99,73.7,51,57,51.3,42,89,53.0,15,9,3.8,0,29.3,29.2,29.1,0.00
188,7,106,80.4,55,59,52.7,44,86,46.3,13,13,2.2,0,29.2,29.1,29.1,0.00
189,8,110,84.7,64,60,56.4,50,80,44.8,14,10,3.6,0,29.1,29.0,29.0,0.00
190,9,82,67.5,56,56,53.0,50,81,61.9,41,14,7.3,3,29.2,29.1,29.1,0.00
191,10,68,60.0,57,54,52.7,51,89,76.8,59,13,6.1,0,29.3,29.2,29.1,0.00
192,11,82,68.0,57,54,48.0,29,78,53.2,17,13,4.1,0,29.3,29.3,29.2,0.00
193,12,78,63.6,50,43,41.3,39,74,47.3,25,16,8.0,0,29.4,29.3,29.3,0.00
194,13,77,63.9,50,44,41.4,39,68,46.3,28,13,6.6,0,29.4,29.4,29.4,0.00
195,14,90,68.8,49,45,39.5,0,80,43.5,12,13,2.8,0,29.4,29.2,29.1,0.00
196,15,88,69.2,51,48,40.3,0,77,42.4,14,13,4.0,0,29.3,29.2,29.2,0.00
197,16,84,68.2,51,47,44.7,40,77,46.1,25,16,5.4,0,29.4,29.4,29.3,0.00
198,17,78,65.2,53,51,47.5,43,72,54.6,37,17,6.9,0,29.4,29.4,29.4,0.00
199,18,71,61.5,54,49,44.3,40,75,55.3,32,16,9.3,0,29.4,29.3,29.3,0.00
200,19,73,61.0,49,45,43.7,42,83,55.5,34,16,7.0,0,29.4,29.4,29.4,0.00
201,20,79,63.4,49,45,41.2,31,80,49.4,17,17,5.9,0,29.4,29.3,29.3,0.00
202,21,84,66.7,46,46,42.1,37,86,46.0,21,12,4.6,0,29.3,29.3,29.3,0.00
203,22,87,68.7,51,52,45.3,40,77,47.6,20,15,5.3,0,29.3,29.3,29.2,0.00
204,23,75,65.0,60,63,55.2,51,83,71.0,51,12,4.0,0,29.2,29.1,29.1,0.00
205,24,64,60.2,57,56,53.9,50,93,80.0,63,13,4.9,0,29.2,29.2,29.1,0.00
206,25,66,62.3,58,61,59.2,55,94,89.7,83,12,8.5,0,29.3,29.3,29.2,0.00
207,26,79,68.7,62,63,60.5,58,94,76.5,48,9,4.0,0,29.4,29.3,29.3,0.00
208,27,92,72.9,59,61,58.4,55,94,65.3,31,14,3.1,0,29.4,29.4,29.3,0.00
209,28,100,80.7,62,62,54.7,46,84,48.3,16,12,4.0,0,29.4,29.3,29.3,0.00
210,29,103,81.6,61,57,53.3,48,81,43.8,17,13,3.1,0,29.3,29.2,29.2,0.00
211,30,100,81.6,61,58,53.5,45,81,43.6,16,13,4.9,0,29.2,29.1,29.1,0.00
212,1,104,83.0,61,63,55.1,44,81,44.5,13,13,3.1,0,29.2,29.2,29.1,0.00
213,2,108,87.5,71,63,59.6,54,73,43.1,17,12,4.8,0,29.2,29.2,29.1,0.00
214,3,111,87.3,66,64,58.6,53,70,42.6,18,15,4.7,0,29.2,29.1,29.1,0.00
215,4,102,84.7,70,68,54.8,38,84,42.1,15,16,7.7,0,29.2,29.1,29.1,0.00
216,5,91,74.4,58,55,51.2,47,72,46.6,26,15,6.1,0,29.1,29.0,29.0,0.00
217,6,94,75.3,58,59,53.9,50,75,50.3,29,12,5.5,0,29.1,29.0,29.0,0.00
218,7,93,75.3,58,57,52.3,39,78,49.3,15,13,4.9,0,29.1,29.1,29.1,0.00
219,8,94,73.0,53,55,49.7,36,89,51.7,13,14,4.8,0,29.3,29.2,29.1,0.00
220,9,97,76.4,55,53,48.9,40,83,46.0,14,12,3.7,0,29.4,29.3,29.2,0.00
221,10,97,75.9,56,50,44.8,35,77,39.7,12,12,3.6,0,29.3,29.2,29.1,0.00
222,11,93,71.0,51,52,47.8,44,86,49.7,20,9,3.5,0,29.3,29.2,29.1,0.00
223,12,93,71.3,52,53,47.1,27,89,50.4,10,12,4.0,0,29.2,29.2,29.2,0.00
224,13,97,74.5,53,52,47.3,43,77,43.6,19,14,4.0,0,29.3,29.2,29.2,0.00
225,14,97,75.3,55,52,47.0,41,75,41.9,17,12,3.3,0,29.3,29.2,29.2,0.00
226,15,87,67.7,51,54,50.6,48,92,58.7,29,15,7.9,3,29.2,29.2,29.1,0.00
227,16,82,63.1,52,54,50.5,48,93,66.8,37,14,8.0,0,29.4,29.2,29.2,0.00
228,17,93,68.9,55,55,50.9,44,88,58.9,18,10,2.9,0,29.4,29.4,29.3,0.00
229,18,98,76.0,54,54,46.8,34,77,43.0,11,12,2.2,0,29.4,29.3,29.2,0.00
230,19,103,79.6,59,55,50.3,40,75,43.0,12,9,3.0,0,29.2,29.2,29.1,0.00
231,20,107,82.3,61,56,52.7,46,75,42.4,13,9,2.8,0,29.1,29.1,29.0,0.00
232,21,99,77.0,59,58,53.5,49,75,47.3,25,13,7.3,0,29.2,29.1,29.0,0.00
233,22,97,74.2,57,53,48.9,46,74,45.6,18,14,7.3,0,29.3,29.2,29.2,0.00
234,23,91,76.8,65,56,50.8,43,58,41.6,22,9,2.5,0,29.3,29.3,29.2,0.00
235,24,100,80.5,62,57,52.5,47,80,43.0,20,10,2.9,0,29.3,29.2,29.2,0.00
236,25,103,82.4,64,56,49.6,35,70,37.3,13,13,3.2,0,29.3,29.2,29.2,0.00
237,26,100,77.8,58,57,51.4,43,78,45.1,14,9,4.5,0,29.4,29.3,29.3,0.00
238,27,98,75.7,56,58,53.5,50,81,50.5,25,8,5.3,0,29.3,29.2,29.1,0.00
239,28,93,71.8,53,56,51.8,45,89,54.9,20,12,6.0,0,29.2,29.1,29.0,0.00
240,29,83,63.4,52,55,51.0,48,89,67.1,37,13,7.0,0,29.3,29.2,29.1,0.00
241,30,92,67.8,53,57,50.0,39,93,60.0,24,9,3.5,0,29.4,29.4,29.3,0.00
242,31,90,69.4,52,52,46.2,39,86,50.6,17,16,6.1,0,29.4,29.3,29.3,0.00
243,1,85,66.7,50,49,46.2,39,83,52.7,20,18,6.2,0,29.4,29.3,29.3,0.00
244,2,92,70.8,50,51,46.4,36,86,48.7,15,8,3.1,0,29.3,29.3,29.2,0.00
245,3,91,72.4,54,54,49.6,47,80,49.3,22,13,2.7,0,29.3,29.2,29.2,0.00
246,4,91,69.4,52,54,50.3,44,89,56.2,23,16,6.5,0,29.3,29.3,29.2,0.00
247,5,90,67.2,52,52,49.0,41,94,60.0,18,14,5.9,0,29.4,29.3,29.2,0.00
248,6,87,64.8,51,54,50.1,48,92,63.8,28,15,7.1,3,29.4,29.3,29.2,0.00
249,7,79,64.2,55,53,51.4,50,88,65.6,40,15,7.1,0,29.4,29.4,29.3,0.00
250,8,86,65.6,53,54,51.3,49,88,63.4,32,12,2.4,0,29.4,29.3,29.2,0.00
251,9,88,68.8,54,53,50.9,48,86,57.2,25,13,4.5,0,29.3,29.2,29.2,0.00
252,10,87,68.5,54,55,51.8,50,86,59.0,31,13,3.3,0,29.3,29.3,29.3,0.00
253,11,90,70.7,53,54,48.7,45,86,51.5,22,9,2.8,0,29.3,29.3,29.2,0.00
254,12,92,71.5,52,50,44.6,35,80,44.2,15,13,3.3,0,29.3,29.3,29.2,0.00
255,13,95,74.0,53,50,45.6,39,77,41.6,17,14,3.0,0,29.3,29.3,29.2,0.00
256,14,93,73.2,55,58,47.4,33,73,46.5,13,16,6.0,0,29.3,29.3,29.2,0.00
257,15,93,75.9,58,61,57.6,54,90,57.6,27,10,3.2,0,29.3,29.3,29.2,0.00
258,16,93,75.7,60,61,56.1,41,90,55.1,27,10,3.3,0,29.3,29.3,29.2,0.00
259,17,94,75.0,57,55,51.6,47,81,48.3,22,10,3.2,0,29.3,29.3,29.2,0.00
260,18,104,80.8,60,59,53.5,46,80,45.8,15,13,2.0,0,29.2,29.1,29.1,0.00
261,19,97,81.7,67,60,57.3,50,70,45.9,24,10,2.3,0,29.2,29.2,29.1,0.00
