,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
11,11,59,43.6,30,38,30.3,0,96,70.0,38,7,2.1,0,30.2,30.1,30.0,0.00
12,12,62,46.9,34,38,31.0,0,92,66.9,38,8,1.7,0,30.3,30.3,30.2,0.00
13,13,63,47.9,34,42,35.8,0,96,69.4,40,6,1.7,0,30.3,30.2,30.2,0.00
14,14,66,49.4,35,43,38.6,34,96,69.5,40,7,2.0,0,30.2,30.2,30.1,0.00
15,15,69,52.2,37,45,41.4,35,96,70.4,38,7,1.5,0,30.3,30.2,30.2,0.00
16,16,67,50.8,37,45,41.5,36,97,73.6,42,6,1.6,0,30.2,30.1,30.0,0.00
17,17,65,49.9,38,45,40.0,37,100,72.3,38,12,4.4,0,30.0,30.0,29.9,0.00
18,18,57,46.7,35,44,38.9,34,97,75.9,55,20,8.9,0,30.0,29.9,29.9,0.00
19,19,50,42.2,36,43,37.0,33,93,82.4,63,58,10.3,0,29.9,29.8,29.7,0.00
20,20,60,44.9,35,39,34.0,0,96,72.6,36,20,11.2,0,30.0,29.9,29.8,0.00
21,21,60,45.7,34,41,32.0,0,96,69.5,32,66,10.1,0,30.1,30.1,30.0,0.00
22,22,63,47.9,34,41,35.2,0,96,68.1,37,8,3.8,0,30.2,30.2,30.1,0.00
23,23,59,50.9,45,45,33.3,0,97,57.6,27,24,13.6,0,30.2,30.1,30.1,0.00
24,24,62,48.4,39,30,27.2,24,70,46.1,23,22,10.3,3,30.2,30.2,30.1,0.00
25,25,63,48.3,35,41,30.4,0,92,65.1,34,13,6.3,0,30.2,30.2,30.1,0.00
26,26,67,51.2,39,37,27.9,0,82,48.5,19,21,10.7,0,30.2,30.1,30.1,0.00
27,27,68,50.5,35,39,29.3,0,92,56.5,21,6,2.4,0,30.3,30.3,30.2,0.00
28,28,71,55.3,39,50,42.6,34,86,65.3,38,13,5.6,0,30.4,30.4,30.3,0.00
1,1,74,50.1,39,50,43.6,39,100,82.8,37,7,1.1,0,30.4,30.3,30.2,0.00
2,2,75,59.5,47,53,48.8,44,90,70.3,43,9,4.1,0,30.2,30.1,30.0,0.00
3,3,69,58.2,48,51,47.3,43,88,69.3,39,15,7.3,0,30.1,30.0,30.0,0.00
4,4,67,52.4,39,50,45.3,39,100,78.5,52,12,4.0,0,30.1,30.0,30.0,0.00
5,5,64,52.5,42,44,41.5,38,93,68.5,43,15,5.3,0,30.0,29.9,29.8,0.00
6,6,57,51.4,46,47,41.4,38,90,69.7,51,22,9.1,0,30.1,30.0,29.9,0.00
7,7,59,49.3,40,44,40.9,38,97,74.9,48,13,4.2,0,30.0,29.9,29.8,0.00
8,8,63,51.2,41,46,37.8,0,93,66.9,31,23,12.4,0,30.0,29.9,29.8,0.00
9,9,69,52.2,37,45,35.6,0,93,62.6,22,21,9.5,0,30.3,30.2,30.0,0.00
10,10,66,52.2,36,44,38.4,35,100,64.0,34,8,4.0,0,30.3,30.3,30.2,0.00
11,11,70,54.5,37,44,40.3,36,96,62.8,33,7,1.8,0,30.2,30.1,30.1,0.00
12,12,74,58.5,43,49,44.8,41,93,64.0,35,6,1.6,0,30.1,30.1,30.0,0.00
13,13,79,55.4,0,53,44.0,0,96,61.8,0,10,1.9,0,30.1,30.1,30.0,0.00
14,14,76,61.8,48,54,49.9,46,96,68.0,43,12,4.9,0,30.1,30.1,30.0,0.00
15,15,75,59.3,25,52,45.4,10,83,62.1,38,15,7.5,3,30.1,30.0,29.8,0.00
16,16,77,59.8,46,48,44.7,34,93,62.2,21,44,9.4,0,30.0,30.0,29.9,0.00
17,17,71,58.5,49,45,39.9,27,80,54.4,20,84,12.6,0,30.1,30.0,30.0,0.00
18,18,69,57.8,44,47,41.6,38,86,58.4,32,12,5.6,0,30.1,30.0,30.0,0.00
19,19,72,58.0,44,51,43.9,38,93,62.9,33,86,7.9,0,30.1,30.1,30.0,0.00
20,20,68,58.7,52,55,52.7,49,100,82.3,50,17,5.7,0,30.1,30.1,30.0,0.00
21,21,66,54.2,43,49,42.7,26,93,69.3,26,20,11.1,3,30.1,30.0,29.9,0.00
22,22,67,55.3,46,30,25.3,18,48,33.8,16,25,16.1,7,30.0,30.0,30.0,0.00
23,23,68,54.1,41,34,27.4,0,58,39.8,20,12,7.2,0,30.1,30.1,30.0,0.00
24,24,73,56.4,39,45,38.6,33,82,55.4,26,7,2.6,0,30.1,30.0,29.9,0.00
25,25,70,57.1,44,45,41.5,34,82,58.2,27,15,5.6,0,30.0,29.9,29.9,0.00
26,26,71,58.2,47,47,44.0,41,86,62.1,36,14,6.0,0,30.0,29.9,29.9,0.00
27,27,71,59.0,48,51,48.4,44,90,69.7,47,15,6.2,0,30.0,29.9,29.9,0.00
28,28,73,62.1,53,53,50.5,48,89,67.5,44,10,4.3,0,30.1,30.0,30.0,0.00
29,29,78,62.5,49,53,50.0,46,97,67.8,33,12,5.7,0,30.1,30.0,30.0,0.00
30,30,76,62.5,53,55,51.9,48,97,70.1,45,20,8.5,0,30.0,30.0,29.9,0.00
31,31,70,55.1,0,57,50.9,0,100,81.9,0,20,6.5,0,30.1,30.0,29.9,0.00
1,1,68,56.0,50,55,51.4,50,100,86.8,52,14,2.8,0,30.1,30.1,30.0,0.00
2,2,71,60.0,48,55,50.9,47,96,73.6,49,12,7.5,0,30.1,30.1,30.0,0.00
3,3,77,62.3,48,55,50.3,47,96,68.7,38,6,1.7,0,30.1,30.0,29.9,0.00
4,4,68,60.7,52,58,54.8,51,97,81.7,65,13,6.6,0,30.1,30.0,29.9,0.00
5,5,68,60.0,53,54,51.1,48,90,73.4,52,14,7.6,0,30.1,30.1,30.1,0.00
6,6,68,58.6,51,54,50.8,44,93,76.7,42,15,6.0,0,30.1,30.1,30.1,0.00
7,7,70,58.8,52,54,49.2,45,90,71.9,50,24,11.1,0,30.1,30.0,29.8,0.00
8,8,69,57.9,48,50,32.1,0,89,49.4,21,31,20.6,12,29.9,29.8,29.7,0.00
9,9,75,62.8,50,38,32.1,0,57,36.2,19,26,18.0,10,30.0,30.0,29.9,0.00
10,10,86,66.3,45,51,43.9,37,82,48.2,23,35,9.6,0,30.1,30.0,29.9,0.00
11,11,78,64.8,54,49,46.2,43,80,54.2,29,21,13.3,7,30.0,29.9,29.8,0.00
12,12,81,64.4,46,50,43.4,35,83,50.7,20,14,8.2,0,29.9,29.8,29.8,0.00
13,13,76,60.6,49,49,44.8,42,80,57.6,37,16,9.3,3,29.8,29.8,29.7,0.00
14,14,75,59.7,50,45,40.1,29,77,52.6,20,21,12.5,0,29.9,29.8,29.7,0.00
15,15,65,54.1,46,48,40.7,0,88,66.2,35,28,12.5,0,29.9,29.8,29.8,0.00
16,16,69,56.5,44,37,27.1,0,71,39.1,17,24,16.1,9,30.1,30.0,29.9,0.00
17,17,72,58.9,46,31,26.3,20,54,32.1,16,23,15.7,10,30.2,30.1,30.1,0.00
18,18,76,59.9,44,40,28.4,0,60,36.7,17,12,4.8,0,30.2,30.2,30.1,0.00
19,19,83,65.3,45,48,41.3,38,80,46.5,21,14,4.7,0,30.2,30.1,30.0,0.00
20,20,83,68.5,52,48,41.1,29,67,41.0,14,15,10.0,0,30.1,30.0,29.9,0.00
21,21,87,67.9,49,48,43.6,36,86,47.7,16,48,7.8,0,30.0,29.9,29.9,0.00
22,22,88,71.1,51,48,38.7,0,80,40.4,14,14,9.4,3,29.9,29.9,29.8,0.00
23,23,84,70.5,59,43,28.4,0,48,24.4,10,16,10.6,5,29.9,29.8,29.8,0.00
24,24,85,65.0,50,48,42.9,36,74,49.8,17,20,8.8,0,29.8,29.8,29.7,0.00
25,25,76,60.2,48,52,48.2,45,93,67.6,40,13,6.4,0,30.1,30.0,29.9,0.00
26,26,82,62.7,48,51,47.9,41,93,63.5,23,12,5.3,0,30.2,30.1,30.1,0.00
27,27,89,67.4,50,53,49.3,45,89,57.4,26,17,5.1,0,30.2,30.1,30.0,0.00
28,28,89,70.3,48,53,50.3,46,93,54.8,26,13,5.6,0,30.0,29.9,29.8,0.00
29,29,92,75.0,57,53,47.5,39,75,43.2,16,18,9.1,0,29.9,29.8,29.7,0.00
30,30,83,72.2,57,51,35.4,0,75,32.8,14,23,15.0,6,29.8,29.8,29.7,0.00
1,1,88,72.5,60,40,28.9,0,37,22.0,13,17,8.0,0,30.0,29.9,29.8,0.00
2,2,90,72.6,55,41,33.0,0,53,28.5,11,25,7.6,0,30.1,30.1,30.0,0.00
3,3,91,73.5,52,51,41.8,35,69,34.6,17,15,7.0,0,30.0,29.9,29.7,0.00
4,4,90,73.6,56,48,40.2,29,67,34.3,11,16,8.9,0,29.7,29.6,29.5,0.00
5,5,76,64.3,52,51,47.5,42,89,57.7,32,18,7.1,0,29.8,29.7,29.5,0.00
6,6,76,66.6,59,53,49.7,45,75,56.2,33,21,9.0,0,29.9,29.8,29.8,0.00
7,7,73,65.3,60,53,50.3,46,78,59.7,42,14,7.0,0,30.0,30.0,29.9,0.00
8,8,76,65.0,56,50,47.5,43,75,55.2,33,15,9.7,5,30.1,30.0,30.0,0.00
9,9,82,64.8,52,54,50.2,47,89,62.0,37,18,8.9,0,30.1,30.1,30.0,0.00
10,10,87,68.1,52,57,51.8,48,88,59.0,36,15,6.5,0,30.1,30.1,30.0,0.00
11,11,94,75.1,55,59,53.9,47,86,51.8,27,14,5.1,0,30.1,30.0,30.0,0.00
12,12,93,75.8,57,53,49.3,42,81,43.3,21,17,7.6,0,30.1,30.0,29.9,0.00
13,13,93,74.2,55,54,46.1,37,67,39.5,17,16,7.4,0,30.0,29.9,29.9,0.00
14,14,89,71.0,59,53,48.0,40,72,47.1,25,21,10.9,0,29.9,29.9,29.8,0.00
15,15,79,65.8,55,48,43.7,40,67,47.3,25,18,14.1,0,30.0,29.9,29.9,0.00
16,16,76,63.3,56,55,49.5,44,81,63.0,37,22,12.3,3,30.0,29.9,29.9,0.00
17,17,77,63.5,53,47,43.8,37,77,52.5,26,22,12.3,6,30.0,30.0,29.9,0.00
18,18,82,65.7,50,49,44.1,35,80,50.9,18,14,10.0,5,30.1,30.0,30.0,0.00
19,19,86,71.8,58,48,41.9,30,67,39.0,13,22,13.7,7,30.0,30.0,29.9,0.00
20,20,69,67.5,66,29,14.5,0,28,25.0,22,13,10.5,8,29.9,29.9,29.9,0.00
21,21,80,66.5,55,46,41.2,33,64,42.3,20,24,14.5,0,29.9,29.9,29.8,0.00
22,22,73,59.2,50,42,27.1,0,66,36.8,13,23,15.8,10,29.9,29.9,29.8,0.00
23,23,74,60.9,49,42,38.2,0,77,49.5,22,18,11.6,6,29.9,29.9,29.9,0.00
24,24,81,62.6,46,42,37.2,0,79,45.8,17,22,8.7,0,29.9,29.9,29.9,0.00
25,25,77,61.4,48,47,43.3,40,80,54.8,29,22,11.5,5,30.0,29.9,29.9,0.00
26,26,79,64.1,53,51,48.3,45,86,59.8,30,21,12.3,0,30.1,30.0,30.0,0.00
27,27,71,61.7,51,57,50.7,46,87,68.3,49,18,11.1,0,30.1,30.0,30.0,0.00
28,28,78,65.7,59,55,53.4,49,88,67.7,36,17,9.4,3,30.0,29.9,29.8,0.00
29,29,80,67.8,58,54,49.3,46,70,53.4,31,17,12.3,6,29.9,29.9,29.8,0.00
30,30,85,68.2,51,49,44.0,35,80,46.7,17,15,9.8,5,29.9,29.9,29.9,0.00
31,31,92,75.3,56,49,44.3,36,75,38.8,14,20,11.3,3,29.9,29.9,29.8,0.00
1,1,98,78.1,56,54,48.8,41,72,39.7,15,15,6.8,0,29.8,29.8,29.7,0.00
2,2,95,77.9,60,53,50.5,45,69,42.0,18,14,8.2,3,29.7,29.6,29.6,0.00
3,3,89,72.0,59,56,52.9,50,78,54.0,27,15,8.5,0,29.8,29.7,29.6,0.00
4,4,82,67.7,54,57,53.7,52,93,64.0,39,13,7.5,3,29.9,29.8,29.8,0.00
5,5,86,59.2,0,55,46.0,0,93,54.9,0,14,7.0,0,29.9,29.9,29.8,0.00
6,6,92,72.0,55,58,54.8,52,93,59.2,29,13,8.0,5,29.9,29.8,29.7,0.00
7,7,100,78.8,57,62,56.8,53,89,51.5,27,15,8.5,5,29.8,29.7,29.6,0.00
8,8,106,84.2,65,61,57.4,54,68,43.4,20,17,7.5,0,29.7,29.6,29.6,0.00
9,9,80,68.5,61,59,56.3,54,83,66.2,48,20,10.1,3,29.8,29.8,29.7,0.00
10,10,76,65.5,58,54,52.2,49,84,63.8,40,14,8.2,0,29.9,29.8,29.8,0.00
11,11,85,70.3,58,56,53.3,50,84,57.5,34,12,7.2,0,29.9,29.9,29.8,0.00
12,12,88,71.5,58,51,45.4,34,78,43.5,15,22,8.6,0,29.9,29.9,29.8,0.00
13,13,86,70.4,51,45,42.3,33,77,41.2,15,17,10.1,0,30.0,30.0,29.9,0.00
14,14,88,73.0,57,49,42.6,36,67,37.2,16,14,10.0,0,29.9,29.8,29.8,0.00
15,15,90,70.8,53,51,44.9,39,77,44.0,17,18,7.0,0,29.9,29.8,29.8,0.00
16,16,91,70.9,55,49,46.2,41,72,45.4,17,21,9.8,0,30.0,29.9,29.9,0.00
17,17,86,70.0,59,54,49.7,47,75,51.6,26,21,12.2,5,30.0,30.0,29.9,0.00
18,18,77,64.9,56,52,48.0,44,84,57.8,31,24,15.6,0,30.0,29.9,29.9,0.00
19,19,80,66.1,52,48,43.8,29,80,50.1,15,45,12.4,0,30.0,29.9,29.9,0.00
20,20,85,68.5,53,48,45.2,39,80,47.9,20,24,10.0,0,29.9,29.9,29.9,0.00
21,21,89,72.1,54,50,44.0,24,77,42.0,9,18,10.6,3,29.9,29.9,29.8,0.00
22,22,95,75.5,59,51,45.4,35,69,39.1,12,18,9.6,0,29.9,29.8,29.8,0.00
23,23,75,67.5,60,59,55.6,50,80,65.9,53,23,12.0,0,29.8,29.8,29.8,0.00
24,24,72,65.4,63,64,61.6,58,100,87.2,68,9,3.6,0,29.9,29.8,29.8,0.00
25,25,83,70.7,64,64,62.9,61,100,78.8,47,15,5.8,0,29.9,29.9,29.9,0.00
26,26,89,75.6,62,62,60.9,59,93,63.9,40,15,7.8,0,30.0,29.9,29.9,0.00
27,27,97,80.0,63,61,57.8,53,87,50.8,23,14,8.3,0,30.0,30.0,29.9,0.00
28,28,104,86.3,67,63,56.3,45,76,40.5,14,14,7.8,0,29.9,29.9,29.8,0.00
29,29,105,88.3,69,63,55.5,51,63,35.0,18,15,8.8,0,29.8,29.8,29.7,0.00
30,30,105,87.7,71,58,55.2,51,57,35.4,19,16,8.3,3,29.8,29.7,29.7,0.00
1,1,103,85.8,67,60,56.0,42,70,40.1,13,13,7.0,0,29.8,29.7,29.7,0.00
2,2,106,88.9,75,62,58.5,55,56,37.6,22,16,6.3,0,29.8,29.8,29.7,0.00
3,3,101,84.5,68,61,58.9,56,70,44.6,26,9,6.0,0,29.8,29.8,29.7,0.00
4,4,107,89.6,76,61,57.5,47,60,36.0,17,16,9.9,0,29.7,29.6,29.6,0.00
5,5,89,76.1,65,54,49.6,43,63,40.8,25,22,15.9,10,29.7,29.6,29.6,0.00
6,6,89,73.4,59,55,53.5,51,81,53.1,30,12,6.5,3,29.7,29.7,29.6,0.00
7,7,94,74.5,59,54,51.2,45,83,49.6,19,14,7.8,0,29.8,29.7,29.7,0.00
8,8,94,75.6,58,54,49.6,40,84,46.0,19,13,6.5,0,29.9,29.8,29.8,0.00
9,9,99,80.3,62,58,52.7,42,73,43.5,15,13,7.3,3,30.0,29.9,29.8,0.00
10,10,97,78.9,62,56,49.1,39,65,39.1,16,15,7.3,0,29.9,29.9,29.8,0.00
11,11,89,73.1,58,53,50.4,46,84,49.4,22,14,8.4,3,29.9,29.8,29.8,0.00
12,12,90,73.1,55,53,49.8,37,86,48.7,23,14,6.8,0,29.9,29.8,29.8,0.00
13,13,96,77.3,58,54,44.8,29,78,37.5,9,12,5.6,0,29.9,29.9,29.8,0.00
14,14,93,76.4,61,53,49.8,43,72,43.7,18,14,8.1,0,29.9,29.9,29.8,0.00
15,15,87,70.8,58,53,51.3,49,78,53.4,30,14,8.5,3,29.8,29.8,29.7,0.00
16,16,80,66.6,54,54,52.5,50,93,63.9,39,13,8.6,3,30.0,29.9,29.8,0.00
17,17,90,71.1,53,56,52.1,43,93,57.5,19,12,7.5,0,30.0,30.0,29.9,0.00
18,18,96,75.6,56,56,50.6,41,81,48.0,16,13,7.6,0,30.0,29.9,29.8,0.00
19,19,99,78.2,59,57,50.7,39,78,43.6,13,14,7.0,0,29.9,29.8,29.7,0.00
20,20,99,78.8,62,57,54.5,47,75,46.8,17,12,6.1,0,29.8,29.7,29.6,0.00
21,21,96,78.3,62,57,52.8,48,75,45.6,22,13,7.5,5,29.8,29.7,29.7,0.00
22,22,88,74.6,61,58,55.2,52,83,53.2,32,14,8.4,5,29.9,29.9,29.8,0.00
23,23,87,76.1,67,56,49.2,39,68,41.8,21,13,7.3,0,29.9,29.9,29.8,0.00
24,24,98,80.1,63,53,49.0,45,63,36.8,19,16,7.3,0,29.9,29.9,29.8,0.00
25,25,96,81.4,68,59,51.8,44,61,37.4,23,21,8.1,0,29.9,29.9,29.8,0.00
26,26,96,79.4,64,56,52.3,46,67,41.3,23,15,7.7,0,30.0,29.9,29.9,0.00
27,27,93,76.5,60,56,53.3,51,75,47.6,25,10,6.8,0,29.9,29.9,29.8,0.00
28,28,90,73.8,61,56,53.6,50,81,52.5,28,14,8.0,5,29.8,29.8,29.7,0.00
29,29,84,68.4,55,55,52.8,52,89,60.6,34,14,7.6,3,29.9,29.9,29.8,0.00
30,30,88,70.3,56,55,52.8,50,87,58.0,30,14,8.3,3,30.0,30.0,29.9,0.00
31,31,90,72.0,58,53,49.6,39,78,49.3,18,18,9.1,3,30.0,30.0,29.9,0.00
1,1,87,71.0,58,49,47.1,40,72,46.1,20,16,10.3,6,30.0,29.9,29.9,0.00
2,2,91,72.9,54,53,47.3,37,72,44.3,15,14,7.5,0,29.9,29.9,29.8,0.00
3,3,90,73.3,57,53,49.8,45,77,46.9,23,14,6.6,0,29.9,29.9,29.8,0.00
4,4,89,71.0,57,54,51.8,48,84,54.5,26,15,8.5,5,29.9,29.9,29.8,0.00
5,5,88,70.0,56,55,51.9,47,87,57.5,24,16,8.8,3,30.0,29.9,29.8,0.00
6,6,83,65.7,0,55,50.9,0,86,58.4,0,15,8.3,0,30.0,29.9,29.9,0.00
7,7,80,65.4,57,55,53.7,51,88,68.2,36,14,7.7,0,30.0,30.0,30.0,0.00
8,8,84,68.1,56,56,53.6,52,93,63.5,33,16,8.4,3,30.0,29.9,29.8,0.00
9,9,84,68.9,56,54,52.9,51,87,60.0,35,14,8.0,0,29.9,29.9,29.8,0.00
10,10,85,70.0,58,57,54.9,53,87,61.7,36,15,8.0,3,30.0,29.9,29.9,0.00
11,11,89,71.9,57,57,53.5,49,89,56.8,26,15,7.0,0,30.0,29.9,29.8,0.00
12,12,91,75.2,60,54,49.5,42,75,44.7,18,14,6.9,0,29.9,29.9,29.9,0.00
13,13,96,76.8,60,54,46.4,29,69,39.0,10,13,7.2,5,29.9,29.9,29.8,0.00
14,14,95,76.8,60,56,49.1,45,69,40.7,19,16,7.6,0,29.9,29.9,29.8,0.00
15,15,93,77.6,62,62,57.8,55,80,54.0,30,13,8.0,0,29.9,29.9,29.8,0.00
16,16,96,79.1,63,62,56.7,39,84,50.7,22,16,7.6,0,29.9,29.9,29.8,0.00
17,17,91,76.7,64,55,50.2,38,54,40.4,28,17,8.0,0,29.9,29.8,29.8,0.00
18,18,99,81.5,65,58,55.2,44,73,44.2,16,9,4.5,0,29.8,29.8,29.7,0.00
19,19,103,85.0,69,60,56.4,51,70,40.7,18,16,6.5,0,29.8,29.8,29.7,0.00
