,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
10,10,43,29.1,25,19,14.0,10,80,54.3,28,21,11.3,7,25.5,25.4,25.3,0.00
11,11,32,25.8,18,21,16.6,8,86,70.2,38,18,9.8,0,25.7,25.6,25.5,0.00
12,12,26,16.3,7,12,7.0,2,84,68.4,41,5,1.3,0,25.8,25.7,25.7,0.00
13,13,25,15.3,8,9,4.4,-1,80,62.7,46,12,4.0,0,25.9,25.8,25.7,0.00
14,14,28,17.8,7,10,5.3,2,80,59.8,38,6,1.2,0,26.0,25.9,25.8,0.00
15,15,38,25.1,16,20,13.2,8,81,62.4,40,9,1.9,0,26.1,26.1,26.0,0.00
16,16,41,26.6,16,22,17.7,11,92,71.0,45,7,1.5,0,26.2,26.1,26.0,0.00
17,17,37,22.9,18,20,18.1,15,100,83.2,46,5,1.0,0,26.1,26.0,25.9,0.00
18,18,35,22.1,17,20,17.5,15,100,83.4,54,5,1.5,0,26.0,25.9,25.9,0.00
19,19,37,22.0,15,20,16.1,12,93,79.8,48,5,0.8,0,26.1,25.9,25.9,0.00
20,20,41,21.9,12,21,15.3,10,93,78.2,43,6,1.0,0,26.0,25.9,25.9,0.00
21,21,45,28.0,16,22,17.7,13,88,68.2,37,7,1.4,0,26.0,25.9,25.8,0.00
22,22,44,30.2,19,23,19.4,14,85,66.6,40,0,0.0,0,25.8,25.8,25.7,0.00
23,23,57,40.5,29,27,23.2,16,82,54.7,22,16,2.7,0,25.7,25.6,25.5,0.00
24,24,51,41.6,37,38,35.0,28,93,78.6,54,7,1.8,0,25.7,25.7,25.6,0.00
25,25,51,41.4,36,40,37.1,34,100,85.7,63,7,1.6,0,25.7,25.6,25.5,0.00
26,26,55,39.1,30,38,27.5,0,100,73.7,35,22,3.6,0,25.5,25.4,25.3,0.00
27,27,39,31.4,25,27,21.1,13,88,67.1,46,17,9.9,0,25.6,25.5,25.4,0.00
28,28,39,30.3,21,25,17.9,12,80,61.1,43,20,5.0,0,25.7,25.6,25.6,0.00
29,29,50,41.3,35,29,26.2,21,76,55.9,44,22,9.0,0,25.9,25.7,25.6,0.00
30,30,55,39.5,26,31,27.5,23,89,65.8,29,6,1.3,0,25.9,25.9,25.8,0.00
31,31,58,40.0,27,31,26.1,0,85,64.3,33,7,1.2,0,25.9,25.8,25.7,0.00
1,1,56,39.1,27,31,25.2,0,85,63.8,35,7,0.8,0,25.8,25.8,25.7,0.00
2,2,48,37.7,29,31,27.8,25,85,69.0,48,3,0.3,0,25.9,25.8,25.8,0.00
3,3,56,38.8,27,30,25.5,21,89,63.1,27,9,2.1,0,25.8,25.7,25.7,0.00
4,4,62,42.8,27,27,23.6,20,78,51.4,21,6,0.8,0,25.7,25.6,25.5,0.00
5,5,61,43.9,31,27,21.3,13,79,46.8,15,23,7.5,0,25.5,25.5,25.4,0.00
6,6,53,39.0,25,23,18.1,12,75,46.5,20,7,2.0,0,25.7,25.6,25.5,0.00
7,7,47,38.1,29,21,14.6,5,67,40.9,19,37,11.5,0,25.5,25.4,25.4,0.00
8,8,36,31.0,25,19,16.8,14,72,56.5,46,18,8.8,0,25.5,25.4,25.4,0.00
9,9,40,31.5,23,17,15.1,13,69,52.2,34,10,4.4,0,25.6,25.6,25.5,0.00
10,10,42,31.3,21,20,16.0,14,80,55.9,33,13,3.8,0,25.7,25.6,25.6,0.00
11,11,46,32.9,20,18,14.4,12,74,49.7,26,6,0.5,0,25.8,25.7,25.6,0.00
12,12,53,36.6,22,23,19.0,16,78,52.4,26,10,1.5,0,25.9,25.8,25.8,0.00
13,13,55,39.2,25,24,22.0,19,78,53.6,29,7,1.7,0,25.9,25.8,25.7,0.00
14,14,55,40.3,27,28,24.9,21,78,56.8,34,12,2.6,0,25.9,25.8,25.8,0.00
15,15,60,42.0,27,27,24.0,21,81,52.8,26,13,3.2,0,25.9,25.9,25.8,0.00
16,16,55,39.8,25,23,20.1,18,75,49.3,24,3,0.5,0,25.8,25.7,25.6,0.00
17,17,52,38.2,26,27,19.5,15,71,49.2,29,12,4.1,0,25.6,25.5,25.5,0.00
18,18,55,38.7,25,21,17.5,13,72,46.0,21,17,2.7,0,25.6,25.4,25.3,0.00
19,19,45,37.5,30,30,17.0,10,82,45.8,26,30,13.0,0,25.3,25.2,25.1,0.00
20,20,43,35.0,27,21,15.8,9,72,47.9,25,14,6.3,0,25.5,25.4,25.3,0.00
21,21,46,36.5,27,19,13.5,5,66,41.1,22,12,5.3,0,25.6,25.6,25.5,0.00
22,22,55,42.1,28,25,18.1,14,61,40.3,23,28,4.0,0,25.7,25.6,25.5,0.00
23,23,47,37.0,24,28,17.8,8,70,47.5,26,24,13.0,0,25.8,25.6,25.4,0.00
24,24,45,32.9,20,15,10.9,7,71,43.8,22,8,2.6,0,25.8,25.8,25.7,0.00
25,25,56,38.1,24,15,10.0,5,60,35.0,15,24,7.2,0,25.7,25.6,25.6,0.00
26,26,47,35.2,22,15,9.3,-2,63,36.7,15,8,3.0,0,25.8,25.8,25.7,0.00
27,27,58,39.8,21,13,9.9,7,65,33.4,15,8,1.3,0,25.9,25.8,25.7,0.00
28,28,63,46.7,31,31,23.3,14,58,41.4,28,16,2.0,0,25.9,25.8,25.8,0.00
1,1,67,49.3,32,31,27.8,26,79,47.8,21,8,2.5,0,25.9,25.9,25.8,0.00
2,2,65,50.7,37,29,25.6,22,67,41.0,21,14,3.0,0,25.8,25.7,25.5,0.00
3,3,51,45.6,43,41,36.8,0,86,75.1,48,16,4.4,0,25.6,25.5,25.5,0.00
4,4,59,46.5,33,36,24.2,0,92,61.5,26,12,2.4,0,25.6,25.5,25.5,0.00
5,5,61,47.4,32,31,26.4,22,85,48.6,22,35,11.8,0,25.5,25.4,25.2,0.00
6,6,46,38.4,33,34,19.4,0,93,62.8,30,40,16.6,0,25.5,25.4,25.2,0.00
7,7,46,37.8,31,28,23.2,19,70,56.5,37,9,3.0,0,25.5,25.4,25.4,0.00
8,8,48,40.0,32,27,23.8,19,75,55.1,33,8,2.2,0,25.5,25.4,25.3,0.00
9,9,54,42.8,33,26,14.6,4,62,36.0,15,14,4.6,0,25.9,25.7,25.5,0.00
10,10,60,44.3,27,15,12.2,6,58,31.6,13,6,2.4,0,25.9,25.8,25.8,0.00
11,11,66,48.9,30,21,16.0,10,59,31.5,12,9,1.8,0,25.8,25.7,25.6,0.00
12,12,71,52.9,34,26,21.4,13,61,33.8,12,3,0.5,0,25.7,25.6,25.6,0.00
13,13,77,56.6,38,29,25.3,16,65,34.8,10,10,1.7,0,25.7,25.6,25.6,0.00
14,14,73,56.4,45,30,28.5,25,54,36.6,17,12,2.5,0,25.7,25.6,25.6,0.00
15,15,72,54.3,37,29,23.5,13,65,36.0,10,15,4.7,0,25.6,25.6,25.5,0.00
16,16,68,52.8,38,29,22.5,13,57,33.6,12,22,8.0,0,25.6,25.5,25.4,0.00
17,17,65,52.5,41,22,16.8,10,45,27.0,12,17,7.4,0,25.6,25.5,25.4,0.00
18,18,65,49.6,32,23,19.6,13,59,34.0,14,16,5.3,0,25.6,25.5,25.5,0.00
19,19,64,53.2,46,35,27.9,0,56,43.2,27,17,6.0,0,25.6,25.5,25.5,0.00
20,20,63,53.9,48,34,25.6,0,56,43.6,30,30,14.7,3,25.5,25.4,25.4,0.00
21,21,58,47.5,39,29,21.8,8,65,39.0,20,16,8.6,0,25.6,25.5,25.4,0.00
22,22,54,39.5,28,13,8.1,-4,53,30.5,9,18,7.7,0,25.6,25.6,25.5,0.00
23,23,56,40.5,26,13,9.3,8,51,30.2,15,8,2.8,0,25.7,25.6,25.5,0.00
24,24,65,48.8,31,28,19.0,14,59,33.1,18,15,3.4,0,25.6,25.5,25.4,0.00
25,25,69,52.8,34,25,18.8,4,61,31.3,8,20,4.9,0,25.5,25.4,25.4,0.00
26,26,62,53.1,45,31,23.8,0,58,38.8,28,23,8.5,0,25.4,25.4,25.4,0.00
27,27,64,51.0,36,35,29.4,0,73,48.8,26,23,6.2,0,25.5,25.4,25.4,0.00
28,28,64,52.4,44,39,31.3,0,76,51.9,27,22,5.9,0,25.6,25.5,25.4,0.00
29,29,72,53.5,37,36,30.0,0,86,49.1,18,18,3.9,0,25.7,25.6,25.5,0.00
30,30,72,57.3,41,37,29.3,0,62,39.8,17,17,5.0,0,25.6,25.5,25.4,0.00
31,31,58,51.1,45,41,30.5,0,82,57.0,34,18,8.6,0,25.6,25.5,25.4,0.00
1,1,58,48.4,37,37,28.6,0,76,54.1,32,20,7.0,0,25.6,25.6,25.5,0.00
2,2,67,52.5,37,38,25.0,0,76,49.4,21,10,3.4,0,25.7,25.6,25.5,0.00
3,3,73,57.0,40,37,28.2,0,73,44.0,16,18,3.1,0,25.6,25.6,25.5,0.00
4,4,65,55.2,48,39,24.7,0,58,44.8,33,18,7.8,0,25.5,25.4,25.4,0.00
5,5,65,53.2,42,33,25.6,0,60,38.4,22,22,9.8,0,25.6,25.5,25.5,0.00
6,6,62,53.3,45,31,27.6,22,48,38.0,26,23,11.7,0,25.6,25.5,25.5,0.00
7,7,64,52.6,39,34,24.5,0,81,40.4,18,30,13.2,0,25.5,25.4,25.2,0.00
8,8,49,39.1,33,31,21.1,0,89,61.2,26,25,18.0,7,25.6,25.3,25.1,0.00
9,9,57,46.3,35,21,17.5,11,57,34.5,17,18,9.2,0,25.7,25.6,25.6,0.00
10,10,74,55.5,34,35,25.6,0,61,36.1,16,21,5.2,0,25.8,25.6,25.5,0.00
11,11,63,52.5,45,43,29.4,0,87,51.0,17,17,7.7,0,25.6,25.5,25.4,0.00
12,12,71,55.6,39,31,25.8,20,62,35.6,16,17,4.5,0,25.5,25.4,25.3,0.00
13,13,70,59.8,48,31,25.4,14,42,27.6,19,22,11.6,0,25.3,25.3,25.2,0.00
14,14,67,51.2,40,29,21.3,13,44,31.9,20,28,11.3,0,25.4,25.3,25.2,0.00
15,15,52,42.3,35,31,21.9,0,79,53.9,25,26,13.9,6,25.4,25.3,25.2,0.00
16,16,44,37.0,34,28,21.7,13,75,55.9,31,26,13.8,0,25.7,25.5,25.4,0.00
17,17,50,39.8,30,18,11.8,6,54,34.0,18,17,7.5,0,25.8,25.7,25.7,0.00
18,18,62,47.1,31,21,15.9,13,52,31.5,16,13,3.3,0,25.8,25.8,25.7,0.00
19,19,71,54.9,38,33,24.5,0,53,34.8,18,18,7.9,0,25.7,25.6,25.5,0.00
20,20,68,55.7,43,29,22.2,9,56,31.5,10,14,5.1,0,25.7,25.6,25.5,0.00
21,21,76,59.6,41,28,23.6,21,51,27.7,14,14,4.9,0,25.6,25.5,25.5,0.00
22,22,70,58.2,47,33,16.7,0,59,30.7,12,18,7.8,0,25.6,25.5,25.5,0.00
23,23,64,53.3,42,13,7.6,6,26,16.8,10,10,6.1,0,25.7,25.6,25.4,0.00
24,24,67,54.5,39,17,10.2,4,39,19.7,9,18,6.2,0,25.6,25.5,25.4,0.00
25,25,77,58.4,38,30,16.2,8,44,22.5,7,17,5.0,0,25.6,25.5,25.4,0.00
26,26,78,64.1,46,34,26.3,18,51,27.9,11,10,3.5,0,25.7,25.6,25.6,0.00
27,27,84,67.5,50,34,29.5,0,54,29.2,13,17,5.7,0,25.8,25.6,25.5,0.00
28,28,83,67.3,50,31,29.3,25,44,26.2,12,22,4.9,0,25.7,25.5,25.4,0.00
29,29,81,66.0,52,35,21.2,0,49,29.8,17,17,7.5,0,25.5,25.4,25.3,0.00
30,30,70,58.7,50,29,18.2,0,43,22.8,11,20,10.4,3,25.6,25.4,25.3,0.00
1,1,66,53.7,42,6,1.8,-2,18,12.8,7,17,8.8,0,25.9,25.8,25.6,0.00
2,2,75,59.2,41,15,7.2,4,28,14.7,6,12,4.8,0,25.9,25.8,25.6,0.00
3,3,81,64.2,45,26,18.2,10,46,20.5,8,15,5.0,0,25.6,25.5,25.4,0.00
4,4,69,59.1,49,33,23.3,0,45,28.0,16,20,5.5,0,25.4,25.3,25.2,0.00
5,5,68,55.6,49,43,36.7,0,69,53.0,27,39,9.0,0,25.4,25.3,25.2,0.00
6,6,61,54.5,48,43,39.4,36,74,57.9,39,22,10.8,0,25.4,25.3,25.3,0.00
7,7,57,49.5,44,46,41.4,38,93,75.3,51,18,5.7,0,25.6,25.5,25.4,0.00
8,8,68,57.4,48,45,41.4,34,87,59.3,28,15,4.2,0,25.6,25.5,25.5,0.00
9,9,75,63.4,48,45,36.9,0,80,46.1,19,10,2.9,0,25.7,25.6,25.5,0.00
10,10,83,69.2,54,43,34.2,0,67,36.6,16,15,5.3,0,25.8,25.6,25.6,0.00
11,11,87,71.8,54,41,37.1,27,62,32.6,12,16,4.5,0,25.7,25.6,25.6,0.00
12,12,87,72.9,56,42,28.6,0,60,28.6,13,21,5.6,0,25.6,25.6,25.5,0.00
13,13,86,71.6,54,40,30.2,0,59,27.6,13,18,5.7,0,25.6,25.5,25.5,0.00
14,14,82,70.3,55,40,32.0,0,47,28.9,14,22,7.1,0,25.5,25.4,25.4,0.00
15,15,80,66.4,53,40,27.8,0,57,30.5,8,22,8.8,0,25.5,25.4,25.4,0.00
16,16,63,58.2,53,39,33.9,0,53,42.4,34,16,7.4,0,25.5,25.4,25.4,0.00
17,17,70,58.5,50,35,25.5,0,54,35.6,17,23,8.6,0,25.5,25.4,25.4,0.00
18,18,75,58.8,45,35,25.7,0,53,35.5,18,20,6.6,0,25.6,25.5,25.5,0.00
19,19,70,59.5,49,36,27.9,18,54,33.4,15,15,8.4,0,25.7,25.6,25.6,0.00
20,20,66,65.0,64,34,17.0,0,30,30.0,30,6,4.5,3,25.6,25.5,25.4,0.00
21,21,78,66.1,55,34,21.1,0,44,22.2,13,32,13.8,0,25.5,25.3,25.3,0.00
22,22,62,50.6,38,27,15.4,8,51,27.3,12,22,11.3,6,25.4,25.3,25.3,0.00
23,23,64,52.4,38,24,17.8,11,51,28.0,14,15,6.5,0,25.5,25.4,25.3,0.00
24,24,77,58.5,41,27,19.7,10,51,26.6,8,21,8.3,0,25.5,25.4,25.3,0.00
25,25,75,61.8,50,29,23.2,17,36,24.0,13,22,9.0,0,25.4,25.4,25.3,0.00
26,26,72,60.9,50,35,27.3,21,45,29.8,15,24,11.6,0,25.5,25.4,25.4,0.00
27,27,64,56.2,44,41,30.6,0,60,45.6,24,18,7.2,0,25.5,25.5,25.4,0.00
28,28,69,60.0,52,44,33.0,0,71,45.3,24,15,9.8,7,25.4,25.4,25.4,0.00
29,29,75,63.3,54,39,30.9,0,53,35.6,16,21,10.8,0,25.4,25.3,25.3,0.00
30,30,79,63.6,46,39,27.0,0,68,34.5,13,17,6.6,0,25.5,25.4,25.4,0.00
31,31,80,66.7,49,33,19.6,0,52,25.4,9,10,4.5,0,25.6,25.5,25.5,0.00
1,1,88,72.0,52,36,26.0,20,38,20.5,9,10,3.2,0,25.6,25.4,25.3,0.00
2,2,90,74.4,58,38,29.3,0,44,25.0,9,18,7.5,0,25.3,25.3,25.2,0.00
3,3,86,73.3,57,35,28.8,23,41,21.4,11,13,5.3,0,25.4,25.4,25.3,0.00
4,4,91,75.5,55,35,24.7,0,43,20.0,8,14,4.3,0,25.4,25.4,25.4,0.00
5,5,92,78.2,60,42,31.4,23,39,21.2,8,9,3.4,0,25.5,25.4,25.4,0.00
6,6,96,80.5,61,41,31.5,0,48,22.4,10,18,5.1,0,25.4,25.4,25.3,0.00
7,7,99,82.2,63,41,34.1,25,40,20.9,7,16,5.7,0,25.5,25.4,25.3,0.00
8,8,97,83.9,67,44,39.4,35,39,22.4,11,12,5.0,0,25.4,25.4,25.3,0.00
9,9,97,82.1,68,50,40.1,33,40,24.1,11,32,6.1,0,25.5,25.3,25.2,0.00
10,10,86,68.9,59,55,47.9,42,83,50.1,24,24,7.5,0,25.5,25.3,25.2,0.00
11,11,84,69.9,55,47,38.8,26,74,38.5,13,21,9.0,0,25.4,25.4,25.4,0.00
12,12,85,72.2,59,41,29.9,0,46,25.5,11,30,12.8,0,25.5,25.4,25.3,0.00
13,13,78,65.4,51,29,21.5,12,34,21.3,8,20,9.3,0,25.6,25.5,25.4,0.00
14,14,76,63.9,48,30,25.7,22,46,25.6,14,13,5.7,0,25.6,25.5,25.4,0.00
15,15,85,69.4,52,30,25.3,18,43,21.8,8,21,7.0,0,25.4,25.4,25.3,0.00
16,16,84,70.0,54,31,25.9,0,37,22.5,13,16,7.5,0,25.5,25.5,25.4,0.00
17,17,86,69.9,53,33,23.5,0,45,24.3,9,24,6.3,0,25.5,25.5,25.4,0.00
18,18,79,65.7,54,34,24.6,0,45,25.0,10,26,11.2,0,25.4,25.3,25.3,0.00
19,19,72,60.8,49,30,24.6,18,41,26.8,13,17,11.7,3,25.5,25.4,25.3,0.00
20,20,76,61.9,47,33,27.2,0,46,30.2,15,15,6.6,0,25.5,25.4,25.4,0.00
21,21,77,64.7,50,36,27.8,0,52,30.8,12,12,5.1,0,25.5,25.5,25.4,0.00
22,22,83,69.4,53,36,23.2,0,45,25.9,14,17,5.8,0,25.5,25.4,25.3,0.00
23,23,76,65.9,56,44,35.0,0,48,34.8,21,22,6.3,0,25.3,25.3,25.3,0.00
24,24,66,60.6,55,45,42.7,38,67,52.1,43,18,5.5,0,25.4,25.3,25.2,0.00
25,25,77,66.8,57,53,48.5,45,69,52.6,37,29,10.0,0,25.5,25.4,25.4,0.00
26,26,88,73.7,57,49,46.3,42,69,41.1,21,20,6.2,0,25.5,25.5,25.4,0.00
27,27,96,78.7,59,46,43.5,40,58,32.3,15,17,5.2,0,25.6,25.6,25.5,0.00
28,28,102,84.2,67,50,43.4,36,51,27.3,11,30,7.1,0,25.6,25.5,25.4,0.00
29,29,102,85.0,70,49,42.6,0,47,27.1,9,15,4.7,0,25.5,25.4,25.4,0.00
30,30,102,86.9,68,47,43.8,35,47,24.9,10,18,6.5,0,25.5,25.4,25.3,0.00
1,1,104,87.0,71,50,42.1,35,38,22.8,10,35,7.6,0,25.6,25.4,25.4,0.00
2,2,104,84.2,73,57,48.5,39,50,32.3,11,20,6.3,0,25.7,25.5,25.4,0.00
3,3,100,82.4,66,54,50.5,44,63,36.8,16,18,5.8,0,25.6,25.5,25.4,0.00
4,4,95,82.8,69,53,50.6,47,53,34.5,19,21,5.5,0,25.4,25.4,25.3,0.00
5,5,96,82.5,68,52,38.8,22,52,26.3,7,23,6.8,0,25.3,25.2,25.2,0.00
6,6,96,79.4,63,39,33.5,25,40,21.8,9,23,8.2,0,25.3,25.3,25.2,0.00
7,7,96,80.2,63,39,31.4,0,39,21.4,9,22,6.2,0,25.4,25.3,25.3,0.00
8,8,96,79.8,64,40,34.1,0,40,22.8,8,21,6.6,0,25.5,25.4,25.4,0.00
9,9,93,79.3,63,40,33.1,0,41,21.4,12,20,6.9,0,25.6,25.5,25.5,0.00
10,10,93,78.7,60,37,33.5,0,42,22.3,12,22,7.8,0,25.5,25.5,25.4,0.00
11,11,90,80.3,68,40,31.7,24,31,18.5,10,21,9.9,0,25.4,25.4,25.3,0.00
12,12,91,74.8,55,31,24.5,0,40,20.3,9,23,7.0,0,25.4,25.4,25.3,0.00
13,13,92,76.0,58,33,20.8,0,39,19.2,8,20,6.9,0,25.5,25.4,25.4,0.00
14,14,94,78.8,61,38,32.5,0,41,22.7,11,16,6.1,0,25.5,25.4,25.4,0.00
15,15,95,79.8,65,42,37.8,30,37,23.8,12,23,6.9,0,25.4,25.3,25.2,0.00
16,16,91,78.3,66,44,35.8,26,43,23.8,10,24,9.0,0,25.5,25.3,25.3,0.00
17,17,94,76.5,57,36,26.5,0,41,20.8,7,16,4.7,0,25.6,25.5,25.4,0.00
18,18,99,81.8,63,39,33.1,23,37,20.6,7,13,3.8,0,25.6,25.5,25.4,0.00
19,19,104,86.2,67,41,36.6,26,39,20.0,7,17,5.6,0,25.5,25.4,25.3,0.00
20,20,103,87.2,68,47,35.0,0,39,20.0,8,15,4.8,0,25.4,25.3,25.3,0.00
21,21,104,88.6,70,47,39.1,0,44,21.6,9,17,7.4,0,25.4,25.3,25.3,0.00
22,22,100,87.0,70,49,41.9,31,36,22.0,9,22,8.1,0,25.5,25.4,25.3,0.00
23,23,86,79.7,71,49,42.3,35,38,26.7,19,17,6.2,0,25.5,25.4,25.4,0.00
24,24,95,81.1,66,51,48.3,44,54,33.8,17,14,6.4,0,25.5,25.4,25.4,0.00
25,25,98,79.8,70,59,50.4,45,51,37.8,16,18,5.4,0,25.7,25.5,25.4,0.00
26,26,94,80.4,65,55,50.7,47,70,38.8,21,16,5.5,0,25.6,25.5,25.4,0.00
27,27,94,80.3,66,52,43.5,37,47,28.9,15,18,7.1,0,25.5,25.4,25.3,0.00
28,28,93,79.7,66,46,40.4,36,43,26.5,14,23,7.8,0,25.4,25.3,25.3,0.00
29,29,91,76.3,60,42,32.1,0,48,24.9,10,18,6.5,0,25.5,25.4,25.3,0.00
30,30,91,75.9,60,40,34.0,0,44,25.3,11,20,6.1,0,25.6,25.5,25.5,0.00
31,31,90,78.8,67,41,34.6,0,37,22.7,13,21,10.0,0,25.6,25.5,25.4,0.00
1,1,83,73.1,60,39,25.9,14,46,20.8,8,28,9.5,0,25.6,25.4,25.4,0.00
2,2,87,70.9,53,33,23.9,0,34,20.4,6,17,5.9,0,25.5,25.4,25.4,0.00
3,3,91,74.7,57,36,24.4,0,41,22.3,10,20,6.8,0,25.5,25.4,25.4,0.00
4,4,96,77.2,60,39,31.1,0,46,23.3,7,18,6.6,0,25.5,25.4,25.4,0.00
5,5,94,77.5,60,37,29.6,0,41,21.5,7,20,5.6,0,25.5,25.4,25.4,0.00
6,6,95,78.2,59,40,29.5,0,39,20.8,8,20,7.0,0,25.5,25.4,25.3,0.00
7,7,88,76.0,66,38,28.5,0,36,22.5,13,24,11.3,0,25.5,25.4,25.4,0.00
8,8,86,70.6,59,55,36.9,0,78,35.6,14,38,7.8,0,25.6,25.4,25.3,0.00
9,9,86,70.4,57,53,41.1,26,77,39.4,11,23,7.3,0,25.4,25.4,25.3,0.00
10,10,84,69.7,54,37,27.8,0,53,27.5,11,18,6.6,0,25.5,25.5,25.4,0.00
11,11,87,71.7,56,38,30.0,0,42,25.9,11,20,6.3,0,25.5,25.5,25.4,0.00
12,12,89,73.0,58,41,32.2,0,49,28.0,12,20,5.6,0,25.5,25.4,25.4,0.00
13,13,92,75.7,57,39,29.4,0,49,23.8,8,20,7.0,0,25.6,25.5,25.4,0.00
14,14,94,77.0,60,37,29.1,0,37,21.0,8,18,6.1,0,25.5,25.4,25.4,0.00
15,15,93,75.9,57,35,26.4,0,42,20.0,6,18,5.2,0,25.5,25.4,25.4,0.00
16,16,93,75.5,56,35,25.7,0,44,20.2,6,17,5.4,0,25.5,25.5,25.4,0.00
17,17,96,77.5,60,40,35.1,0,42,24.6,8,13,4.1,0,25.5,25.4,25.4,0.00
18,18,96,81.7,61,43,39.4,33,48,24.5,11,20,6.7,0,25.5,25.4,25.4,0.00
19,19,83,77.5,69,50,45.5,41,51,32.5,26,12,5.0,0,25.5,25.5,25.4,0.00
