,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
23,23,51,48.0,44,48,44.9,39,100,89.4,77,8,3.1,0,29.9,29.9,29.8,0.00
24,24,59,50.6,48,52,47.7,46,100,90.5,75,8,1.9,0,30.0,29.9,29.9,0.00
25,25,62,51.4,45,53,49.1,44,100,92.5,67,6,1.2,0,30.0,29.9,29.9,0.00
26,26,59,47.9,39,47,41.4,33,100,81.3,40,18,3.2,0,29.9,29.9,29.8,0.00
27,27,57,45.2,36,35,24.8,0,86,64.7,37,16,6.5,0,30.0,29.9,29.9,0.00
28,28,58,47.5,36,38,34.4,0,86,65.3,46,17,9.0,0,30.1,30.0,30.0,0.00
29,29,63,50.7,42,41,37.9,35,86,63.2,41,14,7.2,0,30.2,30.1,30.1,0.00
30,30,67,49.8,36,44,40.0,34,93,71.8,43,12,4.2,0,30.1,30.1,30.1,0.00
31,31,66,42.6,32,44,33.2,0,100,84.0,43,6,1.1,0,30.1,30.1,30.0,0.00
1,1,67,42.6,33,46,33.5,0,100,84.1,47,7,1.0,0,30.0,30.0,29.9,0.00
2,2,60,44.4,37,48,41.1,36,100,89.2,62,7,1.1,0,30.1,30.1,30.0,0.00
3,3,62,44.7,37,47,41.6,37,100,90.1,56,7,1.2,0,30.1,30.0,30.0,0.00
4,4,55,44.7,37,47,42.2,36,100,91.4,74,7,2.8,0,30.0,29.9,29.9,0.00
5,5,63,48.7,44,46,42.8,37,93,81.1,52,10,3.1,0,30.0,29.9,29.9,0.00
6,6,61,39.4,0,42,29.4,0,96,72.3,0,8,2.0,0,30.0,30.0,29.9,0.00
7,7,56,45.5,37,45,38.7,31,100,79.9,40,13,3.9,0,30.0,29.9,29.8,0.00
8,8,59,34.6,0,36,25.8,0,100,74.7,0,14,4.1,0,29.9,29.8,29.8,0.00
9,9,61,21.8,0,33,11.7,0,82,24.0,0,13,2.9,0,29.9,29.9,29.9,0.00
10,10,64,36.0,0,37,27.4,0,92,63.0,0,9,2.0,0,29.9,29.9,29.8,0.00
11,11,67,47.0,31,39,31.2,0,96,67.3,23,10,2.9,0,30.1,30.0,29.9,0.00
12,12,62,41.5,30,43,33.8,0,100,84.6,43,9,1.2,0,30.2,30.1,30.1,0.00
13,13,66,41.2,30,44,34.4,0,100,84.0,43,8,1.1,0,30.2,30.1,30.0,0.00
14,14,69,41.5,35,50,37.9,34,100,88.6,48,8,0.9,0,30.1,30.1,30.0,0.00
15,15,71,43.2,33,44,34.8,0,100,83.0,33,7,0.8,0,30.1,30.1,30.0,0.00
16,16,71,48.6,39,44,40.2,36,100,76.7,36,8,2.2,0,30.1,29.9,29.9,0.00
17,17,65,44.3,36,43,38.0,35,100,82.3,35,9,1.6,0,29.9,29.9,29.8,0.00
18,18,53,42.9,36,43,37.9,34,100,83.5,61,10,2.7,0,29.9,29.8,29.7,0.00
19,19,49,41.8,35,41,34.3,0,100,78.6,50,20,5.6,0,29.8,29.7,29.6,0.00
20,20,59,45.8,29,35,27.1,0,92,61.6,36,13,6.3,0,29.9,29.8,29.7,0.00
21,21,63,50.1,40,37,30.1,0,77,55.5,23,12,5.5,0,30.0,29.9,29.9,0.00
22,22,64,48.3,33,44,37.6,31,92,69.8,34,10,2.8,0,30.1,30.0,30.0,0.00
23,23,59,50.1,43,42,25.1,0,83,53.3,29,14,9.1,0,30.1,30.0,30.0,0.00
24,24,68,49.5,38,37,24.5,0,79,55.4,17,14,6.0,0,30.1,30.0,30.0,0.00
25,25,68,48.0,33,42,30.7,0,92,65.4,17,14,4.4,0,30.1,30.0,30.0,0.00
26,26,72,50.2,37,39,25.8,0,86,56.8,19,12,5.8,0,30.1,30.0,29.9,0.00
27,27,70,50.7,32,47,34.4,0,92,64.7,28,10,2.5,0,30.2,30.1,30.0,0.00
28,28,70,55.0,43,53,47.2,42,97,77.0,49,9,1.8,0,30.3,30.2,30.2,0.00
1,1,73,48.4,37,49,42.4,36,100,83.1,35,9,1.8,0,30.3,30.2,30.1,0.00
2,2,70,55.5,45,51,46.8,42,93,74.5,49,6,2.6,0,30.1,30.0,29.9,0.00
3,3,67,52.6,46,50,45.9,43,93,80.0,42,14,4.7,0,29.9,29.9,29.8,0.00
4,4,56,47.7,39,45,43.1,36,93,84.2,64,8,2.4,0,30.0,29.9,29.9,0.00
5,5,54,43.3,34,47,38.9,33,100,85.8,62,26,6.0,0,29.9,29.8,29.6,0.00
6,6,55,49.2,36,46,40.1,35,97,72.3,51,23,9.4,0,29.9,29.8,29.6,0.00
7,7,55,41.5,34,39,35.4,31,100,81.5,40,8,4.3,0,29.8,29.8,29.7,0.00
8,8,64,48.5,35,37,34.8,31,93,64.8,29,14,6.3,0,29.9,29.7,29.7,0.00
9,9,70,52.3,36,43,36.0,0,89,63.2,22,10,2.5,0,30.1,30.1,29.9,0.00
10,10,71,52.1,36,44,38.2,27,93,66.3,20,9,4.0,0,30.2,30.1,30.1,0.00
11,11,71,42.5,34,48,38.6,33,100,87.8,38,9,0.8,0,30.1,30.1,29.9,0.00
12,12,73,49.0,39,52,43.0,39,100,83.2,42,9,1.7,0,30.0,29.9,29.9,0.00
13,13,79,50.0,39,55,43.9,39,100,83.6,30,6,0.6,0,30.0,30.0,29.9,0.00
14,14,73,53.1,45,54,46.1,42,93,79.2,48,7,1.7,0,30.0,29.9,29.9,0.00
15,15,74,54.3,41,53,43.8,39,96,72.2,35,14,3.5,0,29.9,29.9,29.8,0.00
16,16,75,48.5,37,47,39.1,31,100,77.1,21,22,3.8,0,29.9,29.9,29.8,0.00
17,17,69,55.5,45,44,39.1,35,82,57.0,30,15,6.6,0,30.0,29.9,29.9,0.00
18,18,66,49.9,37,45,40.5,36,93,73.5,40,9,2.1,0,29.9,29.9,29.8,0.00
19,19,59,50.8,41,48,43.7,39,93,78.0,57,8,1.8,0,29.9,29.9,29.9,0.00
20,20,61,50.8,46,54,47.5,43,100,88.5,72,14,3.1,0,30.0,29.9,29.9,0.00
21,21,67,51.8,37,42,38.6,35,93,64.0,34,12,5.6,0,29.9,29.9,29.8,0.00
22,22,68,53.8,42,37,27.4,0,71,49.0,23,12,8.7,5,29.9,29.9,29.9,0.00
23,23,67,51.7,37,41,32.1,0,86,59.9,27,9,4.9,0,30.0,29.9,29.9,0.00
24,24,70,50.4,37,46,41.0,36,96,74.0,38,10,3.4,0,29.9,29.9,29.8,0.00
25,25,61,46.9,39,45,42.1,37,100,84.9,55,9,2.7,0,29.9,29.8,29.8,0.00
26,26,65,46.8,37,47,41.7,37,100,84.6,50,12,2.3,0,29.8,29.8,29.8,0.00
27,27,60,51.3,44,53,46.7,42,94,84.8,64,8,3.1,0,29.9,29.8,29.8,0.00
28,28,63,53.0,48,54,48.8,46,94,86.1,70,7,2.1,0,29.9,29.9,29.8,0.00
29,29,76,54.8,48,55,49.2,46,100,83.8,42,10,2.6,0,29.9,29.9,29.8,0.00
30,30,65,55.6,50,54,50.2,48,94,82.4,61,12,2.8,0,29.9,29.9,29.8,0.00
31,31,60,55.0,50,54,52.4,48,100,90.4,78,13,2.6,0,29.9,29.9,29.8,0.00
1,1,64,54.0,50,52,50.1,47,100,87.9,63,7,1.6,0,30.0,29.9,29.9,0.00
2,2,67,49.8,43,55,46.5,43,100,88.8,61,12,2.7,0,30.0,30.0,29.9,0.00
3,3,74,52.3,48,56,48.0,46,100,86.9,48,12,3.0,0,30.0,29.9,29.8,0.00
4,4,59,52.9,48,55,50.9,46,100,92.5,87,13,2.8,0,29.9,29.9,29.8,0.00
5,5,63,55.4,51,54,51.3,48,100,87.1,60,10,2.8,0,30.0,30.0,29.9,0.00
6,6,68,56.6,52,55,50.7,48,94,81.8,54,15,3.2,0,30.0,30.0,29.9,0.00
7,7,63,55.2,50,54,48.5,42,97,79.6,56,20,6.4,0,30.0,29.9,29.6,0.00
8,8,68,55.3,46,42,36.2,33,77,51.1,31,23,14.9,8,29.9,29.8,29.6,0.00
9,9,76,60.9,44,42,39.4,35,79,49.1,25,15,9.2,3,29.9,29.9,29.9,0.00
10,10,85,65.6,47,53,46.3,42,86,53.7,26,16,8.3,0,30.0,29.9,29.9,0.00
11,11,74,61.3,50,49,44.7,42,83,56.4,34,13,8.0,0,29.9,29.8,29.6,0.00
12,12,74,56.0,42,53,45.9,40,93,71.5,43,13,3.2,0,29.7,29.7,29.6,0.00
13,13,73,56.8,43,47,41.3,35,93,60.5,35,16,7.0,0,29.7,29.7,29.6,0.00
14,14,71,56.2,46,44,31.3,0,80,50.5,27,26,11.8,6,29.8,29.7,29.7,0.00
15,15,60,50.3,43,43,25.7,0,89,58.8,32,23,12.3,0,29.8,29.7,29.7,0.00
16,16,69,55.0,42,38,29.5,0,66,45.6,22,17,9.1,0,30.0,29.9,29.8,0.00
17,17,72,57.8,44,38,31.7,0,76,44.5,17,13,8.0,0,30.1,30.0,30.0,0.00
18,18,76,59.1,41,46,38.8,33,86,53.8,21,13,5.2,0,30.1,30.0,30.0,0.00
19,19,80,61.2,43,54,45.5,41,93,60.9,29,18,5.8,0,30.1,30.0,29.9,0.00
20,20,80,63.7,50,50,42.7,37,83,50.2,22,14,7.2,0,29.9,29.9,29.8,0.00
21,21,87,64.3,44,51,46.2,41,93,58.8,23,10,3.3,0,29.9,29.8,29.7,0.00
22,22,90,68.0,50,53,45.6,30,86,53.3,12,13,5.7,0,29.8,29.7,29.7,0.00
23,23,82,66.1,46,49,33.9,14,93,39.3,11,14,8.5,0,29.8,29.7,29.7,0.00
24,24,63,51.1,45,48,45.0,43,100,80.9,58,14,5.5,0,29.8,29.7,29.7,0.00
25,25,66,55.4,49,48,45.7,43,86,71.2,52,13,5.0,0,29.9,29.9,29.8,0.00
26,26,69,52.6,44,53,47.0,42,100,83.0,56,12,3.7,0,30.1,30.0,29.9,0.00
27,27,75,53.8,47,54,47.6,45,96,82.0,42,14,3.5,0,30.1,30.0,29.9,0.00
28,28,86,54.9,41,54,45.8,41,100,78.0,28,9,1.3,0,29.9,29.8,29.7,0.00
29,29,90,69.8,51,53,48.6,46,89,53.2,23,14,5.5,0,29.7,29.7,29.6,0.00
30,30,87,69.2,52,46,38.6,0,74,40.2,15,15,8.3,0,29.7,29.6,29.6,0.00
1,1,89,69.7,52,46,23.2,0,59,23.5,7,18,8.5,0,29.9,29.8,29.7,0.00
2,2,90,68.0,44,43,33.7,0,89,40.0,10,13,3.0,0,30.0,29.9,29.9,0.00
3,3,90,66.0,45,48,41.4,33,82,47.7,14,10,3.5,0,29.9,29.7,29.6,0.00
4,4,89,62.9,44,50,45.6,36,93,61.9,17,16,4.8,0,29.6,29.5,29.4,0.00
5,5,63,58.3,56,50,48.3,47,80,69.6,58,15,5.8,0,29.6,24.8,0.0,0.00
6,6,69,59.5,49,51,48.8,46,93,69.5,45,12,4.6,0,29.8,21.1,0.0,0.00
7,7,71,58.6,50,53,49.2,44,96,74.4,39,12,4.0,0,29.9,29.8,29.8,0.00
8,8,66,55.9,51,52,49.5,47,96,79.7,60,10,5.0,0,30.0,29.9,29.9,0.00
9,9,72,55.7,46,52,48.8,46,100,79.4,49,13,4.7,0,30.0,29.9,29.9,0.00
10,10,75,59.6,51,55,50.6,48,89,73.9,50,13,5.3,0,30.0,30.0,29.9,0.00
11,11,83,56.2,46,57,49.8,46,100,83.0,38,12,2.9,0,30.0,29.9,29.9,0.00
12,12,82,57.2,46,60,50.4,46,100,82.1,44,15,3.4,0,30.0,29.9,29.8,0.00
13,13,85,58.4,48,60,49.7,46,100,78.9,32,18,3.9,0,29.9,29.9,29.8,0.00
14,14,90,66.5,50,52,47.0,35,86,55.3,16,15,5.2,0,29.8,29.7,29.7,0.00
15,15,83,62.1,44,48,43.5,41,93,56.8,23,17,4.5,0,29.9,29.8,29.8,0.00
16,16,73,61.8,52,51,48.1,45,80,62.5,40,18,5.9,0,29.8,29.8,29.7,0.00
17,17,72,58.3,44,46,43.8,41,93,62.2,35,15,5.3,0,29.9,29.8,29.8,0.00
18,18,83,62.2,43,48,43.6,40,93,57.3,24,20,6.7,0,29.9,29.9,29.9,0.00
19,19,85,68.5,54,49,42.7,35,77,44.8,17,14,8.1,0,29.9,29.9,29.8,0.00
20,20,89,67.7,50,50,43.3,33,86,51.8,14,13,6.3,0,29.8,29.8,29.7,0.00
21,21,75,60.1,46,46,41.1,34,93,54.5,26,23,12.8,0,29.8,29.8,29.7,0.00
22,22,70,57.0,45,39,30.7,0,63,41.4,19,21,14.3,0,29.9,29.8,29.7,0.00
23,23,72,59.2,47,40,38.2,35,69,48.5,27,15,8.3,3,29.8,29.8,29.7,0.00
24,24,75,58.9,41,43,40.2,35,89,54.8,25,10,3.5,0,29.8,29.8,29.7,0.00
25,25,75,59.3,42,47,43.1,40,92,59.0,33,15,4.7,0,29.9,29.8,29.8,0.00
26,26,75,62.1,48,50,46.9,45,89,60.5,37,18,7.6,0,29.9,29.9,29.9,0.00
27,27,63,56.5,48,55,51.5,44,100,84.1,64,12,4.9,0,29.9,29.9,29.8,0.00
28,28,75,60.3,55,56,53.8,50,100,81.5,48,14,2.9,0,29.8,29.8,29.7,0.00
29,29,80,65.3,56,54,49.1,37,82,59.4,21,17,5.6,0,29.8,29.7,29.7,0.00
30,30,84,63.0,45,46,41.3,31,93,53.4,15,15,5.5,0,29.8,29.8,29.7,0.00
31,31,92,70.7,48,52,45.7,41,83,46.6,17,15,6.7,0,29.8,29.8,29.7,0.00
1,1,96,72.2,52,55,47.1,42,88,48.1,19,14,4.5,0,29.7,29.7,29.6,0.00
2,2,86,67.0,52,52,48.6,45,80,55.3,29,13,5.2,0,29.6,29.5,29.5,0.00
3,3,67,57.5,48,51,49.0,46,93,74.5,54,14,6.5,0,29.7,29.6,29.5,0.00
4,4,65,57.7,54,52,50.2,48,88,76.6,61,13,6.8,0,29.8,29.8,29.7,0.00
5,5,71,57.9,52,52,49.8,48,93,76.1,51,13,5.7,0,29.8,29.8,29.7,0.00
6,6,75,58.1,51,54,50.2,48,96,76.9,48,13,5.1,0,29.8,29.7,29.7,0.00
7,7,91,61.5,50,60,52.3,50,100,77.1,34,10,2.3,0,29.7,29.7,29.5,0.00
8,8,88,66.2,55,60,53.8,51,89,67.5,37,18,6.3,0,29.7,29.6,29.5,0.00
9,9,65,59.5,56,54,52.6,52,90,78.4,64,12,6.1,0,29.7,29.7,29.7,0.00
10,10,62,57.4,55,56,54.0,52,100,88.3,70,9,4.2,0,29.8,29.7,29.7,0.00
11,11,80,63.2,52,56,52.8,48,100,72.0,43,10,2.4,0,29.8,29.8,29.7,0.00
12,12,85,59.6,43,49,41.7,33,100,62.7,16,20,4.7,0,29.8,29.8,29.7,0.00
13,13,84,66.4,46,45,41.7,37,86,45.8,19,16,6.6,0,29.9,29.8,29.8,0.00
14,14,89,67.8,52,48,44.7,37,83,49.8,16,14,7.2,0,29.8,29.7,29.6,0.00
15,15,80,61.3,46,53,48.4,43,93,66.3,34,15,5.1,0,29.8,29.7,29.6,0.00
16,16,89,66.7,46,50,46.0,40,93,55.4,20,16,5.2,0,29.9,29.8,29.8,0.00
17,17,83,65.5,49,53,49.4,45,86,59.7,33,17,6.5,0,29.9,29.9,29.8,0.00
18,18,75,62.9,49,50,46.0,41,93,58.0,29,21,9.4,0,29.8,29.8,29.8,0.00
19,19,79,65.0,48,46,42.8,37,80,49.1,22,17,8.2,0,29.9,29.8,29.8,0.00
20,20,84,67.7,48,46,42.9,38,83,46.2,22,17,6.4,0,29.8,29.8,29.7,0.00
21,21,88,68.0,48,49,44.5,38,86,50.1,18,10,3.3,0,29.8,29.8,29.7,0.00
22,22,91,72.0,51,50,45.7,36,83,45.6,16,20,5.8,0,29.7,29.7,29.6,0.00
23,23,70,63.8,56,59,55.7,52,90,75.9,61,13,7.5,0,29.7,29.6,29.6,0.00
24,24,68,59.3,57,58,56.0,54,96,89.2,68,10,3.7,0,29.7,29.7,29.6,0.00
25,25,64,61.5,59,63,60.0,57,100,95.2,93,9,4.2,0,29.8,29.8,29.7,0.00
26,26,79,65.1,61,65,61.5,59,100,89.7,52,7,1.9,0,29.9,29.8,29.8,0.00
27,27,91,66.6,57,64,59.3,57,100,81.9,39,9,2.4,0,29.9,29.9,29.8,0.00
28,28,98,78.7,59,66,59.5,46,97,57.9,20,9,3.8,0,29.8,29.8,29.7,0.00
29,29,101,80.0,60,64,59.6,56,90,55.0,25,9,3.8,0,29.7,29.7,29.6,0.00
30,30,94,75.0,58,63,57.3,53,84,57.6,31,12,5.0,0,29.6,29.6,29.5,0.00
1,1,97,73.5,56,63,57.5,53,90,61.5,30,12,4.1,0,29.6,29.6,29.6,0.00
2,2,90,69.7,59,61,57.0,55,90,66.8,37,15,6.4,0,29.8,29.7,29.6,0.00
3,3,87,69.8,57,61,57.1,55,94,67.5,40,13,4.5,0,29.7,29.7,29.6,0.00
4,4,97,79.1,63,62,54.0,40,81,48.0,15,23,8.6,0,29.6,29.5,29.5,0.00
5,5,83,66.6,54,55,50.7,42,83,59.4,33,13,6.3,0,29.6,29.5,29.5,0.00
6,6,76,60.4,53,55,52.0,50,94,76.3,48,15,4.9,0,29.6,29.6,29.5,0.00
7,7,78,60.0,52,56,52.1,50,94,77.9,46,13,5.8,0,29.7,29.6,29.6,0.00
8,8,78,60.0,52,56,52.0,48,97,77.8,45,14,5.0,0,29.8,29.8,29.7,0.00
9,9,92,62.9,51,55,52.4,46,100,76.6,20,10,3.7,0,29.9,29.8,29.7,0.00
10,10,76,58.1,50,54,50.6,48,100,79.5,40,14,6.3,0,29.8,29.8,29.7,0.00
11,11,75,57.5,50,54,50.4,48,96,79.3,46,13,5.9,0,29.8,29.7,29.7,0.00
12,12,77,60.2,52,55,51.3,49,94,74.9,46,12,4.4,0,29.8,29.7,29.7,0.00
13,13,82,56.5,45,56,48.9,45,100,80.1,36,13,3.5,0,29.8,29.7,29.7,0.00
14,14,76,57.9,52,54,51.4,50,100,81.8,46,13,4.7,0,29.8,29.8,29.7,0.00
15,15,67,56.8,50,52,50.6,48,96,81.0,59,14,6.3,0,29.8,29.7,29.7,0.00
16,16,68,58.6,54,55,52.3,51,93,80.3,63,10,4.7,0,29.8,29.8,29.7,0.00
17,17,79,57.8,50,57,52.4,48,100,84.8,46,14,3.0,0,29.9,29.9,29.8,0.00
18,18,80,60.9,54,56,53.8,51,100,80.7,40,13,4.5,0,29.9,29.8,29.7,0.00
19,19,84,59.7,52,59,52.6,50,100,80.9,39,15,3.9,0,29.8,29.7,29.6,0.00
20,20,83,58.2,50,58,52.1,50,100,83.9,41,14,3.1,0,29.7,29.6,29.5,0.00
21,21,79,60.7,52,55,51.5,50,93,74.8,40,14,5.0,0,29.7,29.6,29.6,0.00
22,22,83,63.5,50,56,52.6,48,94,71.2,34,12,3.9,0,29.8,29.8,29.7,0.00
23,23,77,66.3,58,57,54.8,54,87,68.5,46,10,5.7,0,29.8,29.8,29.8,0.00
24,24,84,63.1,54,58,54.2,53,100,76.9,35,15,5.2,0,29.8,29.8,29.7,0.00
25,25,79,59.9,53,55,52.4,51,97,79.1,44,15,6.9,3,29.9,29.8,29.7,0.00
26,26,76,59.3,52,56,52.0,50,94,78.6,50,14,6.3,0,29.9,29.9,29.8,0.00
27,27,76,59.0,53,55,52.3,51,94,80.5,48,14,5.9,0,29.9,29.8,29.7,0.00
28,28,70,57.8,52,55,51.8,50,97,81.7,56,15,6.3,0,29.7,29.7,29.6,0.00
29,29,70,58.2,53,54,51.7,50,94,80.0,55,12,4.4,0,29.9,29.8,29.7,0.00
30,30,72,58.2,53,55,52.2,51,96,82.0,53,14,4.4,0,29.9,29.9,29.9,0.00
31,31,77,61.4,53,56,52.4,50,96,75.3,43,14,4.5,0,29.9,29.9,29.8,0.00
1,1,82,58.7,45,52,48.4,43,100,73.5,33,12,2.9,0,29.9,29.8,29.8,0.00
2,2,84,63.1,46,51,48.8,44,96,65.7,27,15,5.2,0,29.8,29.7,29.7,0.00
3,3,77,56.4,48,54,50.8,46,100,84.4,43,13,4.1,0,29.8,29.8,29.7,0.00
4,4,75,57.8,51,54,51.1,49,97,80.5,46,14,6.2,0,29.8,29.8,29.8,0.00
5,5,72,58.1,52,54,51.1,49,97,79.5,51,13,4.6,0,29.9,29.8,29.8,0.00
6,6,73,59.3,52,53,51.3,49,100,76.8,49,14,4.4,0,29.9,29.8,29.8,0.00
7,7,68,60.3,55,55,53.5,51,94,79.1,61,10,3.7,0,29.9,29.9,29.9,0.00
8,8,73,58.3,52,56,53.0,48,100,84.2,55,12,3.7,0,29.9,29.8,29.8,0.00
9,9,74,59.3,53,55,52.6,51,96,80.2,50,14,5.2,0,29.8,29.8,29.7,0.00
10,10,78,61.9,55,56,54.1,52,94,77.5,46,12,4.3,0,29.9,29.8,29.8,0.00
11,11,79,58.4,54,57,54.3,52,100,88.2,45,14,4.4,0,29.9,29.8,29.7,0.00
12,12,79,58.5,53,55,52.6,51,100,84.0,42,13,3.5,0,29.8,29.8,29.7,0.00
13,13,91,64.1,53,57,53.0,51,100,73.1,27,12,3.6,0,29.8,29.8,29.7,0.00
14,14,93,68.3,49,58,52.4,47,93,62.9,23,14,4.3,0,29.8,29.7,29.7,0.00
15,15,89,66.7,54,63,57.1,52,100,76.0,38,12,3.3,0,29.8,29.7,29.7,0.00
16,16,89,64.3,57,62,57.0,54,100,82.2,30,15,2.9,0,29.8,29.8,29.7,0.00
17,17,89,69.4,53,58,54.7,51,93,64.8,32,9,4.1,0,29.8,29.7,29.6,0.00
18,18,94,72.3,54,60,55.6,51,90,61.0,29,10,3.7,0,29.7,29.6,29.6,0.00
19,19,85,68.0,57,59,55.9,54,94,68.3,36,10,4.3,0,29.7,29.7,29.6,0.00
20,20,80,64.0,58,58,56.4,55,93,78.6,42,13,5.0,0,29.7,29.7,29.6,0.00
21,21,75,63.0,54,56,53.8,51,90,73.5,46,14,5.5,0,29.8,29.7,29.7,0.00
22,22,75,61.4,53,56,53.1,51,94,76.3,48,9,4.0,0,29.8,29.8,29.7,0.00
23,23,80,63.5,55,56,53.6,52,90,72.2,43,15,4.0,0,29.8,29.7,29.6,0.00
24,24,84,63.0,50,56,53.1,48,100,74.7,37,16,5.2,0,29.7,29.7,29.6,0.00
25,25,78,65.8,55,60,57.4,54,94,75.8,48,10,4.9,0,29.8,29.7,29.7,0.00
26,26,83,64.2,55,58,55.7,52,100,77.9,34,12,2.5,0,29.9,29.8,29.7,0.00
27,27,87,66.9,49,57,52.2,47,93,64.8,29,12,3.9,0,29.7,29.7,29.6,0.00
28,28,84,63.0,55,61,57.2,55,100,84.4,44,12,4.0,0,29.8,29.7,29.7,0.00
29,29,87,68.5,60,62,59.5,58,96,76.1,41,12,2.8,0,29.9,29.8,29.8,0.00
30,30,94,66.9,55,60,56.2,52,100,75.3,25,9,1.8,0,29.9,29.8,29.7,0.00
31,31,87,66.6,52,57,54.0,50,93,68.8,30,17,5.0,0,29.8,29.7,29.7,0.00
1,1,83,62.0,54,59,54.8,53,100,80.9,37,9,2.5,0,29.8,29.7,29.7,0.00
2,2,82,67.9,55,60,57.9,53,96,73.1,45,12,4.3,0,29.8,29.7,29.7,0.00
3,3,81,60.3,50,57,53.0,48,100,81.8,32,14,2.1,0,29.8,29.8,29.7,0.00
4,4,83,61.6,48,56,52.6,48,100,77.3,34,10,2.0,0,29.8,29.8,29.7,0.00
5,5,85,68.5,51,54,50.3,44,96,58.6,24,13,4.9,0,29.8,29.8,29.7,0.00
6,6,93,71.7,51,52,47.8,42,89,50.0,17,13,3.4,0,29.8,29.7,29.6,0.00
7,7,95,72.3,51,51,46.2,35,83,48.4,13,10,3.7,0,29.7,29.6,29.6,0.00
8,8,92,64.0,51,54,51.6,47,100,72.3,21,12,3.2,0,29.7,29.6,29.6,0.00
9,9,94,65.6,50,56,52.2,48,93,67.6,28,15,4.9,0,29.6,29.6,29.5,0.00
10,10,70,61.7,55,61,57.3,54,100,86.2,65,15,4.8,0,29.7,29.6,29.6,0.00
11,11,69,63.9,61,61,58.8,57,100,83.9,68,7,2.6,0,29.8,29.8,29.7,0.00
12,12,80,65.1,57,60,57.6,55,94,78.4,50,12,4.7,0,29.8,29.8,29.7,0.00
13,13,82,59.6,54,57,54.6,53,100,86.6,39,14,2.6,0,29.7,29.7,29.6,0.00
14,14,81,61.0,52,56,53.7,50,100,79.6,42,14,3.4,0,29.6,29.6,29.5,0.00
15,15,81,59.6,48,57,53.8,48,100,84.7,41,13,3.2,0,29.7,29.6,29.6,0.00
16,16,86,61.3,52,57,54.2,51,100,82.5,31,9,1.9,0,29.7,29.7,29.6,0.00
17,17,82,65.9,48,53,48.9,46,93,59.2,30,21,10.2,0,29.7,29.6,29.6,0.00
18,18,84,69.0,55,48,45.3,35,74,46.5,18,13,7.3,0,29.7,29.7,29.6,0.00
19,19,88,64.1,47,50,44.3,36,90,58.1,16,12,3.4,0,29.7,29.6,29.6,0.00
