,Date,Max Air Temp (F),Avg Air Temp (F),Min Air Temp (F),Max Dew Point (F),Avg Dew Point (F),Min Dew Point (F),Max Rel Hum (%),Avg Rel Hum (%),Min Rel Hum (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (Hg),Avg Pressure (Hg),Min Pressure (Hg),Precip (in)
14,14,50,34.8,23,21,19.5,16,80,57.4,28,13,6.9,0,23.4,23.3,23.3,0.00
15,15,52,33.2,19,21,15.9,10,86,55.5,19,10,2.7,0,23.4,23.4,23.3,0.00
16,16,52,32.8,16,18,10.9,3,86,48.3,15,9,2.5,0,23.4,23.3,23.1,0.00
17,17,52,34.7,19,16,6.4,-4,80,37.5,10,18,5.2,0,23.1,23.0,23.0,0.00
18,18,48,32.7,14,21,9.3,-8,86,45.1,15,16,4.4,0,23.1,23.0,22.9,0.00
19,19,37,29.6,19,16,6.4,-13,80,42.7,11,26,9.4,0,22.9,22.7,22.6,0.00
20,20,32,23.4,12,19,13.2,5,93,67.1,35,21,9.1,0,22.9,22.9,22.7,0.00
21,21,34,22.5,7,12,7.0,0,85,54.4,25,13,4.8,0,23.1,23.0,22.9,0.00
22,22,48,31.9,14,19,11.5,3,74,46.9,17,13,4.0,0,23.2,23.1,23.1,0.00
23,23,43,32.1,14,21,11.9,-2,79,46.0,17,41,13.8,0,23.1,23.1,23.0,0.00
24,24,45,26.7,10,9,-0.3,-18,79,41.1,8,14,6.5,0,23.2,23.2,23.1,0.00
25,25,54,31.6,10,16,4.8,-9,85,43.5,9,24,7.8,0,23.2,23.1,23.1,0.00
26,26,46,31.6,18,10,2.1,-11,58,34.2,10,17,7.8,0,23.2,23.2,23.1,0.00
27,27,52,32.6,16,18,5.5,-4,80,39.0,10,12,3.1,0,23.3,23.3,23.2,0.00
28,28,54,30.3,0,25,17.5,0,93,55.2,0,10,3.0,0,23.4,22.7,0.0,0.00
1,1,57,38.2,21,27,20.9,18,93,56.3,21,12,2.9,0,23.5,23.4,23.4,0.00
2,2,57,40.4,23,25,19.9,14,86,50.2,21,22,5.0,0,23.4,23.3,23.1,0.00
3,3,52,40.4,30,30,25.1,0,87,59.0,33,22,9.8,0,23.1,23.1,23.0,0.00
4,4,57,38.5,23,27,17.8,3,86,52.5,12,10,4.2,0,23.1,23.1,23.1,0.00
5,5,55,40.0,21,23,12.7,-2,86,39.9,12,31,7.5,0,23.1,23.0,22.9,0.00
6,6,39,34.5,23,25,16.3,7,80,49.0,28,33,13.6,0,23.0,22.9,22.9,0.00
7,7,36,28.7,21,25,21.4,18,93,75.5,56,9,2.7,0,22.9,22.9,22.9,0.00
8,8,39,31.1,25,25,20.9,14,93,68.5,38,14,8.0,0,23.0,22.9,22.8,0.00
9,9,45,32.3,21,23,13.4,5,86,50.3,21,16,8.5,0,23.3,23.2,23.0,0.00
10,10,59,38.5,19,12,1.1,-11,58,27.3,8,14,5.2,0,23.4,23.3,23.3,0.00
11,11,66,41.8,16,21,12.7,9,79,37.9,11,8,3.4,0,23.3,23.3,23.2,0.00
12,12,66,43.3,21,23,16.4,10,80,42.2,11,12,2.6,0,23.3,23.3,23.2,0.00
13,13,70,46.0,23,23,16.8,10,80,41.0,10,12,3.4,0,23.4,23.3,23.3,0.00
14,14,68,44.3,25,27,20.8,12,80,45.8,12,15,4.1,0,23.3,23.3,23.3,0.00
15,15,66,49.0,32,30,17.6,1,69,33.7,8,18,5.5,0,23.3,23.2,23.2,0.00
16,16,63,44.5,23,25,16.3,0,80,39.9,8,21,7.5,0,23.2,23.1,23.1,0.00
17,17,59,43.1,25,27,10.2,-6,61,31.5,8,21,7.6,0,23.1,23.1,23.1,0.00
18,18,59,43.1,21,28,15.2,3,68,37.3,11,18,7.7,0,23.1,23.1,23.1,0.00
19,19,61,46.9,36,30,24.4,0,65,45.6,19,21,8.2,0,23.2,23.1,23.1,0.00
20,20,55,45.3,37,30,22.9,12,70,43.5,21,36,11.9,0,23.1,23.1,23.0,0.00
21,21,57,44.1,30,27,8.0,-13,60,28.4,6,18,10.0,0,23.1,23.0,23.0,0.00
22,22,55,37.8,18,19,1.5,-20,74,32.2,5,22,8.2,0,23.1,23.0,23.0,0.00
23,23,59,37.9,16,25,6.6,-8,69,33.2,9,17,4.9,0,23.1,23.1,23.1,0.00
24,24,63,40.7,18,23,17.1,10,86,47.5,13,17,4.4,0,23.1,23.1,23.1,0.00
25,25,61,42.1,23,19,7.7,-6,74,33.0,7,22,5.8,0,23.1,23.1,23.0,0.00
26,26,54,42.9,32,30,16.1,1,81,36.5,17,20,6.5,0,23.1,23.0,23.0,0.00
27,27,57,39.6,18,28,22.8,9,100,58.3,16,22,4.8,0,23.1,23.0,23.0,0.00
28,28,59,42.3,30,28,24.5,14,87,55.3,17,24,5.1,0,23.2,23.1,23.1,0.00
29,29,63,42.9,21,27,21.9,16,93,51.0,16,20,4.5,0,23.2,23.2,23.2,0.00
30,30,63,45.0,27,30,24.9,19,86,52.2,19,22,5.5,0,23.2,23.2,23.1,0.00
31,31,52,40.7,28,36,18.5,0,93,53.6,16,30,10.3,0,23.1,23.1,23.0,0.00
1,1,54,40.9,28,27,20.2,12,80,47.7,21,22,9.7,0,23.2,23.1,23.1,0.00
2,2,63,41.9,21,30,20.9,10,93,52.6,15,13,4.4,0,23.2,23.2,23.1,0.00
3,3,66,46.5,25,27,22.9,14,86,46.8,15,13,3.7,0,23.2,23.2,23.1,0.00
4,4,57,44.1,32,30,25.1,16,75,49.9,28,25,7.2,0,23.2,23.1,23.1,0.00
5,5,61,46.6,32,30,18.9,5,69,37.9,11,22,10.8,0,23.2,23.1,23.1,0.00
6,6,61,48.6,37,28,20.8,12,53,34.8,20,24,11.3,0,23.2,23.1,23.1,0.00
7,7,63,47.2,34,28,12.7,-15,70,30.7,7,29,10.3,0,23.1,23.0,22.8,0.00
8,8,39,31.1,27,27,19.8,10,100,64.0,39,29,13.8,6,23.0,22.9,22.7,0.00
9,9,50,35.0,25,19,11.6,5,74,42.8,16,18,8.0,0,23.3,23.1,23.0,0.00
10,10,64,45.7,25,30,14.9,5,65,34.3,10,18,8.8,0,23.3,23.2,23.2,0.00
11,11,61,51.7,37,30,21.7,9,65,33.1,15,16,7.0,0,23.2,23.1,23.0,0.00
12,12,66,47.7,30,30,20.7,0,86,49.1,12,21,6.7,0,23.1,23.1,23.0,0.00
13,13,66,50.9,28,34,20.5,0,87,44.6,15,25,6.8,0,23.1,23.0,22.9,0.00
14,14,63,53.3,41,25,16.1,9,45,23.8,15,43,14.1,0,23.0,22.9,22.8,0.00
15,15,57,44.6,30,23,-3.6,-20,52,17.1,5,44,17.5,0,22.8,22.8,22.7,0.00
16,16,36,27.0,23,23,17.0,3,93,67.8,32,26,11.0,3,23.1,22.9,22.8,0.00
17,17,43,29.8,14,19,10.0,0,93,49.6,18,15,7.9,0,23.3,23.2,23.1,0.00
18,18,57,37.2,19,18,8.6,0,68,36.5,13,16,7.8,0,23.3,23.3,23.3,0.00
19,19,64,45.8,25,30,19.8,14,69,41.4,15,22,5.0,0,23.3,23.3,23.2,0.00
20,20,70,50.3,30,34,16.4,-4,75,38.9,6,18,5.2,0,23.2,23.2,23.1,0.00
21,21,73,54.4,27,37,22.6,0,93,39.7,11,18,4.1,0,23.2,23.2,23.1,0.00
22,22,72,55.7,34,36,20.1,0,81,35.3,11,20,7.2,0,23.2,23.1,23.1,0.00
23,23,68,48.2,28,34,15.0,0,65,33.4,10,20,8.3,0,23.2,23.1,23.1,0.00
24,24,63,47.1,27,27,12.5,3,86,30.6,13,16,5.8,0,23.1,23.1,23.1,0.00
25,25,66,49.3,30,36,16.4,0,75,34.6,13,16,5.9,0,23.2,23.1,23.1,0.00
26,26,70,51.1,28,30,17.2,0,75,35.5,9,17,4.1,0,23.4,23.3,23.2,0.00
27,27,73,55.8,34,37,23.3,0,62,35.3,8,17,5.0,0,23.4,23.3,23.3,0.00
28,28,75,57.9,36,36,18.9,0,81,40.0,11,18,6.1,0,23.3,23.2,23.1,0.00
29,29,75,57.5,37,34,20.4,0,70,37.5,8,21,5.6,0,23.2,23.1,23.0,0.00
30,30,72,59.3,45,37,21.2,0,66,26.6,13,23,9.4,0,23.1,23.0,23.0,0.00
1,1,66,47.8,30,9,0.9,-4,34,16.6,7,18,7.7,0,23.4,23.3,23.2,0.00
2,2,70,50.0,30,10,4.7,-4,35,18.4,7,15,5.0,0,23.4,23.4,23.3,0.00
3,3,73,52.4,27,28,12.8,1,49,25.0,6,17,4.2,0,23.4,23.2,23.1,0.00
4,4,63,48.0,37,34,17.4,0,81,38.8,12,20,5.7,0,23.1,23.0,22.9,0.00
5,5,61,45.1,30,36,24.8,0,93,57.6,17,23,4.3,0,23.0,22.9,22.9,0.00
6,6,48,37.6,30,39,26.9,0,93,81.1,54,17,3.1,0,23.0,23.0,22.9,0.00
7,7,50,39.8,32,39,31.3,0,100,81.5,47,26,3.6,0,23.1,23.0,23.0,0.00
8,8,57,43.1,32,39,30.2,0,100,76.5,38,20,4.2,0,23.2,23.1,23.1,0.00
9,9,63,50.2,36,39,30.8,0,93,58.9,27,13,3.7,0,23.3,23.2,23.2,0.00
10,10,70,54.1,36,39,25.0,0,93,48.1,18,12,2.9,0,23.4,23.3,23.3,0.00
11,11,75,57.5,37,37,24.7,0,75,41.7,13,16,4.5,0,23.4,23.4,23.3,0.00
12,12,77,59.4,36,39,27.2,0,87,44.1,17,15,4.8,0,23.4,23.3,23.3,0.00
13,13,75,58.9,34,39,25.6,0,87,39.1,14,18,3.8,0,23.3,23.3,23.2,0.00
14,14,73,54.5,37,43,27.6,0,71,44.8,15,28,6.6,0,23.2,23.2,23.1,0.00
15,15,73,56.1,37,36,19.8,0,81,37.9,11,21,6.3,0,23.2,23.2,23.1,0.00
16,16,59,49.4,41,36,20.3,0,70,46.1,23,24,6.9,0,23.1,23.1,23.0,0.00
17,17,59,48.6,36,30,20.5,0,81,48.1,23,23,10.6,0,23.1,23.1,23.0,0.00
18,18,68,44.8,0,34,19.2,0,80,43.8,0,20,6.5,0,23.2,22.5,0.0,0.00
19,19,68,51.4,34,30,20.9,9,70,36.4,11,18,9.3,0,23.3,23.2,23.2,0.00
20,20,73,53.5,32,30,17.0,0,60,31.8,9,14,6.6,0,23.3,23.2,23.1,0.00
21,21,70,54.5,34,30,19.6,0,75,34.5,9,33,11.9,0,23.2,23.1,23.0,0.00
22,22,63,53.4,37,19,10.2,1,39,19.8,9,29,17.0,5,23.0,22.9,22.9,0.00
23,23,61,46.2,25,16,7.8,-11,54,25.7,5,28,10.8,0,23.1,23.0,22.9,0.00
24,24,68,48.3,21,19,12.3,9,59,28.3,11,26,8.5,0,23.1,23.1,23.0,0.00
25,25,68,50.1,23,27,18.4,9,59,32.5,11,29,9.2,0,23.1,23.1,23.1,0.00
26,26,64,52.7,39,30,20.3,0,61,35.1,16,24,13.4,0,23.2,23.1,23.1,0.00
27,27,68,49.8,23,36,22.7,0,75,43.9,13,23,10.5,0,23.1,23.1,23.1,0.00
28,28,66,55.9,46,37,22.0,0,62,37.9,16,26,15.1,0,23.1,23.0,23.0,0.00
29,29,70,57.8,45,39,24.6,0,76,36.9,15,28,13.8,0,23.1,23.0,23.0,0.00
30,30,77,56.5,25,37,19.5,0,93,40.1,5,23,9.5,0,23.2,23.1,23.1,0.00
31,31,79,62.1,43,28,20.7,14,49,23.5,9,15,8.5,0,23.3,23.2,23.2,0.00
1,1,81,62.7,39,30,22.3,14,45,24.1,11,21,7.5,0,23.3,23.2,23.1,0.00
2,2,81,62.1,37,30,24.1,0,61,31.3,12,22,7.6,0,23.2,23.1,23.0,0.00
3,3,81,62.4,46,48,20.8,0,63,36.8,15,16,7.7,0,23.1,23.1,23.1,0.00
4,4,82,64.0,48,36,21.2,0,58,32.7,11,20,8.6,0,23.2,23.2,23.1,0.00
5,5,82,64.3,43,36,22.9,0,62,31.9,10,20,5.6,0,23.3,23.2,23.2,0.00
6,6,86,66.8,43,34,19.8,0,57,27.6,7,21,6.0,0,23.3,23.2,23.2,0.00
7,7,88,70.4,52,37,27.5,0,44,25.3,9,15,6.8,0,23.3,23.2,23.2,0.00
8,8,91,72.6,52,39,28.8,0,44,25.6,10,17,6.8,0,23.2,23.2,23.2,0.00
9,9,90,72.4,54,41,29.6,0,47,24.5,10,23,9.9,0,23.2,23.2,23.1,0.00
10,10,73,59.4,39,41,25.3,0,76,39.2,13,32,9.9,0,23.1,23.1,23.0,0.00
11,11,77,69.5,55,36,22.1,0,44,22.1,13,26,11.7,0,23.2,23.2,23.1,0.00
12,12,75,65.0,50,30,21.7,0,50,24.0,13,28,13.7,0,23.2,23.2,23.1,0.00
13,13,73,62.0,48,27,15.5,-2,40,18.7,6,30,13.4,0,23.2,23.2,23.1,0.00
14,14,77,58.3,41,23,19.1,14,42,24.0,11,20,9.4,0,23.2,23.2,23.1,0.00
15,15,79,60.0,37,28,22.4,14,52,26.8,9,28,8.9,0,23.2,23.1,23.1,0.00
16,16,79,60.9,39,34,21.6,0,61,29.0,8,24,8.8,0,23.3,23.2,23.2,0.00
17,17,79,63.0,43,34,21.6,0,61,30.1,11,21,8.9,0,23.3,23.2,23.1,0.00
18,18,73,60.2,37,30,19.7,7,49,23.6,9,28,13.3,0,23.1,23.1,23.0,0.00
19,19,70,57.5,43,27,7.7,-9,40,15.8,6,28,14.6,0,23.1,23.1,23.0,0.00
20,20,72,55.8,37,30,18.3,0,54,27.4,9,24,10.9,0,23.1,23.1,23.1,0.00
21,21,73,57.3,36,34,20.8,0,60,32.8,10,25,11.2,0,23.2,23.1,23.1,0.00
22,22,79,60.5,39,30,18.4,0,56,29.6,12,20,9.0,0,23.2,23.1,23.1,0.00
23,23,72,57.9,37,34,14.6,0,70,38.6,16,29,12.0,0,23.1,23.0,23.0,0.00
24,24,63,55.3,48,43,30.1,0,71,50.8,37,24,11.5,0,23.1,23.0,23.0,0.00
25,25,75,59.4,41,46,40.1,36,87,54.0,25,23,9.0,0,23.2,23.2,23.1,0.00
26,26,84,64.2,36,46,38.3,0,87,48.1,14,24,5.6,0,23.3,23.2,23.2,0.00
27,27,91,70.8,43,43,37.4,34,81,36.5,13,16,6.1,0,23.4,23.3,23.3,0.00
28,28,91,74.7,57,43,30.2,0,51,28.0,11,24,8.1,0,23.4,23.3,23.3,0.00
29,29,93,72.6,46,43,34.0,0,62,31.1,9,25,7.5,0,23.3,23.3,23.2,0.00
30,30,91,74.4,52,41,34.3,0,58,29.1,9,25,8.5,0,23.3,23.2,23.2,0.00
1,1,91,73.2,54,43,29.9,0,41,26.9,12,29,7.5,0,23.4,23.3,23.3,0.00
2,2,90,74.5,61,45,39.9,34,52,31.2,14,30,9.2,0,23.4,23.3,23.3,0.00
3,3,88,71.4,57,45,37.5,0,55,33.9,15,23,9.4,0,23.3,23.3,23.3,0.00
4,4,88,70.2,54,46,40.1,36,55,35.9,17,20,6.2,0,23.3,23.2,23.1,0.00
5,5,84,69.0,46,50,39.8,34,81,39.8,19,25,9.4,0,23.2,23.1,23.1,0.00
6,6,84,72.6,55,37,24.6,0,41,21.7,12,25,11.6,0,23.1,23.1,23.1,0.00
7,7,82,68.4,43,30,24.3,0,49,22.4,12,28,11.9,0,23.2,23.1,23.1,0.00
8,8,82,71.7,57,28,24.1,19,31,17.3,12,24,12.2,0,23.3,23.2,23.2,0.00
9,9,84,67.2,39,30,23.0,16,53,22.7,8,24,8.6,0,23.3,23.3,23.3,0.00
10,10,82,65.6,39,39,21.5,0,45,26.9,16,23,8.5,0,23.3,23.3,23.3,0.00
11,11,75,64.3,52,52,39.5,0,88,47.9,21,23,6.7,0,23.3,23.2,23.2,0.00
12,12,81,63.2,39,39,25.3,0,70,36.7,14,28,7.0,0,23.2,23.2,23.1,0.00
13,13,81,65.5,41,34,22.6,0,61,28.3,11,25,9.7,0,23.3,23.2,23.2,0.00
14,14,84,67.3,39,30,25.4,0,49,23.9,10,28,7.6,0,23.3,23.3,23.2,0.00
15,15,84,74.4,50,36,26.8,0,47,23.7,15,22,10.5,0,23.2,23.1,23.1,0.00
16,16,82,68.4,45,36,23.9,0,61,28.4,12,29,11.7,0,23.2,23.1,23.1,0.00
17,17,86,75.8,59,28,23.4,18,29,15.5,9,18,8.9,0,23.3,23.3,23.3,0.00
18,18,90,66.6,43,30,21.8,0,43,24.2,7,15,4.7,0,23.3,23.3,23.2,0.00
19,19,93,72.5,45,36,22.2,0,43,21.8,8,22,6.4,0,23.3,23.2,23.2,0.00
20,20,95,75.8,55,37,32.0,0,47,24.1,9,17,5.8,0,23.2,23.2,23.1,0.00
21,21,93,74.1,54,54,31.1,0,72,33.3,11,17,6.7,0,23.3,23.2,23.1,0.00
22,22,86,69.0,54,50,45.0,34,82,46.1,16,21,7.5,0,23.3,23.3,23.2,0.00
23,23,77,65.5,55,52,46.5,37,82,53.0,28,17,6.7,0,23.3,23.3,23.2,0.00
24,24,84,68.5,46,48,42.6,0,87,46.3,15,18,6.6,0,23.3,23.3,23.2,0.00
25,25,95,68.3,57,59,46.9,39,77,49.4,19,16,8.7,0,23.4,23.3,22.9,0.00
26,26,81,65.7,50,52,46.3,39,87,54.1,26,17,4.6,0,23.4,23.3,23.3,0.00
27,27,79,64.2,52,54,49.0,41,88,60.0,33,21,5.2,0,23.4,23.3,23.2,0.00
28,28,79,61.3,43,50,43.0,37,93,55.1,25,15,4.1,0,23.2,23.2,23.1,0.00
29,29,79,62.7,41,45,38.8,34,93,47.5,21,23,7.5,0,23.3,23.2,23.2,0.00
30,30,81,62.3,37,43,34.4,0,87,45.4,17,20,5.6,0,23.3,23.3,23.3,0.00
31,31,84,64.3,45,43,31.3,0,76,38.9,7,28,8.2,0,23.3,23.3,23.2,0.00
1,1,79,60.4,37,30,20.2,0,70,31.7,9,25,8.0,0,23.2,23.2,23.2,0.00
2,2,82,62.1,39,27,21.8,18,52,25.4,9,24,7.1,0,23.2,23.2,23.1,0.00
3,3,81,62.4,39,28,24.4,19,53,27.0,11,20,5.7,0,23.2,23.2,23.2,0.00
4,4,84,63.2,37,30,22.9,14,53,26.5,8,16,5.1,0,23.3,23.2,23.2,0.00
5,5,84,64.2,39,30,23.1,18,53,25.1,9,18,5.4,0,23.3,23.2,23.2,0.00
6,6,82,64.7,45,30,24.6,0,53,28.5,9,22,6.8,0,23.2,23.2,23.2,0.00
7,7,79,62.3,41,36,16.8,0,66,33.3,13,23,6.3,0,23.2,23.2,23.1,0.00
8,8,79,61.2,43,34,20.8,0,61,33.1,13,21,7.6,0,23.2,23.1,23.1,0.00
9,9,77,58.2,36,34,25.9,0,70,36.5,12,28,6.4,0,23.2,23.1,23.1,0.00
10,10,77,57.6,34,30,22.0,0,75,37.8,13,23,4.6,0,23.2,23.2,23.2,0.00
11,11,79,60.4,39,30,22.5,0,65,35.4,13,24,6.2,0,23.2,23.2,23.1,0.00
12,12,81,60.6,37,30,24.7,19,60,30.1,11,28,8.7,0,23.3,23.2,23.2,0.00
13,13,84,62.0,36,27,20.6,16,56,24.5,8,18,5.8,0,23.3,23.3,23.2,0.00
14,14,84,62.3,0,25,19.8,0,45,21.4,0,21,5.3,0,23.3,22.9,0.0,0.00
15,15,84,65.3,37,30,21.7,1,56,24.4,4,24,7.7,0,23.3,23.3,23.2,0.00
16,16,84,68.3,46,37,26.2,0,47,27.0,15,26,7.3,0,23.3,23.3,23.2,0.00
17,17,84,66.2,46,39,35.6,0,62,36.6,16,16,5.1,0,23.3,23.3,23.2,0.00
18,18,84,65.3,43,46,31.1,0,70,38.2,13,22,7.6,0,23.4,23.3,23.2,0.00
19,19,82,62.0,46,50,41.2,36,77,50.8,20,22,6.4,0,23.3,23.3,23.2,0.00
20,20,84,60.4,43,52,41.8,0,94,60.6,15,24,4.7,0,23.3,23.3,23.2,0.00
21,21,77,58.3,46,54,47.0,41,93,69.0,32,15,3.7,0,23.3,23.3,23.2,0.00
22,22,79,61.1,43,48,31.8,0,93,46.4,13,25,6.1,0,23.3,23.2,23.2,0.00
23,23,81,61.7,39,30,23.5,0,65,31.5,11,25,6.6,0,23.2,23.1,23.1,0.00
24,24,77,58.6,34,30,25.6,0,75,36.8,12,26,7.6,0,23.2,23.1,23.1,0.00
25,25,75,61.4,41,30,21.3,0,61,30.4,12,20,7.4,0,23.2,23.2,23.1,0.00
26,26,77,59.6,37,41,29.0,0,61,34.9,14,23,5.5,0,23.3,23.2,23.2,0.00
27,27,73,59.2,43,52,37.1,0,81,53.0,31,15,4.4,0,23.2,23.2,23.1,0.00
28,28,81,62.2,41,48,31.7,0,93,49.0,15,22,6.1,0,23.3,23.2,23.2,0.00
29,29,82,64.5,43,39,29.9,0,70,36.6,12,24,7.4,0,23.3,23.3,23.3,0.00
30,30,84,66.7,41,41,27.3,0,70,35.7,15,18,5.8,0,23.3,23.3,23.3,0.00
31,31,81,65.8,50,54,44.2,39,66,47.1,32,12,3.6,0,23.3,23.3,23.2,0.00
1,1,81,64.2,45,50,45.5,39,87,54.3,28,21,6.2,0,23.3,23.2,23.1,0.00
2,2,79,66.2,46,46,42.1,36,76,44.9,21,24,8.3,0,23.2,23.2,23.1,0.00
3,3,73,61.5,48,55,45.6,39,100,59.8,29,20,4.4,0,23.3,23.2,23.2,0.00
4,4,81,61.2,43,52,41.3,0,100,59.0,16,20,5.5,0,23.3,23.3,23.2,0.00
5,5,79,66.3,50,43,27.3,0,71,37.1,17,29,7.1,0,23.3,23.2,23.2,0.00
6,6,82,63.7,39,36,28.3,0,76,36.4,12,21,5.9,0,23.3,23.2,23.2,0.00
7,7,81,62.2,37,34,22.8,0,75,32.9,10,25,6.4,0,23.3,23.2,23.2,0.00
8,8,82,61.8,39,36,24.7,0,52,29.9,12,14,4.4,0,23.2,23.2,23.1,0.00
9,9,81,63.0,45,30,25.5,19,50,28.4,11,13,4.2,0,23.2,23.2,23.1,0.00
10,10,81,61.6,45,34,22.7,0,53,32.7,11,21,5.6,0,23.2,23.2,23.1,0.00
11,11,77,61.0,48,37,24.9,0,54,34.9,12,16,5.1,0,23.2,23.2,23.2,0.00
12,12,73,62.4,50,45,30.4,0,59,41.2,22,16,4.8,0,23.2,23.2,23.1,0.00
13,13,79,62.6,43,45,37.0,0,81,45.9,17,15,6.3,0,23.2,23.2,23.1,0.00
14,14,81,62.6,43,45,35.9,0,81,44.9,18,16,4.3,0,23.2,23.1,23.1,0.00
15,15,79,62.7,41,39,24.4,0,70,37.7,15,22,7.9,0,23.1,23.1,23.1,0.00
16,16,81,61.5,36,34,21.2,0,70,33.5,14,24,6.4,0,23.2,23.1,23.1,0.00
17,17,72,57.7,39,30,20.5,0,61,33.5,12,35,12.3,0,23.1,23.0,23.0,0.00
18,18,72,53.0,32,27,17.6,10,60,29.1,9,16,6.5,0,23.2,23.1,23.1,0.00
